System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System Core C-States,System Core C-States,System Core C-States,System Core C-States,System Core C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System,System,System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),,Signal
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),SYSTEM Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,,Temperature
2024-12-06,18:14:58.593,1.58,1.61,0.98,1.41,4.80,0.29,0.81,0.97,1.00,0.0000,0.0000,0.02,0.02,129804.54,80516.06,3418.29,3.22,53.74,3.16,52.74,69.55,19.51,0.00,10.94,0.00,100.00,0.00,0.00,0.00,232.11,0.00,0.00,0.00,1.58,1.61,0.98,1.41,4.80,0.29,0.81,0.97,1.00,0.0000,0.0000,0.02,0.02, 0,129804.54,80516.06,3418.29,3.22,53.74,3.16,52.74,69.55,19.51,0.00,10.94,0.00,100.00,0.00,0.00,0.00,232.11,230.44,0.00,2.17,1.51,1.44,1.55,5.26,0.02,0.05,0.97,1.00,0.0000,0.0000,93.03,1.29,0.00,5.68,0.00, 6,7401.79,4916.34,3418.29,3.01,50.18,4.33,72.18,0.91,1.05,0.87,1.54,5.25,0.01,0.03,0.98,1.00,0.0000,0.0000,56.07,38.26,0.00,5.68,0.00, 6,3114.45,2960.69,3418.29,2.10,35.06,1.82,30.37,2.54,1.75,1.45,1.55,5.26,0.01,0.04,0.99,1.00,0.0000,0.0000,93.60,0.89,0.00,5.51,0.00,11,8670.05,4945.62,3418.29,3.51,58.44,5.07,84.55,0.59,1.06,0.56,1.54,5.25,0.01,0.01,0.97,1.00,0.0000,0.0000,36.40,58.09,0.00,5.51,0.00,11,2029.22,1919.51,3418.29,2.11,35.24,1.19,19.79,2.37,1.78,1.33,1.55,5.25,0.00,0.03,0.99,1.00,0.0000,0.0000,86.36,1.50,0.00,12.14,0.00, 0,8096.98,4561.07,3418.29,3.55,59.17,4.74,78.96,0.54,1.08,0.51,1.54,5.24,0.04,0.02,0.89,1.00,0.0000,0.0000,32.78,55.08,0.00,12.14,0.00, 0,1861.87,1726.54,3418.29,2.16,35.95,1.09,18.16,2.52,1.87,1.35,1.55,5.25,0.00,0.04,0.99,1.00,0.0000,0.0000,87.32,0.01,0.00,12.68,0.00, 4,8607.27,4612.91,3418.29,3.73,62.20,5.04,83.94,0.39,1.03,0.38,1.54,5.24,0.09,0.03,0.80,1.00,0.0001,0.0000,24.83,62.50,0.00,12.68,0.00, 4,1341.38,1307.26,3418.29,2.05,34.20,0.78,13.08,2.14,1.59,1.35,1.54,5.25,0.01,0.04,0.98,1.00,0.0000,0.0000,87.26,5.43,0.00,7.30,0.00, 0,7316.56,4604.62,3418.29,3.18,52.97,4.28,71.35,0.90,1.15,0.78,1.54,5.24,0.01,0.01,0.97,1.00,0.0000,0.0000,50.94,41.75,0.00,7.30,0.00, 0,3089.54,2683.04,3418.29,2.30,38.38,1.81,30.13,2.71,1.84,1.48,1.55,5.26,0.01,0.05,0.99,1.00,0.0000,0.0000,95.56,1.13,0.00,3.31,0.00, 1,9269.07,5050.26,3418.29,3.67,61.18,5.42,90.39,0.50,1.07,0.47,1.54,5.25,0.01,0.01,0.95,1.00,0.0000,0.0000,30.59,66.10,0.00,3.31,0.00, 1,1726.04,1613.31,3418.29,2.14,35.66,1.01,16.83,2.49,1.88,1.32,1.55,5.26,0.00,0.04,0.99,1.00,0.0000,0.0000,85.47,0.66,0.00,13.87,0.00, 1,8500.29,4517.34,3418.29,3.76,62.72,4.97,82.89,0.39,1.06,0.37,1.54,5.25,0.01,0.01,0.96,1.00,0.0000,0.0000,23.74,62.39,0.00,13.87,0.00, 1,1324.15,1252.09,3418.29,2.12,35.25,0.77,12.91,2.65,2.02,1.31,1.55,5.26,0.01,0.04,0.97,1.00,0.0000,0.0000,84.81,0.01,0.00,15.18,0.00, 0,9059.42,4481.61,3418.29,4.04,67.38,5.30,88.34,0.19,1.01,0.19,1.54,5.23,0.01,0.01,0.95,1.00,0.0000,0.0000,12.46,72.36,0.00,15.18,0.00, 0,659.73,654.56,3418.29,2.02,33.60,0.39,6.43,1.80,1.63,1.11,1.22,4.15,0.00,0.04,0.99,1.00,0.0000,0.0000,90.76,0.03,0.00,9.21,0.00, 9,6168.52,3787.56,3418.29,3.26,54.29,3.61,60.15,1.72,1.59,1.08,1.22,4.15,0.00,0.03,0.99,1.00,0.0000,0.0000,88.75,0.02,0.00,11.23,0.00, 9,5892.43,3703.02,3418.29,3.18,53.04,3.45,57.46,1.76,1.60,1.10,1.22,4.15,0.00,0.04,0.99,1.00,0.0000,0.0000,90.08,0.07,0.00,9.84,0.00, 9,6015.25,3759.78,3418.29,3.20,53.33,3.52,58.66,1.77,1.61,1.10,1.22,4.15,0.00,0.04,0.99,1.00,0.0000,0.0000,90.23,0.02,0.00,9.75,0.00, 9,6045.48,3765.25,3418.29,3.21,53.52,3.54,58.95,1.99,1.79,1.11,1.22,4.15,0.00,0.03,0.99,1.00,0.0000,0.0000,90.94,0.06,0.00,9.00,0.00, 9,6803.27,3795.12,3418.29,3.59,59.75,3.98,66.35,1.72,1.71,1.01,1.22,4.15,0.01,0.04,0.97,1.00,0.0000,0.0000,82.38,0.06,0.00,17.56,0.00, 9,5884.43,3436.98,3418.29,3.42,57.07,3.44,57.38,1.48,1.64,0.90,1.22,4.15,0.01,0.03,0.99,1.00,0.0000,0.0000,74.00,0.06,0.00,25.94,0.00, 9,5057.59,3086.17,3418.29,3.28,54.63,2.96,49.32,1.72,1.74,0.99,1.22,4.15,0.00,0.09,0.99,1.00,0.0000,0.0000,80.90,0.45,0.00,18.65,0.00, 9,5869.78,3375.43,3418.29,3.48,57.97,3.43,57.24,,42.000
