System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System Core C-States,System Core C-States,System Core C-States,System Core C-States,System Core C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System,System,System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),,Signal
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),SYSTEM Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,,Temperature
2024-12-06,18:35:52.364,0.61,2.65,0.23,1.54,5.25,153.11,10.42,0.27,0.81,0.0030,0.0002,14.36,5.04,50332.46,18974.63,3458.86,5.31,88.42,1.21,20.22,14.80,21.75,0.00,63.45,0.00,100.00,0.00,0.00,0.00,65.59,0.00,0.00,0.00,0.61,2.65,0.23,1.54,5.25,153.11,10.42,0.27,0.81,0.0030,0.0002,14.36,5.04,44,50332.46,18974.63,3458.86,5.31,88.42,1.21,20.22,14.80,21.75,0.00,63.45,0.00,100.00,0.00,0.00,0.00,65.59,63.43,0.00,1.08,2.35,0.46,1.55,5.26,10.31,1.38,0.39,0.71,0.0028,0.0004,29.71,21.76,0.00,48.53,0.00,59,3741.42,1589.94,3458.86,4.71,78.44,2.16,36.06,0.00,0.50,0.00,1.55,5.26,0.07,0.04,0.80,0.49,0.0087,0.0043,0.31,51.15,0.00,48.53,0.00,59,8.41,16.73,3458.86,1.01,16.76,0.00,0.08,0.00,0.24,0.00,1.55,5.26,0.10,0.01,0.64,0.47,0.0366,0.0053,0.20,2.68,0.00,97.12,0.00,60,2.63,10.88,3458.86,0.48,8.05,0.00,0.03,0.00,0.67,0.00,1.55,5.26,0.03,0.01,0.79,0.69,0.0063,0.0017,0.13,2.75,0.00,97.12,0.00,60,4.81,7.16,3458.86,1.35,22.42,0.00,0.05,0.55,2.31,0.24,1.55,5.26,7.10,0.40,0.26,0.81,0.0037,0.0002,15.36,20.55,0.00,64.08,0.00,58,1901.96,822.21,3458.86,4.63,77.11,1.10,18.33,0.00,0.56,0.00,1.55,5.26,0.02,0.01,0.77,0.76,0.0076,0.0035,0.10,35.81,0.00,64.08,0.00,58,3.03,5.44,3458.86,1.11,18.56,0.00,0.03,0.47,3.59,0.13,1.55,5.26,2.62,0.22,0.32,0.85,0.0016,0.0001,8.42,0.81,0.00,90.77,0.00,55,1617.55,450.61,3458.86,7.18,119.66,0.94,15.59,0.00,0.20,0.00,1.55,5.26,0.00,0.00,0.94,0.33,0.0101,0.0089,0.01,9.22,0.00,90.77,0.00,55,0.08,0.41,3458.86,0.39,6.52,0.00,0.00,3.36,2.61,1.29,1.55,5.26,43.09,2.10,0.21,0.84,0.0037,0.0002,83.31,13.63,0.00,3.07,0.00,53,11494.84,4407.48,3458.86,5.22,86.93,6.73,112.08,0.11,1.61,0.07,1.55,5.26,0.53,0.22,0.69,0.73,0.0014,0.0006,4.30,92.67,0.00,3.03,0.00,53,370.52,230.17,3458.86,3.22,53.66,0.21,3.57,3.72,2.80,1.33,1.55,5.26,39.30,2.22,0.25,0.84,0.0031,0.0002,85.94,5.23,0.00,8.82,0.00,43,12876.19,4601.55,3458.86,5.60,93.27,7.45,124.09,0.02,0.79,0.02,1.55,5.26,0.17,0.08,0.68,0.76,0.0032,0.0014,1.24,89.93,0.00,8.82,0.00,43,52.76,66.56,3458.86,1.59,26.42,0.03,0.51,2.59,2.73,0.95,1.55,5.26,26.86,1.54,0.25,0.83,0.0030,0.0002,61.27,12.20,0.00,26.54,0.00,50,8967.74,3279.35,3458.86,5.47,91.15,5.19,86.43,0.09,1.26,0.07,1.55,5.26,0.59,0.18,0.63,0.77,0.0018,0.0005,4.81,68.65,0.00,26.54,0.00,50,323.69,257.45,3458.86,2.51,41.91,0.19,3.12,2.54,2.84,0.90,1.55,5.26,22.01,1.78,0.29,0.80,0.0025,0.0002,57.86,13.14,0.00,29.00,0.00,55,8796.72,3097.60,3458.86,5.68,94.66,5.09,84.77,0.00,0.48,0.00,1.55,5.26,0.05,0.02,0.62,0.81,0.0082,0.0026,0.23,70.78,0.00,29.00,0.00,55,5.86,12.15,3458.86,0.96,16.07,0.00,0.06,0.01,1.26,0.01,1.20,4.07,0.06,0.07,0.79,0.43,0.0013,0.0017,0.85,2.29,0.00,96.86,0.00,53,44.45,35.14,3458.86,2.53,42.16,0.03,0.43,0.03,1.46,0.02,1.20,4.08,0.13,0.12,0.78,0.51,0.0014,0.0013,1.47,1.21,0.00,97.33,0.00,53,89.02,60.81,3458.86,2.93,48.79,0.05,0.86,0.00,0.14,0.00,1.20,4.07,0.00,0.00,0.76,0.43,0.0313,0.0098,0.02,0.81,0.00,99.16,0.00,52,0.13,0.98,3458.86,0.27,4.52,0.00,0.00,0.00,0.20,0.00,1.20,4.07,0.00,0.00,0.40,0.69,0.0108,0.0053,0.00,1.44,0.00,98.55,0.00,52,0.04,0.19,3458.86,0.40,6.71,0.00,0.00,0.00,0.32,0.00,1.20,4.07,0.00,0.00,0.80,0.59,0.0117,0.0041,0.03,0.79,0.00,99.18,0.00,58,0.35,1.09,3458.86,0.65,10.76,0.00,0.00,0.01,1.54,0.01,1.20,4.07,0.05,0.03,0.75,0.51,0.0015,0.0009,0.47,1.75,0.00,97.78,0.00,58,29.92,19.41,3458.86,3.08,51.37,0.02,0.29,0.00,0.30,0.00,1.20,4.07,0.00,0.00,0.36,0.53,0.0177,0.0043,0.02,1.45,0.00,98.53,0.00,58,0.26,0.85,3458.86,0.61,10.16,0.00,0.00,0.00,0.21,0.00,1.20,4.07,0.00,0.00,0.79,0.37,0.0136,0.0099,0.01,1.18,0.00,98.81,0.00,58,0.09,0.45,3458.86,0.41,6.89,0.00,0.00,,38.000
