#datatype measurement,dateTime:2006-01-02 15:04:05,tag,double
pcm_data,time,metric,value
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_dram/memory_consumed_energy,0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(total_)_package_c0-state_residency_(%),100
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_package_c0-state_residency_(%),100
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(total_)_package_c2-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_package_c2-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(total_)_package_c3-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_package_c3-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(total_)_package_c6-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_package_c6-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(total_)_package_c7-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_package_c7-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(total_)_package_c8-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_package_c8-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(total_)_package_c9-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_package_c9-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(total_)_package_c10-state_residency_(%),0
pcm_data,2024-11-13 16:26:49,__desktop-qb9csk1_pcm_socket_counters(socket0)_package_c10-state_residency_(%),0
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_clockticks,3554882535
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_clockticks,3554882535
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_clockticks,391718356
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_clockticks,392053141
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_clockticks,341125183
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_clockticks,341441925
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_clockticks,397936371
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(2)_clockticks,398183547
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(1)_clockticks,646569502
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(0)_clockticks,645854510
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_instructions_retired,1993338082
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_instructions_retired,1993338082
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_instructions_retired,225732978
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_instructions_retired,224906807
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_instructions_retired,168691676
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_instructions_retired,168364155
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_instructions_retired,237197274
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(2)_instructions_retired,237146821
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(1)_instructions_retired,365940380
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(0)_instructions_retired,365357991
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_l2_cache_misses,6260090
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_l2_cache_misses,6260090
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_l2_cache_misses,944886
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_l2_cache_misses,540476
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_l2_cache_misses,496754
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_l2_cache_misses,772014
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_l2_cache_misses,421301
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(2)_l2_cache_misses,870526
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(1)_l2_cache_misses,760061
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(0)_l2_cache_misses,1454072
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_l3_cache_misses,1451508
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_l3_cache_misses,1451508
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_l3_cache_misses,239293
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_l3_cache_misses,134132
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_l3_cache_misses,119545
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_l3_cache_misses,180972
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_l3_cache_misses,101125
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(2)_l3_cache_misses,181687
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(1)_l3_cache_misses,214672
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(0)_l3_cache_misses,280082
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_instructions_per_clocktick_(ipc),0.560688739768454
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_instructions_per_clocktick_(ipc),0.560688739768454
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_instructions_per_clocktick_(ipc),0.576305220883534
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_instructions_per_clocktick_(ipc),0.573386827148111
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_instructions_per_clocktick_(ipc),0.494429504417979
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_instructions_per_clocktick_(ipc),0.493282149712092
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_instructions_per_clocktick_(ipc),0.596179183135705
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(2)_instructions_per_clocktick_(ipc),0.595982877839974
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(1)_instructions_per_clocktick_(ipc),0.565984188120819
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(0)_instructions_per_clocktick_(ipc),0.565861579054191
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_relative_frequency_(%),10.5801901329058
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_relative_frequency_(%),10.5801901329058
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_relative_frequency_(%),9.32496957213744
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_relative_frequency_(%),9.33433199138657
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_relative_frequency_(%),8.12345910183191
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_relative_frequency_(%),8.12970071466467
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_relative_frequency_(%),9.47476828012358
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(2)_relative_frequency_(%),9.47788908653996
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(1)_relative_frequency_(%),15.3949380519926
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(0)_relative_frequency_(%),15.3762132134944
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_thermal_headroom_below_tjmax,1.84467440715621E+19
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_thermal_headroom_below_tjmax,25
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_thermal_headroom_below_tjmax,27
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_thermal_headroom_below_tjmax,27
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_thermal_headroom_below_tjmax,28
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_thermal_headroom_below_tjmax,28
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_thermal_headroom_below_tjmax,26
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(2)_thermal_headroom_below_tjmax,26
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(1)_thermal_headroom_below_tjmax,26
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(0)_thermal_headroom_below_tjmax,26
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_core_c0-state_residency_(%),17.2
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_core_c0-state_residency_(%),17.2
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_core_c0-state_residency_(%),15
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_core_c0-state_residency_(%),15
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_core_c0-state_residency_(%),13.2
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_core_c0-state_residency_(%),13.2
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_core_c0-state_residency_(%),15.5
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(2)_core_c0-state_residency_(%),15.5
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(1)_core_c0-state_residency_(%),25.1
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(0)_core_c0-state_residency_(%),25.1
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(total_)_core_c1-state_residency_(%),5
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(socket0)_core_c1-state_residency_(%),5
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(7)_core_c1-state_residency_(%),4.1
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(6)_core_c1-state_residency_(%),4.1
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(5)_core_c1-state_residency_(%),5.2
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(4)_core_c1-state_residency_(%),5.2
pcm_data,2024-11-13 16:27:00,__desktop-qb9csk1_pcm_core_counters(3)_core_c1-state_residency_(%),4.3
