#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,
WindowsPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,
WindowsPCM,2024-12-03T14:36:23.684Z,0.00,0.67,0.00,1.05,4.42,2.06,10.67,0.80,0.1545,0.7998,1.24,0.31,13.34,19.95,4242.27,1.34,33.42,0.00,0.02,0.06,25.96,3.76,0.00,70.22,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.95,0.00,0.00,0.00,0.67,0.00,1.05,4.42,2.06,10.67,0.80,0.1545,0.7998,1.24,0.31,0.00,1.61,0.00,14,13.34,19.95,4242.27,1.34,33.42,0.00,0.02,0.06,25.96,3.76,0.00,70.22,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.95,16.64,0.00,0.00,0.66,0.00,1.05,4.41,0.24,1.36,0.81,0.1477,0.8215,0.06,23.60,8.35,0.00,67.99,16,1.66,2.51,4242.27,1.32,33.00,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.05,0.21,0.72,0.0304,0.1268,0.06,23.62,8.35,0.00,67.97,16,1.69,2.51,4242.27,1.35,33.65,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.30,1.65,0.81,0.1756,0.9744,0.06,31.44,1.84,0.00,66.66,14,1.69,2.51,4242.27,1.35,33.67,0.00,0.02,0.00,0.65,0.00,1.05,4.41,0.18,0.79,0.76,0.1126,0.4887,0.06,31.52,1.84,0.00,66.59,14,1.61,2.48,4242.27,1.30,32.46,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.08,0.44,0.80,0.0475,0.2614,0.06,31.19,1.61,0.00,67.15,17,1.69,2.51,4242.27,1.34,33.56,0.00,0.02,0.00,0.67,0.00,1.06,4.43,0.73,3.77,0.80,0.4377,2.2706,0.06,31.21,1.61,0.00,67.12,17,1.66,2.47,4242.27,1.34,33.60,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.33,1.62,0.79,0.1943,0.9568,0.06,17.56,3.23,0.00,79.15,17,1.70,2.51,4242.27,1.35,33.79,0.00,0.02,0.00,0.67,0.00,1.07,4.50,0.15,0.82,0.81,0.0911,0.4993,0.05,17.57,3.23,0.00,79.15,17,1.64,2.44,4242.27,1.35,33.64,0.00,0.02,
WindowsPCM,2024-12-03T14:36:24.693Z,0.00,0.66,0.00,1.06,4.44,2.02,10.81,0.80,0.1774,0.9479,1.22,0.35,11.40,17.23,4239.06,1.32,33.08,0.00,0.02,0.05,27.24,2.82,0.00,69.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.99,0.00,0.00,0.00,0.66,0.00,1.06,4.44,2.02,10.81,0.80,0.1774,0.9479,1.22,0.35,0.00,1.64,0.00,15,11.40,17.23,4239.06,1.32,33.08,0.00,0.02,0.05,27.24,2.82,0.00,69.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.99,16.68,0.00,0.00,0.66,0.00,1.05,4.41,0.41,2.21,0.81,0.4951,2.6681,0.03,37.07,3.95,0.00,58.95,16,0.83,1.26,4239.06,1.32,32.96,0.00,0.01,0.00,0.61,0.00,1.05,4.41,0.07,0.47,0.83,0.0488,0.3100,0.06,37.04,3.95,0.00,58.95,16,1.53,2.51,4239.06,1.21,30.37,0.00,0.02,0.00,0.67,0.00,1.05,4.43,0.10,0.64,0.82,0.0631,0.4035,0.05,15.06,5.40,0.00,79.48,15,1.58,2.36,4239.06,1.34,33.56,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.06,0.27,0.77,0.0332,0.1599,0.06,15.06,5.40,0.00,79.48,15,1.68,2.51,4239.06,1.34,33.45,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.10,0.53,0.79,0.0592,0.3116,0.06,39.70,0.83,0.00,59.41,18,1.69,2.51,4239.06,1.35,33.67,0.00,0.02,0.00,0.67,0.00,1.07,4.50,0.87,4.37,0.80,1.0545,5.3019,0.03,39.73,0.83,0.00,59.41,18,0.82,1.23,4239.06,1.34,33.56,0.00,0.01,0.00,0.67,0.00,1.06,4.44,0.28,1.55,0.81,0.1758,0.9806,0.05,17.12,1.10,0.00,81.73,17,1.59,2.35,4239.06,1.35,33.69,0.00,0.02,0.00,0.67,0.00,1.07,4.51,0.13,0.76,0.81,0.0799,0.4529,0.06,17.11,1.10,0.00,81.73,17,1.69,2.51,4239.06,1.34,33.62,0.00,0.02,
WindowsPCM,2024-12-03T14:36:25.698Z,0.00,0.66,0.00,1.05,4.39,2.67,13.44,0.79,0.2024,1.0196,1.57,0.35,13.18,19.92,4212.05,1.32,33.07,0.00,0.02,0.06,28.18,4.12,0.00,67.65,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.96,0.00,0.00,0.00,0.66,0.00,1.05,4.39,2.67,13.44,0.79,0.2024,1.0196,1.57,0.35,0.00,2.02,0.00, 1,13.18,19.92,4212.05,1.32,33.07,0.00,0.02,0.06,28.18,4.12,0.00,67.65,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.96,18.73,0.00,0.00,0.62,0.00,1.05,4.41,0.34,1.98,0.82,0.2187,1.2654,0.06,27.83,6.53,0.00,65.58,11,1.57,2.51,4212.05,1.25,31.14,0.00,0.02,0.00,0.67,0.00,1.04,4.37,0.07,0.39,0.79,0.0448,0.2381,0.05,27.83,6.53,0.00,65.58,11,1.62,2.40,4212.05,1.35,33.66,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.21,1.19,0.81,0.1236,0.7049,0.06,19.03,6.82,0.00,74.10,12,1.69,2.51,4212.05,1.35,33.71,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.03,0.40,0.91,0.0205,0.2352,0.06,19.03,6.82,0.00,74.10,12,1.68,2.51,4212.05,1.34,33.54,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.11,0.51,0.76,0.0672,0.3019,0.06,43.66,0.40,0.00,55.88,11,1.69,2.51,4212.05,1.35,33.80,0.00,0.02,0.00,0.67,0.00,1.05,4.41,1.14,5.48,0.79,0.6707,3.2360,0.06,43.63,0.40,0.00,55.91,10,1.69,2.51,4212.05,1.35,33.75,0.00,0.02,0.00,0.63,0.00,1.05,4.41,0.44,2.17,0.79,0.2815,1.3764,0.06,22.28,2.73,0.00,74.93, 0,1.58,2.51,4212.05,1.26,31.44,0.00,0.02,0.00,0.67,0.00,1.03,4.31,0.31,1.31,0.75,0.1905,0.7947,0.06,22.13,2.73,0.00,75.08, 1,1.65,2.45,4212.05,1.34,33.59,0.00,0.02,
WindowsPCM,2024-12-03T14:36:26.710Z,0.00,0.65,0.00,1.02,4.28,2.83,14.54,0.80,0.2247,1.1537,1.68,0.43,12.61,19.33,4260.13,1.30,32.61,0.00,0.02,0.06,31.04,4.15,0.00,64.76,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.90,0.00,0.00,0.00,0.65,0.00,1.02,4.28,2.83,14.54,0.80,0.2247,1.1537,1.68,0.43,0.00,2.21,0.00, 4,12.61,19.33,4260.13,1.30,32.61,0.00,0.02,0.06,31.04,4.15,0.00,64.76,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.90,19.55,0.00,0.00,0.67,0.00,1.03,4.31,0.29,1.43,0.78,0.1861,0.9025,0.05,31.21,8.44,0.00,60.30, 4,1.58,2.35,4260.13,1.34,33.61,0.00,0.02,0.00,0.66,0.00,1.03,4.31,0.12,0.81,0.85,0.0709,0.4969,0.06,31.20,8.44,0.00,60.30, 4,1.63,2.46,4260.13,1.33,33.15,0.00,0.02,0.00,0.67,0.00,1.03,4.31,0.31,1.65,0.80,0.1889,1.0034,0.06,22.65,6.69,0.00,70.60,12,1.65,2.46,4260.13,1.34,33.55,0.00,0.02,0.00,0.57,0.00,1.00,4.19,0.05,0.22,0.73,0.0394,0.1632,0.06,22.65,6.69,0.00,70.60,12,1.32,2.34,4260.13,1.13,28.28,0.00,0.02,0.00,0.67,0.00,0.98,4.11,0.20,0.86,0.75,0.1279,0.5463,0.06,49.60,0.28,0.00,50.06, 6,1.57,2.34,4260.13,1.34,33.59,0.00,0.02,0.00,0.63,0.00,1.03,4.31,1.13,6.17,0.81,0.7353,3.9999,0.06,49.62,0.28,0.00,50.04, 6,1.54,2.46,4260.13,1.26,31.38,0.00,0.02,0.00,0.67,0.00,1.03,4.32,0.55,2.59,0.78,0.3406,1.5979,0.06,20.60,1.17,0.00,78.17,10,1.62,2.41,4260.13,1.35,33.65,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.17,0.81,0.78,0.1010,0.4817,0.06,20.75,1.17,0.00,78.02,10,1.69,2.51,4260.13,1.34,33.53,0.00,0.02,
WindowsPCM,2024-12-03T14:36:27.717Z,0.00,0.65,0.00,1.06,4.44,2.23,11.70,0.80,0.1706,0.8933,1.31,0.32,13.09,20.12,4227.88,1.30,32.54,0.00,0.02,0.06,29.75,5.41,0.00,64.78,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.34,0.00,0.00,0.00,0.65,0.00,1.06,4.44,2.23,11.70,0.80,0.1706,0.8933,1.31,0.32,0.00,1.70,0.00,13,13.09,20.12,4227.88,1.30,32.54,0.00,0.02,0.06,29.75,5.41,0.00,64.78,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.34,18.03,0.00,0.00,0.61,0.00,1.06,4.45,0.27,1.75,0.83,0.1638,1.0486,0.06,27.47,9.17,0.00,63.30,14,1.67,2.74,4227.88,1.22,30.58,0.00,0.02,0.00,0.62,0.00,1.05,4.41,0.05,0.22,0.72,0.0333,0.1384,0.06,27.48,9.17,0.00,63.30,14,1.57,2.52,4227.88,1.25,31.19,0.00,0.02,0.00,0.67,0.00,1.05,4.42,0.28,1.45,0.79,0.1741,0.8968,0.05,23.97,6.29,0.00,69.69,13,1.62,2.40,4227.88,1.35,33.71,0.00,0.02,0.00,0.67,0.00,1.06,4.44,0.07,0.31,0.76,0.0390,0.1828,0.06,23.96,6.29,0.00,69.69,13,1.67,2.48,4227.88,1.35,33.72,0.00,0.02,0.00,0.67,0.00,1.06,4.46,0.16,1.13,0.86,0.0913,0.6634,0.06,50.14,1.14,0.00,48.66,14,1.71,2.54,4227.88,1.35,33.65,0.00,0.02,0.00,0.61,0.00,1.06,4.46,0.94,4.81,0.80,0.5983,3.0786,0.06,50.14,1.14,0.00,48.66,14,1.56,2.55,4227.88,1.23,30.65,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.33,1.30,0.73,0.1926,0.7660,0.06,17.42,5.05,0.00,77.47,14,1.69,2.51,4227.88,1.35,33.66,0.00,0.02,0.00,0.67,0.00,1.07,4.50,0.14,0.73,0.79,0.0901,0.4560,0.05,17.43,5.05,0.00,77.47,14,1.60,2.39,4227.88,1.34,33.43,0.00,0.02,
WindowsPCM,2024-12-03T14:36:28.726Z,0.00,0.67,0.00,1.05,4.40,2.01,10.86,0.81,0.1514,0.8174,1.21,0.26,13.29,19.83,4238.04,1.34,33.52,0.00,0.02,0.06,23.48,4.88,0.00,71.58,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.42,0.00,0.00,0.00,0.67,0.00,1.05,4.40,2.01,10.86,0.81,0.1514,0.8174,1.21,0.26,0.00,1.53,0.00,14,13.29,19.83,4238.04,1.34,33.52,0.00,0.02,0.06,23.48,4.88,0.00,71.58,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.42,16.14,0.00,0.00,0.68,0.00,1.02,4.27,0.16,1.15,0.85,0.1004,0.7139,0.06,24.85,7.13,0.00,67.96,15,1.61,2.38,4238.04,1.35,33.82,0.00,0.02,0.00,0.67,0.00,1.06,4.46,0.26,0.84,0.67,0.1545,0.4912,0.06,24.85,7.13,0.00,67.96,15,1.70,2.54,4238.04,1.34,33.52,0.00,0.02,0.00,0.67,0.00,1.06,4.46,0.11,0.60,0.80,0.0651,0.3670,0.05,15.21,7.52,0.00,77.21,14,1.63,2.42,4238.04,1.35,33.71,0.00,0.02,0.00,0.67,0.00,1.06,4.46,0.07,0.42,0.83,0.0396,0.2463,0.06,15.21,7.52,0.00,77.21,14,1.71,2.54,4238.04,1.35,33.67,0.00,0.02,0.00,0.65,0.00,1.06,4.44,0.16,0.82,0.79,0.1013,0.5144,0.06,33.76,1.42,0.00,64.76,17,1.60,2.48,4238.04,1.29,32.29,0.00,0.02,0.00,0.67,0.00,1.00,4.21,0.71,4.37,0.84,0.4443,2.7236,0.06,33.76,1.42,0.00,64.76,17,1.61,2.40,4238.04,1.34,33.43,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.33,1.64,0.79,0.1963,0.9692,0.06,20.11,3.43,0.00,76.41,16,1.69,2.51,4238.04,1.35,33.75,0.00,0.02,0.00,0.68,0.00,1.07,4.51,0.21,1.02,0.79,0.1183,0.5865,0.06,20.11,3.43,0.00,76.41,16,1.74,2.56,4238.04,1.36,33.96,0.00,0.02,
WindowsPCM,2024-12-03T14:36:29.729Z,0.00,0.66,0.00,1.05,4.41,2.01,10.34,0.80,0.1520,0.7826,1.20,0.34,13.21,19.93,4212.02,1.33,33.15,0.00,0.02,0.06,21.72,4.55,0.00,73.67,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.39,0.00,0.00,0.00,0.66,0.00,1.05,4.41,2.01,10.34,0.80,0.1520,0.7826,1.20,0.34,0.00,1.61,0.00,13,13.21,19.93,4212.02,1.33,33.15,0.00,0.02,0.06,21.72,4.55,0.00,73.67,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.39,15.15,0.00,0.00,0.63,0.00,1.05,4.41,0.33,1.50,0.77,0.2117,0.9495,0.06,21.93,6.28,0.00,71.73,15,1.58,2.50,4212.02,1.26,31.59,0.00,0.02,0.00,0.64,0.00,1.05,4.41,0.05,0.20,0.73,0.0285,0.1214,0.06,21.93,6.28,0.00,71.73,15,1.61,2.52,4212.02,1.28,32.03,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.24,1.07,0.77,0.1389,0.6343,0.06,19.58,5.49,0.00,74.88,13,1.69,2.51,4212.02,1.35,33.72,0.00,0.02,0.00,0.66,0.00,1.05,4.42,0.14,0.92,0.84,0.0902,0.5901,0.05,19.58,5.49,0.00,74.88,13,1.56,2.36,4212.02,1.32,33.02,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.20,1.12,0.82,0.1170,0.6603,0.06,31.64,0.34,0.00,67.96,16,1.70,2.51,4212.02,1.35,33.78,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.69,3.70,0.81,0.4090,2.1974,0.06,31.64,0.34,0.00,67.96,16,1.68,2.51,4212.02,1.34,33.49,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.25,1.13,0.77,0.1456,0.6694,0.06,13.75,6.11,0.00,80.09,16,1.69,2.50,4212.02,1.35,33.80,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.12,0.70,0.82,0.0698,0.4114,0.06,13.75,6.11,0.00,80.09,16,1.69,2.51,4212.02,1.35,33.77,0.00,0.02,
WindowsPCM,2024-12-03T14:36:30.736Z,0.00,0.64,0.00,1.03,4.33,2.83,14.59,0.80,0.2234,1.1529,1.64,0.44,12.66,19.65,4207.43,1.29,32.20,0.00,0.02,0.06,28.69,6.54,0.00,64.72,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.16,0.00,0.00,0.00,0.64,0.00,1.03,4.33,2.83,14.59,0.80,0.2234,1.1529,1.64,0.44,0.00,2.18,0.00, 5,12.66,19.65,4207.43,1.29,32.20,0.00,0.02,0.06,28.69,6.54,0.00,64.72,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.16,19.92,0.00,0.00,0.65,0.00,1.05,4.41,0.52,2.21,0.76,0.3150,1.3481,0.06,26.30,12.18,0.00,61.46, 5,1.64,2.51,4207.43,1.31,32.64,0.00,0.02,0.00,0.62,0.00,1.05,4.40,0.08,0.41,0.78,0.0535,0.2699,0.06,26.64,12.12,0.00,61.18, 0,1.53,2.47,4207.43,1.24,30.89,0.00,0.02,0.00,0.67,0.00,1.01,4.26,0.20,0.90,0.75,0.1245,0.5499,0.06,17.42,9.53,0.00,73.00,13,1.64,2.43,4207.43,1.35,33.73,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.06,0.37,0.82,0.0344,0.2185,0.06,17.42,9.53,0.00,73.00,13,1.68,2.52,4207.43,1.33,33.37,0.00,0.02,0.00,0.63,0.00,1.04,4.37,0.21,1.45,0.85,0.1396,0.9446,0.06,40.28,0.38,0.00,59.28, 5,1.54,2.44,4207.43,1.26,31.55,0.00,0.02,0.00,0.58,0.00,1.05,4.41,0.94,4.94,0.81,0.6410,3.3618,0.06,40.28,0.38,0.00,59.28, 5,1.47,2.52,4207.43,1.17,29.14,0.00,0.02,0.00,0.67,0.00,0.97,4.06,0.62,3.15,0.80,0.3992,2.0171,0.06,30.60,4.07,0.00,65.28,12,1.56,2.31,4207.43,1.35,33.74,0.00,0.02,0.00,0.65,0.00,1.03,4.31,0.19,1.16,0.83,0.1179,0.7257,0.06,30.58,4.07,0.00,65.30,12,1.61,2.45,4207.43,1.31,32.70,0.00,0.02,
WindowsPCM,2024-12-03T14:36:31.740Z,0.00,0.63,0.00,1.04,4.35,2.97,14.93,0.79,0.2364,1.1874,1.76,0.38,12.57,19.86,4236.82,1.27,31.65,0.00,0.02,0.06,33.22,8.52,0.00,58.20,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.36,0.00,0.00,0.00,0.63,0.00,1.04,4.35,2.97,14.93,0.79,0.2364,1.1874,1.76,0.38,0.00,2.24,0.00,10,12.57,19.86,4236.82,1.27,31.65,0.00,0.02,0.06,33.22,8.52,0.00,58.20,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.36,20.04,0.00,0.00,0.66,0.00,1.06,4.46,0.22,1.27,0.81,0.1304,0.7647,0.06,26.73,21.41,0.00,51.80,10,1.67,2.53,4236.82,1.31,32.87,0.00,0.02,0.00,0.66,0.00,1.05,4.41,0.05,0.37,0.85,0.0304,0.2242,0.06,26.39,21.51,0.00,52.04,10,1.66,2.51,4236.82,1.32,33.02,0.00,0.02,0.00,0.67,0.00,1.03,4.31,0.20,0.97,0.77,0.1220,0.5849,0.06,23.27,6.63,0.00,70.05,12,1.65,2.46,4236.82,1.34,33.61,0.00,0.02,0.00,0.62,0.00,1.05,4.41,0.12,0.90,0.86,0.0794,0.5788,0.06,23.27,6.63,0.00,70.05,12,1.55,2.51,4236.82,1.24,30.89,0.00,0.02,0.00,0.55,0.00,1.05,4.41,0.09,0.72,0.87,0.0627,0.5140,0.06,49.37,2.10,0.00,48.48,11,1.40,2.52,4236.82,1.11,27.69,0.00,0.02,0.00,0.62,0.00,1.05,4.41,1.29,5.96,0.78,0.8237,3.8222,0.06,49.36,2.10,0.00,48.49,11,1.56,2.52,4236.82,1.24,30.99,0.00,0.02,0.00,0.61,0.00,0.95,4.01,0.78,3.72,0.79,0.5579,2.6683,0.06,33.67,3.92,0.00,62.36,12,1.39,2.30,4236.82,1.21,30.35,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.23,1.02,0.76,0.1357,0.6011,0.06,33.69,3.92,0.00,62.34,12,1.69,2.51,4236.82,1.35,33.72,0.00,0.02,
WindowsPCM,2024-12-03T14:36:32.751Z,0.00,0.65,0.00,1.05,4.40,2.13,10.62,0.79,0.1641,0.8190,1.29,0.34,12.96,19.99,4248.20,1.30,32.42,0.00,0.02,0.06,27.54,4.33,0.00,68.07,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.93,0.00,0.00,0.00,0.65,0.00,1.05,4.40,2.13,10.62,0.79,0.1641,0.8190,1.29,0.34,0.00,1.70,0.00,14,12.96,19.99,4248.20,1.30,32.42,0.00,0.02,0.06,27.54,4.33,0.00,68.07,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.93,17.62,0.00,0.00,0.67,0.00,1.04,4.36,0.16,1.18,0.85,0.0974,0.7037,0.06,22.83,5.99,0.00,71.13,15,1.67,2.48,4248.20,1.35,33.69,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.15,0.47,0.65,0.0912,0.2802,0.06,22.82,5.99,0.00,71.13,15,1.69,2.50,4248.20,1.35,33.74,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.23,1.21,0.80,0.1363,0.7151,0.06,20.71,6.34,0.00,72.90,14,1.69,2.50,4248.20,1.35,33.82,0.00,0.02,0.00,0.67,0.00,1.05,4.43,0.04,0.25,0.80,0.0270,0.1486,0.06,20.71,6.34,0.00,72.90,14,1.66,2.47,4248.20,1.35,33.68,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.23,1.29,0.81,0.1369,0.7659,0.06,37.16,2.43,0.00,60.36,17,1.69,2.51,4248.20,1.35,33.65,0.00,0.02,0.00,0.62,0.00,1.04,4.36,0.69,3.59,0.81,0.4440,2.3081,0.06,37.17,2.43,0.00,60.34,17,1.56,2.49,4248.20,1.25,31.25,0.00,0.02,0.00,0.52,0.00,1.05,4.41,0.41,1.53,0.72,0.3132,1.1551,0.06,29.45,2.58,0.00,67.91,15,1.32,2.53,4248.20,1.05,26.16,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.20,1.10,0.81,0.1186,0.6555,0.06,29.45,2.58,0.00,67.91,15,1.68,2.51,4248.20,1.34,33.44,0.00,0.02,
WindowsPCM,2024-12-03T14:36:33.764Z,0.00,0.67,0.00,1.05,4.43,2.00,10.79,0.81,0.1489,0.8052,1.22,0.32,13.40,19.96,4256.77,1.34,33.58,0.00,0.02,0.06,25.25,4.82,0.00,69.87,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.92,0.00,0.00,0.00,0.67,0.00,1.05,4.43,2.00,10.79,0.81,0.1489,0.8052,1.22,0.32,0.00,1.61,0.00,14,13.40,19.96,4256.77,1.34,33.58,0.00,0.02,0.06,25.25,4.82,0.00,69.87,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.92,16.59,0.00,0.00,0.67,0.00,1.05,4.41,0.19,1.31,0.84,0.1142,0.7775,0.06,23.36,5.09,0.00,71.49,14,1.68,2.51,4256.77,1.34,33.41,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.06,0.26,0.72,0.0364,0.1510,0.06,23.36,5.09,0.00,71.49,14,1.70,2.52,4256.77,1.35,33.72,0.00,0.02,0.00,0.68,0.00,1.06,4.44,0.11,0.66,0.81,0.0674,0.3952,0.05,13.29,9.68,0.00,76.97,14,1.67,2.47,4256.77,1.35,33.80,0.00,0.02,0.00,0.67,0.00,1.05,4.43,0.02,0.14,0.80,0.0137,0.0826,0.05,13.29,9.68,0.00,76.97,14,1.66,2.47,4256.77,1.34,33.61,0.00,0.02,0.00,0.67,0.00,1.06,4.44,0.05,0.41,0.87,0.0294,0.2446,0.06,45.25,0.63,0.00,54.06,15,1.67,2.48,4256.77,1.35,33.70,0.00,0.02,0.00,0.66,0.00,1.05,4.41,1.00,5.32,0.81,0.6008,3.1967,0.06,45.25,0.63,0.00,54.06,15,1.66,2.52,4256.77,1.32,32.99,0.00,0.02,0.00,0.67,0.00,1.06,4.46,0.38,1.75,0.77,0.2260,1.0445,0.05,19.09,3.89,0.00,76.96,16,1.67,2.48,4256.77,1.35,33.70,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.18,0.96,0.80,0.1068,0.5667,0.06,19.09,3.89,0.00,76.96,16,1.69,2.51,4256.77,1.35,33.67,0.00,0.02,
