#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,
WindowsPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,
WindowsPCM,2024-12-03T14:31:52.681Z,0.00,0.54,0.00,1.05,4.39,2.12,11.12,0.80,0.0292,0.1529,1.29,0.34,72.71,134.89,4254.04,1.08,26.95,0.00,0.11,0.38,27.61,5.01,0.00,66.99,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.35,0.00,0.00,0.00,0.54,0.00,1.05,4.39,2.12,11.12,0.80,0.0292,0.1529,1.29,0.34,0.00,1.69,0.00,10,72.71,134.89,4254.04,1.08,26.95,0.00,0.11,0.38,27.61,5.01,0.00,66.99,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.35,17.00,0.00,0.00,0.44,0.01,1.04,4.35,0.36,2.02,0.81,0.0256,0.1421,0.73,26.43,8.75,0.00,64.10,13,14.25,32.03,4254.04,0.89,22.25,0.01,0.17,0.00,0.53,0.00,1.05,4.40,0.07,0.58,0.87,0.0169,0.1373,0.18,26.98,8.75,0.00,64.10,13,4.20,7.85,4254.04,1.07,26.71,0.00,0.05,0.00,0.35,0.00,1.05,4.41,0.17,1.07,0.83,0.0335,0.2062,0.33,22.69,6.03,0.00,70.94,10,5.18,14.66,4254.04,0.71,17.68,0.00,0.06,0.00,0.57,0.00,1.05,4.41,0.08,0.44,0.80,0.0217,0.1147,0.15,22.87,6.03,0.00,70.94,10,3.85,6.72,4254.04,1.15,28.67,0.00,0.05,0.00,0.53,0.00,1.05,4.41,0.07,0.51,0.84,0.0095,0.0643,0.33,36.89,1.52,0.00,61.25,14,7.88,14.82,4254.04,1.06,26.59,0.00,0.09,0.00,0.48,0.00,1.05,4.41,0.92,4.04,0.77,0.2099,0.9232,0.20,37.03,1.52,0.00,61.24,14,4.38,9.10,4254.04,0.96,24.06,0.00,0.05,0.01,0.85,0.01,1.05,4.41,0.25,1.44,0.82,0.0110,0.0634,0.60,23.96,3.75,0.00,71.69,14,22.78,26.79,4254.04,1.70,42.51,0.01,0.27,0.00,0.44,0.01,1.05,4.41,0.19,1.01,0.81,0.0182,0.0994,0.51,24.05,3.75,0.00,71.69,14,10.19,22.92,4254.04,0.89,22.23,0.00,0.12,
WindowsPCM,2024-12-03T14:31:53.682Z,0.00,0.67,0.00,1.05,4.41,2.06,10.40,0.79,0.1765,0.8891,1.23,0.26,11.70,17.56,4202.28,1.33,33.30,0.00,0.02,0.05,24.73,4.04,0.00,71.18,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.99,0.00,0.00,0.00,0.67,0.00,1.05,4.41,2.06,10.40,0.79,0.1765,0.8891,1.23,0.26,0.00,1.56,0.00, 9,11.70,17.56,4202.28,1.33,33.30,0.00,0.02,0.05,24.73,4.04,0.00,71.18,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.99,15.79,0.00,0.00,0.63,0.00,1.05,4.41,0.23,1.19,0.80,0.1444,0.7574,0.06,22.44,6.30,0.00,71.20, 9,1.57,2.51,4202.28,1.25,31.27,0.00,0.02,0.00,0.66,0.00,1.05,4.41,0.04,0.22,0.77,0.0259,0.1308,0.06,22.47,6.30,0.00,71.17,10,1.67,2.51,4202.28,1.33,33.18,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.36,1.40,0.73,0.2138,0.8229,0.06,17.05,3.98,0.00,78.91,13,1.70,2.51,4202.28,1.35,33.87,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.03,0.35,0.91,0.0180,0.2087,0.06,17.05,3.98,0.00,78.91,13,1.69,2.51,4202.28,1.34,33.58,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.10,0.73,0.85,0.0607,0.4312,0.06,41.25,0.90,0.00,57.79,14,1.70,2.51,4202.28,1.36,33.90,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.82,4.30,0.81,0.9736,5.1304,0.03,41.26,0.90,0.00,57.80,14,0.84,1.26,4202.28,1.34,33.40,0.00,0.01,0.00,0.68,0.00,1.05,4.41,0.23,1.05,0.77,0.1333,0.6199,0.06,18.12,4.98,0.00,76.84,13,1.69,2.50,4202.28,1.35,33.78,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.26,1.16,0.77,0.3037,1.3732,0.03,18.15,4.98,0.00,76.84,13,0.84,1.25,4202.28,1.35,33.68,0.00,0.01,
WindowsPCM,2024-12-03T14:31:54.704Z,0.00,0.68,0.00,1.05,4.41,2.23,11.56,0.80,2.6256,13.6113,1.34,0.39,0.85,1.25,4234.15,1.35,33.86,0.00,0.00,0.00,25.41,3.46,0.00,71.13,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.64,0.00,0.00,0.00,0.68,0.00,1.05,4.41,2.23,11.56,0.80,2.6256,13.6113,1.34,0.39,0.00,1.82,0.00, 1,0.85,1.25,4234.15,1.35,33.86,0.00,0.00,0.00,25.41,3.46,0.00,71.13,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.64,16.35,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.32,1.40,0.76,inf,inf,0.00,23.31,6.43,0.00,70.26,11,0.00,0.00,4234.15,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.05,0.25,0.79,inf,inf,0.00,23.28,6.43,0.00,70.29,11,0.00,0.00,4234.15,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.31,1.70,0.81,inf,inf,0.00,19.63,5.41,0.00,74.96,13,0.00,0.00,4234.15,-1.00,-25.00,0.00,0.00,0.00,0.68,0.00,1.05,4.41,0.04,0.19,0.78,0.0451,0.2218,0.03,19.59,5.42,0.00,74.96,13,0.85,1.25,4234.15,1.35,33.86,0.00,0.01,0.00,-1.00,0.00,-1.00,-0.00,0.06,0.38,0.81,inf,inf,0.00,25.84,0.14,0.00,74.01, 1,0.00,0.00,4234.15,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.70,3.73,0.81,inf,inf,0.00,26.85,0.14,0.00,73.01, 0,0.00,0.00,4234.15,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.51,2.68,0.81,inf,inf,0.00,32.39,1.86,0.00,65.75,13,0.00,0.00,4234.15,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.25,1.23,0.80,inf,inf,0.00,32.39,1.86,0.00,65.75,13,0.00,0.00,4234.15,-1.00,-25.00,0.00,0.00,
WindowsPCM,2024-12-03T14:31:55.697Z,0.00,0.66,0.00,1.02,4.30,2.95,14.87,0.79,0.2285,1.1524,1.75,0.46,12.91,19.54,4214.82,1.32,33.03,0.00,0.02,0.06,31.70,7.13,0.00,61.12,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.20,0.00,0.00,0.00,0.66,0.00,1.02,4.30,2.95,14.87,0.79,0.2285,1.1524,1.75,0.46,0.00,2.31,0.00, 0,12.91,19.54,4214.82,1.32,33.03,0.00,0.02,0.06,31.70,7.13,0.00,61.12,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.20,19.93,0.00,0.00,0.67,0.00,1.00,4.21,0.27,1.72,0.83,0.1697,1.0849,0.06,29.57,12.20,0.00,58.18,10,1.58,2.35,4214.82,1.35,33.73,0.00,0.02,0.00,0.67,0.00,1.01,4.26,0.04,0.27,0.81,0.0263,0.1652,0.06,29.57,12.20,0.00,58.17,10,1.64,2.42,4214.82,1.35,33.73,0.00,0.02,0.00,0.68,0.00,1.03,4.31,0.44,1.73,0.73,0.2671,1.0425,0.06,20.69,7.99,0.00,71.26,12,1.66,2.45,4214.82,1.35,33.84,0.00,0.02,0.00,0.67,0.00,0.99,4.16,0.06,0.26,0.73,0.0378,0.1625,0.06,20.70,7.99,0.00,71.26,12,1.59,2.37,4214.82,1.34,33.54,0.00,0.02,0.00,0.62,0.00,1.05,4.41,0.16,0.77,0.77,0.1043,0.4895,0.06,53.92,1.51,0.00,44.51, 1,1.57,2.52,4214.82,1.25,31.24,0.00,0.02,0.00,0.61,0.00,1.03,4.31,1.12,6.35,0.82,0.7427,4.1923,0.06,53.11,1.54,0.00,45.30, 0,1.51,2.46,4214.82,1.23,30.71,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.61,2.84,0.78,0.3581,1.6743,0.06,23.13,6.77,0.00,70.05,11,1.70,2.51,4214.82,1.35,33.81,0.00,0.02,0.00,0.67,0.00,1.03,4.31,0.24,0.94,0.73,0.1444,0.5684,0.06,23.13,6.77,0.00,70.05,11,1.65,2.45,4214.82,1.35,33.73,0.00,0.02,
WindowsPCM,2024-12-03T14:31:56.706Z,0.00,0.67,0.00,1.05,4.41,2.71,13.62,0.79,0.2004,1.0089,1.56,0.29,13.50,20.09,4251.34,1.34,33.61,0.00,0.02,0.06,28.14,5.64,0.00,66.16,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.80,0.00,0.00,0.00,0.67,0.00,1.05,4.41,2.71,13.62,0.79,0.2004,1.0089,1.56,0.29,0.00,1.92,0.00,10,13.50,20.09,4251.34,1.34,33.61,0.00,0.02,0.06,28.14,5.64,0.00,66.16,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.80,18.46,0.00,0.00,0.67,0.00,1.05,4.41,0.41,1.92,0.78,0.2420,1.1495,0.06,27.08,7.97,0.00,64.89,10,1.67,2.51,4251.34,1.33,33.36,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.12,0.52,0.76,0.0693,0.3087,0.06,27.08,7.97,0.00,64.89,10,1.67,2.51,4251.34,1.33,33.29,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.22,1.49,0.84,0.1305,0.8787,0.06,19.18,9.87,0.00,70.90,11,1.69,2.51,4251.34,1.35,33.79,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.04,0.21,0.78,0.0227,0.1230,0.06,19.21,9.86,0.00,70.87,11,1.69,2.51,4251.34,1.35,33.72,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.20,0.73,0.70,0.1212,0.4348,0.06,43.13,2.37,0.00,54.44,11,1.69,2.50,4251.34,1.35,33.66,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.95,5.06,0.81,0.5636,3.0025,0.06,43.33,2.36,0.00,54.25,11,1.69,2.51,4251.34,1.34,33.56,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.56,2.70,0.79,0.3299,1.5816,0.06,23.07,2.36,0.00,74.51,10,1.70,2.51,4251.34,1.36,33.93,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.21,0.99,0.78,0.1234,0.5865,0.06,23.07,2.36,0.00,74.51,10,1.69,2.52,4251.34,1.34,33.55,0.00,0.02,
WindowsPCM,2024-12-03T14:31:57.715Z,0.00,0.67,0.00,1.05,4.41,2.05,10.27,0.79,0.1529,0.7646,1.22,0.33,13.43,20.05,4240.66,1.34,33.50,0.00,0.02,0.06,23.03,3.02,0.00,73.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.98,0.00,0.00,0.00,0.67,0.00,1.05,4.41,2.05,10.27,0.79,0.1529,0.7646,1.22,0.33,0.00,1.62,0.00,13,13.43,20.05,4240.66,1.34,33.50,0.00,0.02,0.06,23.03,3.02,0.00,73.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.98,15.67,0.00,0.00,0.67,0.00,1.05,4.41,0.31,1.64,0.80,0.1843,0.9725,0.06,22.70,1.82,0.00,75.42,13,1.69,2.51,4240.66,1.35,33.65,0.00,0.02,0.00,0.66,0.00,1.05,4.41,0.03,0.18,0.82,0.0161,0.1089,0.06,22.70,1.82,0.00,75.42,13,1.66,2.51,4240.66,1.32,33.10,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.11,0.56,0.78,0.0643,0.3338,0.06,13.35,7.23,0.00,79.36,14,1.68,2.51,4240.66,1.33,33.35,0.00,0.02,0.00,0.66,0.00,1.06,4.44,0.11,0.41,0.71,0.0685,0.2468,0.06,13.32,7.23,0.00,79.40,14,1.64,2.48,4240.66,1.33,33.15,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.06,0.38,0.82,0.0356,0.2267,0.06,29.97,0.88,0.00,69.09,15,1.69,2.51,4240.66,1.35,33.69,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.81,3.80,0.78,0.4798,2.2521,0.06,29.97,0.88,0.00,69.09,15,1.69,2.52,4240.66,1.34,33.49,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.46,2.47,0.81,0.2732,1.4514,0.06,26.12,2.15,0.00,71.67,15,1.70,2.51,4240.66,1.35,33.85,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.16,0.83,0.80,0.0959,0.4932,0.06,26.12,2.15,0.00,71.67,15,1.69,2.51,4240.66,1.35,33.68,0.00,0.02,
WindowsPCM,2024-12-03T14:31:58.724Z,0.00,0.66,0.00,1.06,4.47,1.99,10.64,0.81,0.1526,0.8175,1.19,0.25,13.01,19.64,4234.75,1.33,33.13,0.00,0.02,0.05,24.07,4.98,0.00,70.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.14,0.00,0.00,0.00,0.66,0.00,1.06,4.47,1.99,10.64,0.81,0.1526,0.8175,1.19,0.25,0.00,1.51,0.00,13,13.01,19.64,4234.75,1.33,33.13,0.00,0.02,0.05,24.07,4.98,0.00,70.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.14,15.85,0.00,0.00,0.59,0.00,1.06,4.47,0.20,1.30,0.84,0.1568,1.0038,0.05,26.10,4.73,0.00,69.13,14,1.30,2.21,4234.75,1.17,29.28,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.15,0.64,0.75,0.0902,0.3805,0.06,26.09,4.73,0.00,69.13,14,1.68,2.51,4234.75,1.33,33.36,0.00,0.02,0.00,0.67,0.00,1.07,4.51,0.08,0.55,0.82,0.0508,0.3312,0.05,11.75,10.81,0.00,77.39,14,1.66,2.46,4234.75,1.35,33.69,0.00,0.02,0.00,0.67,0.00,1.06,4.46,0.04,0.22,0.78,0.0248,0.1292,0.06,11.74,10.81,0.00,77.39,14,1.71,2.54,4234.75,1.35,33.66,0.00,0.02,0.00,0.68,0.00,1.07,4.51,0.05,0.28,0.79,0.0292,0.1610,0.06,38.37,0.07,0.00,61.51,16,1.73,2.56,4234.75,1.35,33.77,0.00,0.02,0.00,0.67,0.00,1.06,4.47,0.89,4.68,0.81,0.5562,2.9249,0.05,38.35,0.07,0.00,61.53,16,1.60,2.38,4234.75,1.35,33.65,0.00,0.02,0.00,0.67,0.00,1.06,4.47,0.46,2.40,0.80,0.2795,1.4558,0.05,20.07,4.33,0.00,75.54,15,1.65,2.44,4234.75,1.35,33.73,0.00,0.02,0.00,0.67,0.00,1.06,4.46,0.10,0.58,0.81,0.0612,0.3394,0.06,20.07,4.33,0.00,75.54,15,1.70,2.54,4234.75,1.34,33.51,0.00,0.02,
WindowsPCM,2024-12-03T14:31:59.727Z,0.00,0.65,0.00,1.00,4.18,2.42,12.38,0.80,0.1974,1.0078,1.45,0.41,12.28,18.97,4216.54,1.29,32.36,0.00,0.02,0.06,27.80,5.21,0.00,66.93,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.65,0.00,1.00,4.18,2.42,12.38,0.80,0.1974,1.0078,1.45,0.41,0.00,1.97,0.00, 0,12.28,18.97,4216.54,1.29,32.36,0.00,0.02,0.06,27.80,5.21,0.00,66.93,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,17.75,0.00,0.00,0.67,0.00,0.99,4.15,0.43,2.38,0.81,0.2746,1.5254,0.06,27.93,8.86,0.00,63.15,10,1.56,2.32,4216.54,1.35,33.67,0.00,0.02,0.00,0.66,0.00,0.99,4.16,0.06,0.30,0.76,0.0405,0.1880,0.06,27.93,8.86,0.00,63.15,10,1.57,2.37,4216.54,1.33,33.16,0.00,0.02,0.00,0.65,0.00,0.98,4.13,0.29,1.13,0.72,0.1952,0.7463,0.06,17.21,7.33,0.00,75.41, 0,1.51,2.31,4216.54,1.31,32.64,0.00,0.02,0.00,0.65,0.00,1.01,4.26,0.04,0.21,0.76,0.0285,0.1351,0.06,17.21,7.33,0.00,75.41, 0,1.57,2.43,4216.54,1.29,32.29,0.00,0.02,0.00,0.57,0.00,0.99,4.16,0.13,0.90,0.85,0.0955,0.6673,0.06,45.10,0.61,0.00,54.24,11,1.35,2.38,4216.54,1.14,28.48,0.00,0.02,0.00,0.63,0.00,0.99,4.16,0.99,4.88,0.80,0.6641,3.2843,0.06,45.12,0.61,0.00,54.22,11,1.48,2.37,4216.54,1.25,31.28,0.00,0.02,0.00,0.68,0.00,1.00,4.21,0.36,1.90,0.80,0.2218,1.1713,0.06,20.97,4.05,0.00,74.93,11,1.63,2.40,4216.54,1.35,33.86,0.00,0.02,0.00,0.67,0.00,1.00,4.21,0.12,0.68,0.82,0.0732,0.4240,0.06,20.97,4.05,0.00,74.93,11,1.61,2.40,4216.54,1.34,33.52,0.00,0.02,
WindowsPCM,2024-12-03T14:32:00.740Z,0.00,0.65,0.00,0.96,4.04,3.06,14.39,0.78,0.2579,1.2123,1.73,0.44,11.87,18.35,4248.07,1.29,32.34,0.00,0.02,0.06,28.51,4.71,0.00,66.73,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.06,0.00,0.00,0.00,0.65,0.00,0.96,4.04,3.06,14.39,0.78,0.2579,1.2123,1.73,0.44,0.00,2.27,0.00, 0,11.87,18.35,4248.07,1.29,32.34,0.00,0.02,0.06,28.51,4.71,0.00,66.73,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.06,18.73,0.00,0.00,0.68,0.00,0.95,4.01,0.32,1.37,0.75,0.2100,0.8884,0.06,23.97,8.06,0.00,67.92, 9,1.54,2.28,4248.07,1.35,33.80,0.00,0.02,0.00,0.66,0.00,0.95,4.00,0.06,0.28,0.76,0.0394,0.1930,0.06,23.97,8.06,0.00,67.92, 9,1.47,2.23,4248.07,1.32,32.98,0.00,0.02,0.00,0.68,0.00,0.95,4.01,0.16,0.96,0.82,0.1037,0.6177,0.06,16.77,6.43,0.00,76.74,11,1.55,2.28,4248.07,1.36,33.88,0.00,0.02,0.00,0.64,0.00,0.95,4.01,0.12,0.39,0.67,0.0815,0.2651,0.06,16.77,6.43,0.00,76.75,11,1.47,2.29,4248.07,1.28,32.09,0.00,0.02,0.00,0.67,0.00,1.03,4.31,0.07,0.36,0.78,0.0427,0.2184,0.06,39.84,2.02,0.00,58.08,10,1.65,2.45,4248.07,1.35,33.72,0.00,0.02,0.00,0.60,0.00,0.97,4.06,1.19,6.17,0.81,0.8538,4.4426,0.06,39.84,2.02,0.00,58.08,10,1.39,2.32,4248.07,1.20,29.89,0.00,0.02,0.00,0.68,0.00,0.93,3.91,0.99,4.07,0.75,0.6539,2.6876,0.06,33.47,2.34,0.00,64.14, 0,1.52,2.23,4248.07,1.36,33.94,0.00,0.02,0.00,0.57,0.00,0.96,4.02,0.15,0.78,0.80,0.1183,0.6147,0.06,33.42,2.34,0.00,64.18, 0,1.28,2.25,4248.07,1.13,28.36,0.00,0.02,
WindowsPCM,2024-12-03T14:32:01.750Z,0.00,0.67,0.00,1.05,4.41,2.51,12.96,0.80,0.1865,0.9635,1.48,0.28,13.45,20.09,4248.15,1.34,33.49,0.00,0.02,0.06,29.90,5.54,0.00,64.50,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.48,0.00,0.00,0.00,0.67,0.00,1.05,4.41,2.51,12.96,0.80,0.1865,0.9635,1.48,0.28,0.00,1.83,0.00,12,13.45,20.09,4248.15,1.34,33.49,0.00,0.02,0.06,29.90,5.54,0.00,64.50,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.48,18.13,0.00,0.00,0.68,0.00,1.05,4.41,0.43,2.25,0.80,0.2509,1.3266,0.06,33.72,7.32,0.00,58.90,12,1.70,2.51,4248.15,1.35,33.86,0.00,0.02,0.00,0.64,0.00,1.05,4.41,0.03,0.22,0.84,0.0175,0.1362,0.06,33.72,7.32,0.00,58.90,12,1.63,2.52,4248.15,1.29,32.24,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.20,0.90,0.76,0.1171,0.5308,0.06,15.91,8.81,0.00,75.22,12,1.70,2.51,4248.15,1.36,33.89,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.04,0.21,0.77,0.0248,0.1255,0.06,15.91,8.81,0.00,75.22,12,1.68,2.51,4248.15,1.34,33.56,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.06,0.39,0.82,0.0361,0.2299,0.06,49.14,0.82,0.00,49.99,13,1.70,2.51,4248.15,1.36,33.88,0.00,0.02,0.00,0.67,0.00,1.05,4.41,1.16,6.17,0.81,0.6885,3.6716,0.06,49.14,0.82,0.00,49.98,13,1.68,2.51,4248.15,1.34,33.48,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.39,1.93,0.79,0.2318,1.1410,0.06,20.80,5.21,0.00,73.94,13,1.69,2.51,4248.15,1.35,33.80,0.00,0.02,0.00,0.66,0.00,1.05,4.41,0.20,0.88,0.76,0.1207,0.5257,0.06,20.86,5.20,0.00,73.88,13,1.67,2.51,4248.15,1.33,33.24,0.00,0.02,
