#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,
WindowsPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,
WindowsPCM,2024-12-03T14:32:02.757Z,0.00,0.67,0.00,1.06,4.46,2.04,10.43,0.80,0.1527,0.7791,1.22,0.32,13.39,20.03,4228.74,1.34,33.41,0.00,0.02,0.06,24.65,4.07,0.00,71.23,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.28,0.00,0.00,0.00,0.67,0.00,1.06,4.46,2.04,10.43,0.80,0.1527,0.7791,1.22,0.32,0.00,1.61,0.00,12,13.39,20.03,4228.74,1.34,33.41,0.00,0.02,0.06,24.65,4.07,0.00,71.23,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.28,16.01,0.00,0.00,0.67,0.00,1.05,4.41,0.28,1.51,0.81,0.1660,0.8941,0.06,23.60,4.95,0.00,71.39,13,1.68,2.50,4228.74,1.35,33.63,0.00,0.02,0.00,0.62,0.00,1.05,4.42,0.06,0.28,0.77,0.0373,0.1846,0.06,23.58,4.95,0.00,71.42,12,1.54,2.47,4228.74,1.25,31.15,0.00,0.02,0.00,0.68,0.00,1.06,4.46,0.12,0.65,0.80,0.0673,0.3808,0.06,13.26,6.84,0.00,79.84,12,1.72,2.54,4228.74,1.35,33.81,0.00,0.02,0.00,0.67,0.00,1.06,4.46,0.04,0.26,0.83,0.0242,0.1535,0.06,13.26,6.84,0.00,79.84,12,1.67,2.49,4228.74,1.34,33.58,0.00,0.02,0.00,0.68,0.00,1.07,4.51,0.07,0.43,0.82,0.0408,0.2486,0.06,43.01,1.15,0.00,55.79,14,1.74,2.57,4228.74,1.36,33.97,0.00,0.02,0.00,0.68,0.00,1.07,4.50,0.92,4.66,0.80,0.5420,2.7525,0.06,43.00,1.15,0.00,55.79,14,1.69,2.50,4228.74,1.35,33.78,0.00,0.02,0.00,0.68,0.00,1.07,4.51,0.43,1.97,0.77,0.2473,1.1354,0.06,18.74,3.34,0.00,77.86,14,1.73,2.56,4228.74,1.35,33.80,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.13,0.67,0.79,0.0832,0.4172,0.05,18.74,3.34,0.00,77.86,14,1.61,2.40,4228.74,1.34,33.53,0.00,0.02,
WindowsPCM,2024-12-03T14:32:03.759Z,0.00,0.67,0.00,1.05,4.41,2.06,10.84,0.80,2.4355,12.7925,1.24,0.32,0.85,1.26,4208.34,1.35,33.71,0.00,0.00,0.00,25.04,5.45,0.00,69.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.17,0.00,0.00,0.00,0.67,0.00,1.05,4.41,2.06,10.84,0.80,2.4355,12.7925,1.24,0.32,0.00,1.63,0.00,13,0.85,1.26,4208.34,1.35,33.71,0.00,0.00,0.00,25.04,5.45,0.00,69.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.17,15.93,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.43,2.64,0.83,inf,inf,0.00,33.60,6.04,0.00,60.36,14,0.00,0.00,4208.34,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.08,0.57,0.85,inf,inf,0.00,33.62,6.04,0.00,60.34,14,0.00,0.00,4208.34,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.10,0.61,0.81,inf,inf,0.00,14.25,10.77,0.00,74.98,14,0.00,0.00,4208.34,-1.00,-25.00,0.00,0.00,0.00,0.67,0.00,1.05,4.41,0.04,0.18,0.73,0.0496,0.2100,0.03,14.22,10.77,0.00,74.98,14,0.85,1.26,4208.34,1.35,33.71,0.00,0.01,0.00,-1.00,0.00,-1.00,-0.00,0.13,0.63,0.77,inf,inf,0.00,34.14,2.37,0.00,63.49,16,0.00,0.00,4208.34,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.90,4.31,0.79,inf,inf,0.00,34.14,2.37,0.00,63.49,16,0.00,0.00,4208.34,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.23,1.19,0.80,inf,inf,0.00,18.18,2.61,0.00,79.20,14,0.00,0.00,4208.34,-1.00,-25.00,0.00,0.00,0.00,-1.00,0.00,-1.00,-0.00,0.16,0.70,0.76,inf,inf,0.00,18.18,2.61,0.00,79.20,14,0.00,0.00,4208.34,-1.00,-25.00,0.00,0.00,
WindowsPCM,2024-12-03T14:32:04.770Z,0.00,0.65,0.00,1.01,4.26,2.88,14.12,0.79,0.2301,1.1260,1.71,0.37,12.54,19.35,4228.19,1.30,32.39,0.00,0.02,0.06,30.08,5.57,0.00,64.30,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.59,0.00,0.00,0.00,0.65,0.00,1.01,4.26,2.88,14.12,0.79,0.2301,1.1260,1.71,0.37,0.00,2.17,0.00, 0,12.54,19.35,4228.19,1.30,32.39,0.00,0.02,0.06,30.08,5.57,0.00,64.30,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.59,19.33,0.00,0.00,0.62,0.00,0.95,3.97,0.40,2.24,0.81,0.2916,1.6265,0.06,26.93,8.54,0.00,64.47, 9,1.38,2.22,4228.19,1.24,31.07,0.00,0.02,0.00,0.67,0.00,0.99,4.16,0.05,0.32,0.84,0.0297,0.2043,0.06,26.93,8.54,0.00,64.47, 9,1.58,2.37,4228.19,1.33,33.36,0.00,0.02,0.00,0.68,0.00,0.99,4.16,0.18,0.91,0.77,0.1155,0.5675,0.06,17.74,8.71,0.00,73.49,11,1.60,2.37,4228.19,1.35,33.76,0.00,0.02,0.00,0.62,0.00,0.98,4.11,0.06,0.28,0.76,0.0405,0.1914,0.06,17.74,8.71,0.00,73.49,11,1.46,2.35,4228.19,1.24,31.01,0.00,0.02,0.00,0.58,0.00,1.05,4.41,0.18,0.78,0.76,0.1208,0.5327,0.06,51.90,0.19,0.00,47.85, 0,1.47,2.51,4228.19,1.17,29.20,0.00,0.02,0.00,0.68,0.00,1.05,4.41,1.35,6.55,0.79,0.7977,3.8692,0.06,52.12,0.19,0.00,47.63, 0,1.69,2.50,4228.19,1.35,33.80,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.40,1.91,0.78,0.2388,1.1373,0.06,23.60,4.83,0.00,71.51, 6,1.68,2.51,4228.19,1.33,33.37,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.26,1.12,0.75,0.1574,0.6696,0.06,23.56,4.84,0.00,71.54, 6,1.68,2.51,4228.19,1.34,33.43,0.00,0.02,
WindowsPCM,2024-12-03T14:32:05.778Z,0.00,0.67,0.00,1.05,4.40,2.85,14.47,0.80,0.2136,1.0847,1.67,0.42,13.34,20.02,4251.80,1.33,33.30,0.00,0.02,0.06,30.40,4.94,0.00,64.61,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.15,0.00,0.00,0.00,0.67,0.00,1.05,4.40,2.85,14.47,0.80,0.2136,1.0847,1.67,0.42,0.00,2.18,0.00, 0,13.34,20.02,4251.80,1.33,33.30,0.00,0.02,0.06,30.40,4.94,0.00,64.61,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.15,18.79,0.00,0.00,0.67,0.00,1.05,4.41,0.24,1.16,0.77,0.1426,0.6864,0.06,23.49,7.93,0.00,68.52, 9,1.69,2.51,4251.80,1.35,33.64,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.07,0.30,0.73,0.0400,0.1749,0.06,23.47,7.93,0.00,68.54, 9,1.69,2.51,4251.80,1.35,33.78,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.18,0.77,0.74,0.1052,0.4512,0.06,17.94,5.56,0.00,76.44,12,1.70,2.51,4251.80,1.35,33.83,0.00,0.02,0.00,0.67,0.00,1.03,4.31,0.24,0.80,0.69,0.1436,0.4842,0.06,17.94,5.56,0.00,76.44,12,1.64,2.46,4251.80,1.34,33.46,0.00,0.02,0.00,0.60,0.00,1.05,4.41,0.06,0.43,0.85,0.0390,0.2840,0.06,56.97,0.89,0.00,42.08, 0,1.52,2.52,4251.80,1.20,30.10,0.00,0.02,0.00,0.68,0.00,1.05,4.41,1.54,8.19,0.81,0.9071,4.8323,0.06,56.75,0.90,0.00,42.29, 0,1.70,2.51,4251.80,1.35,33.80,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.36,1.95,0.80,0.2136,1.1453,0.06,23.34,5.37,0.00,71.24,10,1.71,2.51,4251.80,1.36,34.01,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.16,0.87,0.80,0.0965,0.5135,0.06,23.37,5.36,0.00,71.20,10,1.69,2.51,4251.80,1.35,33.80,0.00,0.02,
WindowsPCM,2024-12-03T14:32:06.790Z,0.00,0.65,0.00,1.05,4.41,2.22,11.06,0.79,0.1692,0.8450,1.30,0.36,13.09,20.13,4246.75,1.30,32.53,0.00,0.02,0.06,26.15,3.88,0.00,69.92,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.43,0.00,0.00,0.00,0.65,0.00,1.05,4.41,2.22,11.06,0.79,0.1692,0.8450,1.30,0.36,0.00,1.72,0.00,13,13.09,20.13,4246.75,1.30,32.53,0.00,0.02,0.06,26.15,3.88,0.00,69.92,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.43,17.08,0.00,0.00,0.68,0.00,1.05,4.41,0.34,1.73,0.80,0.1982,1.0195,0.06,24.12,4.25,0.00,71.57,13,1.70,2.51,4246.75,1.35,33.75,0.00,0.02,0.00,0.64,0.00,1.05,4.41,0.14,0.60,0.76,0.0848,0.3716,0.06,24.14,4.25,0.00,71.55,13,1.63,2.53,4246.75,1.28,32.09,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.11,0.70,0.82,0.0655,0.4138,0.06,14.18,7.24,0.00,78.53,13,1.69,2.51,4246.75,1.35,33.69,0.00,0.02,0.00,0.61,0.00,1.05,4.41,0.04,0.20,0.79,0.0238,0.1307,0.06,14.17,7.24,0.00,78.53,13,1.54,2.52,4246.75,1.22,30.56,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.05,0.28,0.78,0.0314,0.1637,0.06,48.70,1.03,0.00,50.21,15,1.68,2.51,4246.75,1.34,33.54,0.00,0.02,0.00,0.63,0.00,1.05,4.41,1.03,5.55,0.81,0.6496,3.4867,0.06,48.73,1.03,0.00,50.18,15,1.59,2.51,4246.75,1.27,31.67,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.32,1.34,0.75,0.1904,0.7885,0.06,17.58,2.98,0.00,79.38,14,1.70,2.51,4246.75,1.35,33.78,0.00,0.02,0.00,0.62,0.00,1.05,4.41,0.18,0.66,0.71,0.1172,0.4237,0.06,17.58,2.98,0.00,79.38,14,1.57,2.52,4246.75,1.25,31.13,0.00,0.02,
WindowsPCM,2024-12-03T14:32:07.804Z,0.00,0.66,0.00,1.06,4.45,2.06,10.95,0.80,0.1544,0.8226,1.25,0.26,13.31,20.16,4262.65,1.32,33.01,0.00,0.02,0.06,25.82,3.42,0.00,70.71,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.90,0.00,0.00,0.00,0.66,0.00,1.06,4.45,2.06,10.95,0.80,0.1544,0.8226,1.25,0.26,0.00,1.58,0.00,13,13.31,20.16,4262.65,1.32,33.01,0.00,0.02,0.06,25.82,3.42,0.00,70.71,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.90,16.52,0.00,0.00,0.59,0.00,1.05,4.41,0.28,1.69,0.82,0.1931,1.1493,0.06,28.42,4.84,0.00,66.69,13,1.47,2.50,4262.65,1.17,29.31,0.00,0.02,0.00,0.66,0.00,1.06,4.46,0.05,0.31,0.84,0.0277,0.1907,0.05,28.42,4.84,0.00,66.69,13,1.63,2.48,4262.65,1.31,32.81,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.11,0.72,0.83,0.0633,0.4227,0.06,13.86,5.35,0.00,80.73,13,1.69,2.52,4262.65,1.35,33.63,0.00,0.02,0.00,0.66,0.00,1.05,4.41,0.05,0.25,0.76,0.0309,0.1470,0.06,13.86,5.35,0.00,80.73,13,1.67,2.51,4262.65,1.33,33.17,0.00,0.02,0.00,0.68,0.00,1.06,4.46,0.27,1.10,0.74,0.1587,0.6426,0.06,41.41,1.01,0.00,57.53,15,1.71,2.53,4262.65,1.35,33.75,0.00,0.02,0.00,0.67,0.00,1.06,4.46,1.01,5.12,0.80,0.5881,2.9915,0.06,41.40,1.01,0.00,57.53,15,1.71,2.54,4262.65,1.35,33.72,0.00,0.02,0.00,0.68,0.00,1.07,4.51,0.11,0.65,0.81,0.0637,0.3776,0.06,19.58,2.47,0.00,77.89,14,1.73,2.56,4262.65,1.35,33.80,0.00,0.02,0.00,0.68,0.00,1.07,4.51,0.18,1.12,0.83,0.1063,0.6594,0.05,19.59,2.47,0.00,77.89,14,1.70,2.51,4262.65,1.35,33.85,0.00,0.02,
WindowsPCM,2024-12-03T14:32:08.838Z,0.00,0.66,0.00,1.01,4.26,2.17,11.29,0.80,0.1710,0.8892,1.26,0.33,12.69,19.27,4240.72,1.32,32.94,0.00,0.02,0.06,25.36,4.94,0.00,69.65,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.47,0.00,0.00,0.00,0.66,0.00,1.01,4.26,2.17,11.29,0.80,0.1710,0.8892,1.26,0.33,0.00,1.66,0.00, 0,12.69,19.27,4240.72,1.32,32.94,0.00,0.02,0.06,25.36,4.94,0.00,69.65,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.47,16.19,0.00,0.00,0.67,0.00,1.05,4.41,0.27,1.41,0.80,0.1584,0.8392,0.06,24.56,7.23,0.00,68.15,11,1.68,2.51,4240.72,1.34,33.50,0.00,0.02,0.00,0.59,0.00,1.00,4.21,0.09,0.32,0.69,0.0657,0.2286,0.06,24.56,7.23,0.00,68.15,11,1.41,2.40,4240.72,1.17,29.35,0.00,0.02,0.00,0.64,0.00,1.00,4.21,0.12,0.61,0.77,0.0799,0.3938,0.06,19.92,3.98,0.00,76.04,12,1.55,2.41,4240.72,1.29,32.20,0.00,0.02,0.00,0.67,0.00,1.01,4.25,0.15,1.01,0.85,0.0919,0.6311,0.06,19.92,3.98,0.00,76.04,12,1.59,2.38,4240.72,1.34,33.56,0.00,0.02,0.00,0.67,0.00,0.98,4.11,0.07,0.40,0.80,0.0446,0.2510,0.06,35.39,2.64,0.00,61.91, 0,1.58,2.35,4240.72,1.34,33.60,0.00,0.02,0.00,0.68,0.00,1.02,4.28,0.91,5.18,0.82,0.5670,3.2123,0.05,36.88,2.58,0.00,60.48, 0,1.61,2.39,4240.72,1.35,33.79,0.00,0.02,0.00,0.68,0.00,1.00,4.21,0.42,1.56,0.72,0.2557,0.9590,0.06,20.67,5.95,0.00,73.33,12,1.62,2.40,4240.72,1.36,33.88,0.00,0.02,0.00,0.67,0.00,1.05,4.39,0.14,0.81,0.81,0.0860,0.4903,0.06,20.66,5.95,0.00,73.33,12,1.65,2.45,4240.72,1.35,33.68,0.00,0.02,
WindowsPCM,2024-12-03T14:32:09.834Z,0.00,0.63,0.00,1.01,4.23,2.85,14.03,0.79,0.2320,1.1435,1.68,0.37,12.27,19.63,4234.78,1.25,31.26,0.00,0.02,0.06,29.13,4.63,0.00,66.18,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.07,0.00,0.00,0.00,0.63,0.00,1.01,4.23,2.85,14.03,0.79,0.2320,1.1435,1.68,0.37,0.00,2.16,0.00, 0,12.27,19.63,4234.78,1.25,31.26,0.00,0.02,0.06,29.13,4.63,0.00,66.18,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.07,18.73,0.00,0.00,0.52,0.00,1.05,4.41,0.21,1.07,0.79,0.1333,0.6957,0.07,22.10,5.79,0.00,72.04,10,1.54,2.98,4234.78,1.03,25.82,0.00,0.02,0.00,0.66,0.00,1.05,4.40,0.07,0.30,0.72,0.0439,0.1842,0.06,22.11,5.79,0.00,72.04,10,1.63,2.47,4234.78,1.32,32.91,0.00,0.02,0.00,0.64,0.00,1.01,4.26,0.21,0.82,0.72,0.1343,0.5303,0.06,13.84,9.72,0.00,76.38,12,1.54,2.42,4234.78,1.27,31.83,0.00,0.02,0.00,0.67,0.00,0.99,4.17,0.12,0.45,0.71,0.0791,0.2851,0.06,13.87,9.72,0.00,76.35,12,1.56,2.33,4234.78,1.34,33.52,0.00,0.02,0.00,0.59,0.00,0.95,4.01,0.21,0.87,0.75,0.1554,0.6394,0.06,56.12,0.57,0.00,43.26, 0,1.36,2.30,4234.78,1.19,29.65,0.00,0.02,0.00,0.63,0.00,1.00,4.21,1.31,7.08,0.81,0.8694,4.7013,0.06,55.59,0.58,0.00,43.77, 0,1.51,2.40,4234.78,1.25,31.31,0.00,0.02,0.00,0.68,0.00,1.00,4.21,0.54,2.55,0.78,0.3316,1.5697,0.06,24.85,2.43,0.00,72.66,11,1.62,2.40,4234.78,1.35,33.76,0.00,0.02,0.00,0.65,0.00,0.99,4.16,0.18,0.90,0.79,0.1200,0.5985,0.06,24.86,2.43,0.00,72.66,11,1.51,2.32,4234.78,1.30,32.54,0.00,0.02,
WindowsPCM,2024-12-03T14:32:10.835Z,0.00,0.66,0.00,1.05,4.41,2.81,14.09,0.79,0.2138,1.0742,1.63,0.41,13.12,19.86,4252.82,1.32,33.04,0.00,0.02,0.06,30.46,4.39,0.00,65.10,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.19,0.00,0.00,0.00,0.66,0.00,1.05,4.41,2.81,14.09,0.79,0.2138,1.0742,1.63,0.41,0.00,2.13,0.00, 9,13.12,19.86,4252.82,1.32,33.04,0.00,0.02,0.06,30.46,4.39,0.00,65.10,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.19,18.86,0.00,0.00,0.66,0.00,1.05,4.41,0.32,1.80,0.81,0.1972,1.0930,0.06,27.13,5.86,0.00,66.95,10,1.65,2.51,4252.82,1.31,32.83,0.00,0.02,0.00,0.64,0.00,1.05,4.41,0.05,0.34,0.82,0.0331,0.2108,0.06,27.13,5.86,0.00,66.95,10,1.61,2.51,4252.82,1.28,32.03,0.00,0.02,0.00,0.67,0.00,1.05,4.42,0.16,0.69,0.74,0.1025,0.4378,0.05,16.47,7.94,0.00,75.53,11,1.59,2.35,4252.82,1.35,33.73,0.00,0.02,0.00,0.64,0.00,1.04,4.36,0.05,0.30,0.82,0.0301,0.1865,0.06,16.43,7.95,0.00,75.56,11,1.59,2.48,4252.82,1.28,31.94,0.00,0.02,0.00,0.67,0.00,1.06,4.45,0.07,0.37,0.80,0.0398,0.2241,0.06,53.34,0.76,0.00,45.85,10,1.66,2.48,4252.82,1.34,33.51,0.00,0.02,0.00,0.67,0.00,1.05,4.41,1.41,6.89,0.79,0.8321,4.0723,0.06,52.78,0.76,0.00,46.39,11,1.69,2.51,4252.82,1.35,33.74,0.00,0.02,0.00,0.66,0.00,1.05,4.41,0.50,2.50,0.79,0.3030,1.5169,0.06,25.31,2.96,0.00,71.68,10,1.65,2.51,4252.82,1.31,32.82,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.24,1.20,0.79,0.1443,0.7119,0.06,25.31,2.96,0.00,71.68,10,1.69,2.51,4252.82,1.35,33.73,0.00,0.02,
WindowsPCM,2024-12-03T14:32:11.842Z,0.00,0.67,0.00,1.05,4.41,2.03,10.69,0.80,0.1519,0.8020,1.24,0.32,13.33,20.03,4228.13,1.33,33.29,0.00,0.02,0.06,27.43,5.73,0.00,66.79,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.21,0.00,0.00,0.00,0.67,0.00,1.05,4.41,2.03,10.69,0.80,0.1519,0.8020,1.24,0.32,0.00,1.63,0.00,12,13.33,20.03,4228.13,1.33,33.29,0.00,0.02,0.06,27.43,5.73,0.00,66.79,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.21,16.92,0.00,0.00,0.67,0.00,1.05,4.41,0.29,1.57,0.80,0.1748,0.9325,0.06,29.49,10.67,0.00,59.78,13,1.68,2.50,4228.13,1.35,33.63,0.00,0.02,0.00,0.64,0.00,1.05,4.41,0.17,0.68,0.74,0.1048,0.4192,0.06,29.48,10.67,0.00,59.79,13,1.62,2.51,4228.13,1.29,32.23,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.10,0.61,0.81,0.0594,0.3600,0.06,14.18,7.87,0.00,77.89,12,1.69,2.51,4228.13,1.35,33.69,0.00,0.02,0.00,0.65,0.00,1.05,4.41,0.05,0.21,0.73,0.0295,0.1262,0.06,14.18,7.87,0.00,77.89,12,1.62,2.51,4228.13,1.29,32.33,0.00,0.02,0.00,0.67,0.00,1.05,4.42,0.11,0.79,0.85,0.0687,0.4808,0.06,45.18,1.47,0.00,53.29,15,1.65,2.46,4228.13,1.34,33.43,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.81,4.53,0.82,0.4814,2.6854,0.06,45.18,1.47,0.00,53.29,15,1.69,2.51,4228.13,1.35,33.64,0.00,0.02,0.00,0.68,0.00,1.05,4.41,0.30,1.35,0.76,0.1776,0.7953,0.06,20.86,2.91,0.00,76.17,14,1.70,2.51,4228.13,1.35,33.80,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.19,0.96,0.79,0.1108,0.5695,0.06,20.86,2.91,0.00,76.18,14,1.68,2.51,4228.13,1.34,33.59,0.00,0.02,
WindowsPCM,2024-12-03T14:32:12.852Z,0.00,0.67,0.00,1.05,4.41,2.04,10.57,0.80,0.1519,0.7873,1.24,0.26,13.42,20.07,4245.52,1.34,33.43,0.00,0.02,0.06,25.83,4.65,0.00,69.46,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.85,0.00,0.00,0.00,0.67,0.00,1.05,4.41,2.04,10.57,0.80,0.1519,0.7873,1.24,0.26,0.00,1.56,0.00,13,13.42,20.07,4245.52,1.34,33.43,0.00,0.02,0.06,25.83,4.65,0.00,69.46,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.85,16.53,0.00,0.00,0.67,0.00,1.05,4.41,0.48,2.22,0.78,0.2822,1.3156,0.06,26.05,7.63,0.00,66.26,15,1.68,2.51,4245.52,1.34,33.62,0.00,0.02,0.00,0.65,0.00,1.05,4.41,0.15,0.61,0.74,0.0909,0.3707,0.06,26.06,7.63,0.00,66.25,15,1.64,2.51,4245.52,1.31,32.70,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.11,0.58,0.78,0.0652,0.3455,0.06,12.10,5.22,0.00,82.63,14,1.69,2.50,4245.52,1.35,33.74,0.00,0.02,0.00,0.66,0.00,1.05,4.41,0.03,0.19,0.79,0.0208,0.1123,0.06,12.10,5.22,0.00,82.63,14,1.66,2.51,4245.52,1.32,33.08,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.12,0.80,0.84,0.0700,0.4741,0.06,44.35,0.29,0.00,55.31,16,1.69,2.51,4245.52,1.35,33.70,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.77,4.28,0.82,0.4557,2.5358,0.06,44.35,0.29,0.00,55.31,16,1.69,2.51,4245.52,1.35,33.66,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.21,0.97,0.77,0.1268,0.5783,0.06,20.84,5.46,0.00,73.65,16,1.68,2.51,4245.52,1.34,33.48,0.00,0.02,0.00,0.67,0.00,1.05,4.41,0.17,0.91,0.81,0.0999,0.5429,0.06,20.84,5.46,0.00,73.64,16,1.68,2.51,4245.52,1.34,33.47,0.00,0.02,
