#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,
WindowsPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,
WindowsPCM,2024-12-03T14:27:38.007Z,0.76,1.26,0.61,0.74,3.09,3.13,15.79,0.80,0.0001,0.0006,2.06,0.64,26383.92,21018.47,4316.41,2.51,62.76,1.53,38.16,82.52,7.72,0.00,0.00,9.76,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.70,0.00,0.00,0.76,1.26,0.61,0.74,3.09,3.13,15.79,0.80,0.0001,0.0006,2.06,0.64,0.00,2.75,0.00, 0,26383.92,21018.47,4316.41,2.51,62.76,1.53,38.16,82.52,7.72,0.00,0.00,9.76,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.70,24.06,0.00,0.94,1.27,0.74,0.74,3.09,0.21,1.66,0.87,0.0001,0.0004,99.92,0.08,0.00,0.00,0.00, 2,4048.28,3177.29,4316.41,2.55,63.71,1.88,46.89,0.97,1.32,0.74,0.74,3.09,0.04,0.87,0.95,0.0000,0.0002,99.92,0.08,0.00,0.00,0.00, 2,4191.84,3177.39,4316.41,2.64,65.96,1.94,48.56,0.98,1.33,0.74,0.74,3.09,0.04,0.57,0.93,0.0000,0.0001,99.92,0.08,0.00,0.00,0.00, 0,4215.21,3177.49,4316.41,2.65,66.33,1.95,48.82,0.98,1.33,0.74,0.74,3.09,0.02,0.46,0.96,0.0000,0.0001,99.92,0.08,0.00,0.00,0.00, 0,4227.59,3177.61,4316.41,2.66,66.52,1.96,48.97,0.91,1.23,0.74,0.74,3.09,0.40,2.20,0.81,0.0001,0.0006,99.93,0.07,0.00,0.00,0.00, 4,3913.25,3179.99,4316.41,2.46,61.53,1.81,45.29,0.94,1.28,0.74,0.74,3.09,0.30,1.57,0.80,0.0001,0.0004,99.92,0.08,0.00,0.00,0.00, 4,4068.05,3177.42,4316.41,2.56,64.01,1.88,47.12,0.21,0.89,0.24,0.74,3.10,0.95,4.28,0.77,0.0010,0.0046,32.55,28.67,0.00,0.00,38.77, 5,929.89,1044.46,4316.41,1.78,44.51,0.43,10.69,0.18,0.87,0.21,0.74,3.10,1.16,4.19,0.72,0.0015,0.0053,28.45,32.47,0.00,0.00,39.08, 5,789.81,906.81,4316.41,1.74,43.55,0.37,9.15,
WindowsPCM,2024-12-03T14:27:39.004Z,0.76,1.25,0.61,0.73,3.07,3.23,15.44,0.79,0.0001,0.0006,2.16,0.70,26301.81,20979.89,4317.69,2.51,62.68,1.53,38.22,83.38,8.00,0.00,0.00,8.62,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.53,0.00,0.00,0.76,1.25,0.61,0.73,3.07,3.23,15.44,0.79,0.0001,0.0006,2.16,0.70,0.00,2.93,0.00, 0,26301.81,20979.89,4317.69,2.51,62.68,1.53,38.22,83.38,8.00,0.00,0.00,8.62,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.53,23.86,0.00,0.93,1.27,0.73,0.73,3.07,0.22,1.76,0.87,0.0001,0.0004,99.95,0.05,0.00,0.00,0.00, 2,4003.76,3156.76,4317.69,2.54,63.42,1.85,46.36,0.97,1.32,0.73,0.73,3.07,0.04,0.71,0.94,0.0000,0.0002,99.95,0.05,0.00,0.00,0.00, 2,4173.25,3156.74,4317.69,2.64,66.10,1.93,48.33,0.97,1.33,0.73,0.73,3.07,0.04,0.54,0.93,0.0000,0.0001,99.95,0.05,0.00,0.00,0.00, 0,4191.41,3156.76,4317.69,2.66,66.39,1.94,48.54,0.97,1.33,0.73,0.73,3.07,0.02,0.45,0.95,0.0000,0.0001,99.95,0.05,0.00,0.00,0.00, 0,4196.69,3156.74,4317.69,2.66,66.47,1.94,48.60,0.91,1.24,0.73,0.73,3.07,0.28,1.77,0.84,0.0001,0.0005,99.95,0.05,0.00,0.00,0.00, 4,3907.64,3156.47,4317.69,2.48,61.90,1.81,45.26,0.94,1.29,0.73,0.73,3.07,0.21,1.20,0.82,0.0001,0.0003,99.95,0.05,0.00,0.00,0.00, 4,4057.49,3156.74,4317.69,2.57,64.27,1.88,46.99,0.12,0.73,0.17,0.73,3.06,0.92,3.17,0.70,0.0018,0.0061,23.34,41.24,0.00,0.00,35.42, 5,522.23,712.80,4317.69,1.47,36.63,0.25,6.23,0.29,0.94,0.31,0.73,3.06,1.49,5.84,0.74,0.0012,0.0047,42.18,23.46,0.00,0.00,34.36, 5,1249.35,1326.88,4317.69,1.88,47.08,0.58,14.47,
WindowsPCM,2024-12-03T14:27:40.023Z,0.75,1.25,0.60,0.73,3.05,3.26,16.09,0.79,0.0001,0.0006,2.13,0.64,25407.46,20388.83,4222.77,2.49,62.31,1.50,37.55,83.04,7.29,0.00,0.00,9.66,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.37,0.00,0.00,0.75,1.25,0.60,0.73,3.05,3.26,16.09,0.79,0.0001,0.0006,2.13,0.64,0.00,2.82,0.00, 0,25407.46,20388.83,4222.77,2.49,62.31,1.50,37.55,83.04,7.29,0.00,0.00,9.66,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.37,22.77,0.00,0.91,1.25,0.73,0.73,3.05,0.23,2.09,0.89,0.0001,0.0005,99.93,0.07,0.00,0.00,0.00, 2,3830.23,3062.57,4222.77,2.50,62.53,1.81,45.35,0.96,1.32,0.73,0.73,3.05,0.07,0.79,0.91,0.0000,0.0002,99.93,0.07,0.00,0.00,0.00, 2,4043.08,3062.55,4222.77,2.64,66.01,1.91,47.87,0.96,1.32,0.73,0.73,3.05,0.04,0.73,0.94,0.0000,0.0002,99.93,0.07,0.00,0.00,0.00, 0,4041.78,3062.58,4222.77,2.64,65.99,1.91,47.86,0.96,1.33,0.73,0.73,3.05,0.01,0.47,0.98,0.0000,0.0001,99.93,0.07,0.00,0.00,0.00, 0,4071.82,3062.56,4222.77,2.66,66.48,1.93,48.21,0.89,1.23,0.73,0.73,3.05,0.26,1.96,0.86,0.0001,0.0005,99.93,0.07,0.00,0.00,0.00, 3,3814.46,3105.42,4222.77,2.46,61.42,1.78,44.55,0.93,1.28,0.73,0.73,3.05,0.12,1.12,0.89,0.0000,0.0003,99.93,0.07,0.00,0.00,0.00, 5,3934.11,3062.57,4222.77,2.57,64.23,1.86,46.58,0.19,0.87,0.22,0.72,3.03,1.11,4.38,0.74,0.0014,0.0053,30.98,30.25,0.01,0.00,38.76, 5,821.30,943.93,4222.77,1.74,43.50,0.39,9.74,0.20,0.83,0.24,0.73,3.05,1.41,4.55,0.69,0.0017,0.0054,33.51,27.77,0.01,0.00,38.71, 5,850.68,1026.65,4222.77,1.66,41.43,0.40,10.07,
WindowsPCM,2024-12-03T14:27:41.027Z,0.76,1.24,0.61,0.73,3.07,3.29,16.17,0.79,0.0001,0.0006,2.13,0.65,25692.42,20659.06,4244.77,2.49,62.18,1.51,37.86,83.28,7.17,0.00,0.00,9.55,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.89,0.00,0.00,0.76,1.24,0.61,0.73,3.07,3.29,16.17,0.79,0.0001,0.0006,2.13,0.65,0.00,2.83,0.00, 0,25692.42,20659.06,4244.77,2.49,62.18,1.51,37.86,83.28,7.17,0.00,0.00,9.55,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.89,23.30,0.00,0.91,1.24,0.73,0.73,3.07,0.23,1.96,0.88,0.0001,0.0005,99.94,0.06,0.00,0.00,0.00, 2,3855.38,3102.18,4244.77,2.49,62.14,1.82,45.41,0.97,1.32,0.73,0.73,3.07,0.05,0.75,0.93,0.0000,0.0002,99.94,0.06,0.00,0.00,0.00, 2,4096.79,3102.11,4244.77,2.64,66.03,1.93,48.26,0.97,1.33,0.73,0.73,3.07,0.04,0.53,0.92,0.0000,0.0001,99.94,0.06,0.00,0.00,0.00, 0,4114.70,3102.12,4244.77,2.65,66.32,1.94,48.47,0.97,1.33,0.73,0.73,3.07,0.02,0.45,0.96,0.0000,0.0001,99.94,0.06,0.00,0.00,0.00, 0,4111.58,3102.10,4244.77,2.65,66.27,1.94,48.43,0.89,1.22,0.73,0.73,3.07,0.39,2.34,0.83,0.0001,0.0006,99.94,0.06,0.00,0.00,0.00, 4,3723.72,3057.47,4244.77,2.44,60.90,1.78,44.50,0.94,1.29,0.73,0.73,3.07,0.12,1.19,0.90,0.0000,0.0003,99.94,0.06,0.00,0.00,0.00, 5,4039.05,3125.86,4244.77,2.58,64.61,1.89,47.21,0.18,0.80,0.22,0.73,3.06,1.39,4.49,0.69,0.0018,0.0059,30.69,31.16,0.00,0.00,38.15, 7,757.58,948.94,4244.77,1.60,39.92,0.36,8.92,0.23,0.89,0.26,0.73,3.07,1.04,4.46,0.76,0.0010,0.0045,36.04,25.81,0.00,0.00,38.15, 7,993.61,1118.27,4244.77,1.78,44.43,0.47,11.70,
WindowsPCM,2024-12-03T14:27:42.044Z,0.76,1.25,0.61,0.73,3.06,3.15,15.75,0.80,0.0001,0.0006,2.09,0.64,25731.33,20632.62,4250.02,2.49,62.36,1.51,37.78,83.15,8.18,0.00,0.00,8.67,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.37,0.00,0.00,0.76,1.25,0.61,0.73,3.06,3.15,15.75,0.80,0.0001,0.0006,2.09,0.64,0.00,2.77,0.00, 0,25731.33,20632.62,4250.02,2.49,62.36,1.51,37.78,83.15,8.18,0.00,0.00,8.67,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.37,23.06,0.00,0.92,1.26,0.73,0.73,3.06,0.22,1.80,0.88,0.0001,0.0005,99.96,0.04,0.00,0.00,0.00, 2,3895.60,3097.20,4250.02,2.52,62.89,1.83,45.83,0.96,1.32,0.73,0.73,3.06,0.04,0.73,0.94,0.0000,0.0002,99.96,0.04,0.00,0.00,0.00, 2,4076.71,3097.35,4250.02,2.63,65.81,1.92,47.96,0.97,1.33,0.73,0.73,3.06,0.05,0.50,0.90,0.0000,0.0001,99.96,0.04,0.00,0.00,0.00, 0,4112.64,3097.37,4250.02,2.66,66.39,1.94,48.38,0.97,1.33,0.73,0.73,3.06,0.02,0.55,0.97,0.0000,0.0001,99.96,0.04,0.00,0.00,0.00, 0,4166.69,3137.20,4250.02,2.66,66.41,1.94,48.38,0.89,1.22,0.73,0.73,3.06,0.35,2.36,0.85,0.0001,0.0006,99.96,0.04,0.00,0.00,0.00, 4,3812.89,3120.74,4250.02,2.44,61.09,1.78,44.51,0.94,1.29,0.73,0.73,3.06,0.08,1.15,0.93,0.0000,0.0003,99.96,0.04,0.00,0.00,0.00, 4,3976.79,3074.09,4250.02,2.59,64.68,1.89,47.14,0.21,0.86,0.25,0.72,3.04,1.13,4.28,0.73,0.0013,0.0048,34.17,31.08,0.00,0.00,34.75, 7,901.64,1051.78,4250.02,1.71,42.86,0.42,10.61,0.19,0.82,0.23,0.73,3.05,1.27,4.39,0.71,0.0016,0.0056,31.00,34.25,0.00,0.00,34.75, 7,788.38,956.90,4250.02,1.65,41.19,0.37,9.27,
WindowsPCM,2024-12-03T14:27:43.041Z,0.75,1.24,0.61,0.73,3.05,3.20,15.78,0.79,0.0001,0.0006,2.13,0.64,25515.08,20523.75,4241.70,2.49,62.16,1.51,37.69,83.59,7.99,0.00,0.00,8.41,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.06,0.00,0.00,0.75,1.24,0.61,0.73,3.05,3.20,15.78,0.79,0.0001,0.0006,2.13,0.64,0.00,2.82,0.00, 0,25515.08,20523.75,4241.70,2.49,62.16,1.51,37.69,83.59,7.99,0.00,0.00,8.41,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.06,22.88,0.00,0.90,1.24,0.73,0.73,3.05,0.22,1.92,0.88,0.0001,0.0005,99.94,0.06,0.00,0.00,0.00, 2,3819.68,3075.87,4241.70,2.48,62.09,1.80,45.03,0.96,1.32,0.73,0.73,3.05,0.04,0.70,0.94,0.0000,0.0002,99.94,0.06,0.00,0.00,0.00, 2,4068.83,3075.95,4241.70,2.65,66.14,1.92,47.96,0.96,1.33,0.73,0.73,3.05,0.04,0.53,0.93,0.0000,0.0001,99.94,0.06,0.00,0.00,0.00, 0,4083.74,3075.98,4241.70,2.66,66.38,1.93,48.14,0.96,1.33,0.73,0.73,3.05,0.01,0.43,0.97,0.0000,0.0001,99.94,0.06,0.00,0.00,0.00, 0,4034.20,3036.13,4241.70,2.66,66.44,1.93,48.19,0.89,1.22,0.73,0.73,3.05,0.39,2.01,0.80,0.0001,0.0005,99.94,0.06,0.00,0.00,0.00, 4,3725.94,3053.18,4241.70,2.44,61.02,1.77,44.25,0.94,1.30,0.73,0.73,3.05,0.08,0.93,0.91,0.0000,0.0002,99.94,0.06,0.00,0.00,0.00, 4,3990.31,3075.49,4241.70,2.59,64.87,1.88,47.04,0.12,0.67,0.18,0.72,3.04,0.99,3.46,0.71,0.0019,0.0068,24.64,41.80,0.00,0.00,33.57, 5,509.84,755.49,4241.70,1.35,33.74,0.24,6.01,0.30,0.93,0.32,0.72,3.04,1.42,5.81,0.75,0.0011,0.0045,44.81,21.61,0.00,0.00,33.57, 5,1282.54,1375.67,4241.70,1.86,46.62,0.60,15.12,
WindowsPCM,2024-12-03T14:27:44.052Z,0.75,1.24,0.61,0.73,3.05,3.30,15.73,0.79,0.0001,0.0006,2.19,0.66,25586.90,20574.56,4242.60,2.49,62.18,1.51,37.69,83.55,7.44,0.00,0.00,9.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.11,0.00,0.00,0.75,1.24,0.61,0.73,3.05,3.30,15.73,0.79,0.0001,0.0006,2.19,0.66,0.00,2.90,0.00, 0,25586.90,20574.56,4242.60,2.49,62.18,1.51,37.69,83.55,7.44,0.00,0.00,9.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.11,22.92,0.00,0.90,1.24,0.73,0.73,3.05,0.24,1.88,0.87,0.0001,0.0005,99.92,0.08,0.00,0.00,0.00, 3,3820.82,3076.67,4242.60,2.48,62.09,1.80,45.03,0.95,1.32,0.73,0.73,3.05,0.06,0.94,0.94,0.0000,0.0002,99.93,0.07,0.00,0.00,0.00, 3,4047.25,3076.62,4242.60,2.63,65.77,1.91,47.70,0.96,1.33,0.73,0.73,3.05,0.04,0.51,0.92,0.0000,0.0001,99.93,0.07,0.00,0.00,0.00, 0,4083.35,3076.63,4242.60,2.65,66.36,1.93,48.13,0.97,1.33,0.73,0.73,3.05,0.02,0.39,0.96,0.0000,0.0001,99.93,0.07,0.00,0.00,0.00, 0,4096.83,3076.60,4242.60,2.66,66.58,1.93,48.28,0.89,1.23,0.73,0.73,3.05,0.35,1.87,0.81,0.0001,0.0005,99.93,0.07,0.00,0.00,0.00, 4,3768.82,3075.62,4242.60,2.45,61.27,1.78,44.43,0.94,1.29,0.73,0.73,3.05,0.08,1.07,0.92,0.0000,0.0003,99.93,0.07,0.00,0.00,0.00, 4,3973.58,3077.06,4242.60,2.58,64.57,1.87,46.83,0.29,0.91,0.32,0.72,3.03,1.71,6.25,0.72,0.0014,0.0051,43.93,20.07,0.00,0.00,36.00, 5,1221.84,1346.94,4242.60,1.81,45.36,0.58,14.39,0.14,0.75,0.18,0.73,3.05,0.81,2.82,0.71,0.0014,0.0049,24.96,39.02,0.00,0.00,36.02, 5,574.41,768.42,4242.60,1.50,37.38,0.27,6.77,
WindowsPCM,2024-12-03T14:27:45.079Z,0.75,1.24,0.61,0.72,3.04,3.34,16.39,0.79,0.0001,0.0006,2.18,0.66,25751.09,20848.15,4267.07,2.47,61.76,1.51,37.66,84.34,7.84,0.00,0.00,7.83,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.30,0.00,0.00,0.75,1.24,0.61,0.72,3.04,3.34,16.39,0.79,0.0001,0.0006,2.18,0.66,0.00,2.88,0.00, 0,25751.09,20848.15,4267.07,2.47,61.76,1.51,37.66,84.34,7.84,0.00,0.00,7.83,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.30,23.05,0.00,0.89,1.24,0.72,0.72,3.04,0.24,1.92,0.87,0.0001,0.0005,99.95,0.05,0.00,0.00,0.00, 1,3809.81,3084.75,4267.07,2.47,61.75,1.79,44.64,0.95,1.32,0.72,0.72,3.04,0.05,0.88,0.95,0.0000,0.0002,99.95,0.05,0.00,0.00,0.00, 1,4073.03,3084.88,4267.07,2.64,66.02,1.91,47.72,0.96,1.32,0.72,0.72,3.04,0.05,0.59,0.91,0.0000,0.0001,99.95,0.05,0.00,0.00,0.00, 0,4080.27,3084.96,4267.07,2.65,66.13,1.91,47.81,0.96,1.33,0.72,0.72,3.04,0.01,0.46,0.97,0.0000,0.0001,99.95,0.05,0.00,0.00,0.00, 0,4098.08,3084.88,4267.07,2.66,66.42,1.92,48.02,0.87,1.21,0.72,0.72,3.04,0.46,2.28,0.79,0.0001,0.0006,99.95,0.05,0.00,0.00,0.00, 3,3731.22,3085.12,4267.07,2.42,60.47,1.75,43.72,0.93,1.29,0.72,0.72,3.04,0.15,1.15,0.86,0.0000,0.0003,99.95,0.05,0.00,0.00,0.00, 4,4017.88,3120.24,4267.07,2.58,64.38,1.86,46.54,0.17,0.74,0.23,0.72,3.03,1.52,4.32,0.64,0.0021,0.0058,32.39,36.24,0.00,0.00,31.37, 6,741.32,997.65,4267.07,1.49,37.15,0.35,8.69,0.28,0.92,0.31,0.72,3.03,0.85,4.79,0.82,0.0007,0.0040,42.37,26.28,0.00,0.00,31.35, 6,1199.47,1305.66,4267.07,1.84,45.93,0.56,14.05,
WindowsPCM,2024-12-03T14:27:46.080Z,0.75,1.24,0.60,0.73,3.05,3.02,15.85,0.81,0.0001,0.0006,2.08,0.63,25340.88,20507.77,4250.49,2.47,61.78,1.49,37.32,83.29,7.87,0.00,0.00,8.84,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.27,0.00,0.00,0.75,1.24,0.60,0.73,3.05,3.02,15.85,0.81,0.0001,0.0006,2.08,0.63,0.00,2.76,0.00, 0,25340.88,20507.77,4250.49,2.47,61.78,1.49,37.32,83.29,7.87,0.00,0.00,8.84,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.27,22.94,0.00,0.88,1.22,0.72,0.73,3.05,0.23,1.97,0.88,0.0001,0.0005,99.95,0.05,0.00,0.00,0.00, 2,3758.80,3081.24,4250.49,2.44,61.00,1.77,44.22,0.95,1.32,0.72,0.73,3.05,0.06,0.74,0.92,0.0000,0.0002,99.96,0.04,0.00,0.00,0.00, 2,4058.62,3081.22,4250.49,2.63,65.86,1.91,47.74,0.96,1.32,0.72,0.73,3.05,0.04,0.64,0.93,0.0000,0.0002,99.96,0.04,0.00,0.00,0.00, 0,4070.28,3081.17,4250.49,2.64,66.05,1.92,47.88,0.96,1.33,0.72,0.73,3.05,0.01,0.51,0.98,0.0000,0.0001,99.96,0.04,0.00,0.00,0.00, 0,4083.97,3081.22,4250.49,2.65,66.27,1.92,48.04,0.90,1.24,0.72,0.73,3.05,0.36,1.74,0.79,0.0001,0.0005,99.96,0.04,0.00,0.00,0.00, 4,3817.49,3082.31,4250.49,2.48,61.93,1.80,44.89,0.91,1.26,0.73,0.73,3.05,0.17,1.85,0.91,0.0000,0.0005,99.96,0.04,0.00,0.00,0.00, 4,3832.60,3045.73,4250.49,2.52,62.92,1.82,45.62,0.16,0.73,0.21,0.72,3.03,1.34,3.85,0.64,0.0020,0.0058,29.49,35.19,0.00,0.00,35.33, 4,660.60,905.36,4250.49,1.46,36.48,0.31,7.77,0.25,0.92,0.27,0.73,3.05,0.80,4.56,0.82,0.0008,0.0043,37.29,27.38,0.00,0.00,35.33, 4,1058.51,1149.53,4250.49,1.84,46.04,0.50,12.45,
WindowsPCM,2024-12-03T14:27:47.083Z,0.76,1.24,0.61,0.73,3.05,3.31,15.87,0.79,0.0001,0.0006,2.18,0.64,25499.97,20532.24,4216.88,2.48,62.10,1.51,37.79,83.79,7.55,0.00,0.00,8.66,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.28,0.00,0.00,0.76,1.24,0.61,0.73,3.05,3.31,15.87,0.79,0.0001,0.0006,2.18,0.64,0.00,2.87,0.00, 0,25499.97,20532.24,4216.88,2.48,62.10,1.51,37.79,83.79,7.55,0.00,0.00,8.66,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.28,22.97,0.00,0.89,1.23,0.73,0.73,3.05,0.24,2.09,0.88,0.0001,0.0006,99.94,0.06,0.00,0.00,0.00, 2,3754.97,3062.09,4216.88,2.45,61.31,1.78,44.52,0.96,1.32,0.73,0.73,3.05,0.06,0.76,0.92,0.0000,0.0002,99.94,0.06,0.00,0.00,0.00, 2,4044.97,3062.18,4216.88,2.64,66.05,1.92,47.96,0.96,1.33,0.73,0.73,3.05,0.04,0.52,0.93,0.0000,0.0001,99.94,0.06,0.00,0.00,0.00, 0,4062.28,3062.19,4216.88,2.65,66.33,1.93,48.17,0.97,1.33,0.73,0.73,3.05,0.02,0.43,0.96,0.0000,0.0001,99.94,0.06,0.00,0.00,0.00, 0,4070.41,3062.18,4216.88,2.66,66.46,1.93,48.26,0.88,1.22,0.73,0.73,3.05,0.45,2.26,0.79,0.0001,0.0006,99.94,0.06,0.00,0.00,0.00, 4,3720.40,3061.35,4216.88,2.43,60.76,1.76,44.12,0.94,1.30,0.73,0.73,3.05,0.08,0.94,0.91,0.0000,0.0002,99.94,0.06,0.00,0.00,0.00, 4,3974.21,3062.03,4216.88,2.60,64.90,1.88,47.12,0.22,0.83,0.26,0.72,3.04,1.57,4.69,0.66,0.0017,0.0052,35.96,29.42,0.00,0.00,34.62, 6,907.91,1097.48,4216.88,1.65,41.36,0.43,10.76,0.23,0.91,0.25,0.73,3.05,0.86,4.18,0.79,0.0009,0.0043,34.71,30.67,0.00,0.00,34.62, 6,964.81,1062.74,4216.88,1.82,45.39,0.46,11.44,
