#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
LinuxPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),SYSTEM Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,,Temperature
LinuxPCM,2024-12-06T18:27:45.316Z,0.51,2.20,0.23,1.55,5.26,0.23,0.23,0.94,1.00,0.0000,0.0000,0.02,0.01,42574.26,19366.73,3458.76,4.40,73.28,1.03,17.10,15.08,16.80,0.00,68.12,0.00,100.00,0.00,0.00,0.00,79.68,0.00,0.00,0.00,0.51,2.20,0.23,1.55,5.26,0.23,0.23,0.94,1.00,0.0000,0.0000,0.02,0.01,29,42574.26,19366.73,3458.76,4.40,73.28,1.03,17.10,15.08,16.80,0.00,68.12,0.00,100.00,0.00,0.00,0.00,79.68,78.02,0.00,0.00,0.52,0.01,1.54,5.25,0.04,0.05,0.96,0.44,0.0040,0.0058,0.34,0.43,0.00,99.23,0.00,61,9.27,17.95,3458.76,1.03,17.22,0.01,0.09,0.00,0.30,0.00,1.44,4.89,0.00,0.00,0.97,0.38,0.0036,0.0106,0.01,0.76,0.00,99.24,0.00,61,0.13,0.42,3458.76,0.60,9.99,0.00,0.00,0.00,0.73,0.01,1.54,5.25,0.04,0.01,0.77,0.87,0.0027,0.0008,0.34,11.19,0.00,88.47,0.00,59,13.46,18.39,3458.76,1.46,24.40,0.01,0.13,0.00,0.31,0.00,1.55,5.28,0.00,0.00,0.94,0.51,0.0060,0.0062,0.00,11.53,0.00,88.47,0.00,59,0.03,0.11,3458.76,0.62,10.38,0.00,0.00,0.00,0.61,0.00,1.55,5.26,0.02,0.01,0.93,0.54,0.0042,0.0032,0.13,2.28,0.00,97.59,0.00,57,4.32,7.05,3458.76,1.23,20.43,0.00,0.04,0.00,0.20,0.00,1.55,5.27,0.00,0.00,0.93,0.31,0.0219,0.0120,0.02,2.39,0.00,97.59,0.00,57,0.20,1.02,3458.76,0.39,6.53,0.00,0.00,2.76,2.21,1.25,1.55,5.26,0.00,0.02,0.99,1.00,0.0000,0.0000,80.72,0.77,0.00,18.50,0.00,48,9543.38,4321.45,3458.76,4.42,73.61,5.52,91.97,0.00,0.49,0.00,1.55,5.26,0.00,0.00,0.88,0.65,0.0085,0.0045,0.02,81.48,0.00,18.50,0.00,48,0.49,1.01,3458.76,0.98,16.27,0.00,0.00,3.09,2.21,1.40,1.55,5.27,0.01,0.04,0.97,1.00,0.0000,0.0000,90.38,0.00,0.00,9.62,0.00,31,10692.25,4841.89,3458.76,4.42,73.61,6.18,103.05,0.00,0.41,0.00,1.55,5.27,0.00,0.00,0.92,0.51,0.0066,0.0069,0.00,90.38,0.00,9.62,0.00,31,0.03,0.08,3458.76,0.83,13.83,0.00,0.00,3.10,2.21,1.41,1.55,5.27,0.00,0.03,0.99,1.00,0.0000,0.0000,90.77,0.06,0.00,9.17,0.00,30,10729.55,4863.41,3458.76,4.41,73.54,6.20,103.41,0.00,0.28,0.00,1.54,5.24,0.00,0.00,0.93,0.70,0.0055,0.0070,0.01,90.82,0.00,9.17,0.00,30,0.09,0.31,3458.76,0.56,9.36,0.00,0.00,0.28,2.18,0.13,1.55,5.26,0.02,0.02,0.94,1.00,0.0000,0.0000,8.25,3.56,0.00,88.19,0.00,34,964.19,441.76,3458.76,4.37,72.75,0.56,9.29,0.00,0.18,0.00,1.55,5.26,0.00,0.00,0.98,0.28,0.0086,0.0129,0.01,11.80,0.00,88.19,0.00,34,0.09,0.48,3458.76,0.36,6.02,0.00,0.00,3.08,2.21,1.40,1.55,5.26,0.02,0.02,0.95,1.00,0.0000,0.0000,90.29,0.10,0.00,9.61,0.00,29,10543.13,4776.80,3458.76,4.41,73.57,6.17,102.81,0.02,1.10,0.02,1.55,5.26,0.00,0.00,0.94,1.00,0.0000,0.0000,1.17,89.33,0.00,9.50,0.00,29,69.21,62.81,3458.76,2.20,36.73,0.04,0.67,0.00,0.31,0.00,1.19,4.05,0.02,0.01,0.87,0.38,0.0171,0.0079,0.09,0.51,0.00,99.40,0.00,52,1.16,3.77,3458.76,0.62,10.28,0.00,0.01,0.00,0.22,0.00,1.20,4.07,0.00,0.00,0.89,0.41,0.0141,0.0090,0.01,0.39,0.00,99.60,0.00,52,0.11,0.51,3458.76,0.44,7.42,0.00,0.00,0.00,0.41,0.00,1.20,4.07,0.02,0.01,0.80,0.47,0.0150,0.0062,0.08,0.53,0.00,99.39,0.00,52,1.39,3.40,3458.76,0.82,13.62,0.00,0.01,0.00,0.23,0.00,1.20,4.07,0.00,0.00,0.85,0.61,0.0056,0.0077,0.01,0.39,0.00,99.60,0.00,52,0.07,0.28,3458.76,0.46,7.74,0.00,0.00,0.00,0.41,0.00,1.20,4.07,0.00,0.00,0.85,0.47,0.0107,0.0047,0.02,1.32,0.00,98.66,0.00,53,0.33,0.80,3458.76,0.81,13.54,0.00,0.00,0.00,0.51,0.00,1.20,4.07,0.01,0.00,0.78,0.49,0.0104,0.0030,0.06,0.44,0.00,99.50,0.00,53,1.23,2.43,3458.76,1.01,16.85,0.00,0.01,0.00,0.24,0.00,1.20,4.07,0.00,0.00,0.90,0.48,0.0081,0.0092,0.01,1.44,0.00,98.55,0.00,53,0.06,0.27,3458.76,0.48,8.03,0.00,0.00,0.00,0.28,0.00,1.20,4.07,0.00,0.00,0.94,0.35,0.0058,0.0109,0.01,1.19,0.00,98.81,0.00,53,0.09,0.33,3458.76,0.56,9.28,0.00,0.00,,38.000
LinuxPCM,2024-12-06T18:27:46.317Z,0.51,2.20,0.23,1.55,5.26,0.11,0.20,0.97,1.00,0.0000,0.0000,0.01,0.00,41780.09,18964.96,3419.43,4.41,73.43,1.02,16.97,14.92,15.81,0.00,69.27,0.00,100.00,0.00,0.00,0.00,77.97,0.00,0.00,0.00,0.51,2.20,0.23,1.55,5.26,0.11,0.20,0.97,1.00,0.0000,0.0000,0.01,0.00,29,41780.09,18964.96,3419.43,4.41,73.43,1.02,16.97,14.92,15.81,0.00,69.27,0.00,100.00,0.00,0.00,0.00,77.97,76.32,0.00,0.00,0.52,0.00,1.55,5.26,0.02,0.05,0.98,0.47,0.0017,0.0051,0.32,0.22,0.00,99.46,0.00,62,8.89,16.95,3419.43,1.05,17.48,0.01,0.09,0.00,0.77,0.00,1.55,5.26,0.00,0.00,0.96,0.40,0.0020,0.0021,0.05,0.49,0.00,99.46,0.00,62,2.08,2.69,3419.43,1.55,25.81,0.00,0.02,0.00,0.07,0.00,1.54,5.25,0.00,0.00,0.98,0.55,0.0027,0.0061,0.01,9.07,0.00,90.92,0.00,59,0.04,0.52,3419.43,0.14,2.35,0.00,0.00,0.00,0.73,0.01,1.54,5.25,0.02,0.01,0.93,0.82,0.0014,0.0011,0.35,8.72,0.00,90.92,0.00,59,13.49,18.55,3419.43,1.45,24.23,0.01,0.13,0.65,2.20,0.30,1.55,5.26,0.01,0.02,0.97,1.00,0.0000,0.0000,19.09,0.01,0.00,80.90,0.00,56,2226.04,1010.28,3419.43,4.41,73.45,1.30,21.70,0.00,0.24,0.00,1.54,5.23,0.00,0.00,0.97,0.47,0.0039,0.0066,0.00,19.10,0.00,80.90,0.00,56,0.02,0.10,3419.43,0.48,7.96,0.00,0.00,0.00,0.73,0.00,1.55,5.26,0.01,0.01,0.97,0.57,0.0016,0.0030,0.08,0.06,0.00,99.85,0.00,50,3.19,4.36,3419.43,1.46,24.35,0.00,0.03,0.00,0.26,0.00,1.55,5.26,0.00,0.00,0.98,0.50,0.0025,0.0057,0.00,0.14,0.00,99.85,0.00,50,0.03,0.10,3419.43,0.52,8.61,0.00,0.00,3.06,2.21,1.38,1.55,5.27,0.00,0.02,1.00,1.00,0.0000,0.0000,89.23,0.00,0.00,10.77,0.00,29,10454.89,4728.53,3419.43,4.42,73.70,6.11,101.92,0.00,0.33,0.00,1.54,5.25,0.00,0.00,0.96,0.39,0.0046,0.0087,0.00,89.23,0.00,10.77,0.00,29,0.03,0.09,3419.43,0.66,10.93,0.00,0.00,3.12,2.21,1.41,1.55,5.27,0.00,0.03,1.00,1.00,0.0000,0.0000,91.13,0.13,0.00,8.74,0.00,32,10654.87,4829.30,3419.43,4.41,73.54,6.23,103.87,0.00,0.25,0.00,1.54,5.25,0.00,0.00,0.93,0.65,0.0080,0.0081,0.01,91.25,0.00,8.74,0.00,32,0.10,0.41,3419.43,0.51,8.47,0.00,0.00,3.05,2.21,1.38,1.55,5.26,0.01,0.02,0.97,1.00,0.0000,0.0000,89.27,0.00,0.00,10.72,0.00,48,10429.03,4724.38,3419.43,4.41,73.58,6.10,101.66,0.00,0.36,0.00,1.55,5.26,0.01,0.00,0.77,0.67,0.0194,0.0062,0.02,89.26,0.00,10.72,0.00,48,0.35,0.97,3419.43,0.71,11.90,0.00,0.00,2.33,2.21,1.06,1.55,5.26,0.00,0.02,1.00,1.00,0.0000,0.0000,68.39,0.03,0.00,31.58,0.00,51,7984.12,3619.32,3419.43,4.41,73.53,4.67,77.83,0.00,0.27,0.00,1.54,5.24,0.00,0.00,0.94,0.51,0.0100,0.0086,0.00,68.42,0.00,31.58,0.00,51,0.05,0.19,3419.43,0.54,9.08,0.00,0.00,0.00,0.35,0.00,1.19,4.05,0.02,0.01,0.87,0.39,0.0151,0.0072,0.07,0.10,0.00,99.83,0.00,51,1.04,3.00,3419.43,0.69,11.57,0.00,0.01,0.00,0.48,0.00,1.20,4.06,0.01,0.00,0.87,0.46,0.0078,0.0055,0.04,0.05,0.00,99.91,0.00,51,0.85,1.78,3419.43,0.95,15.87,0.00,0.01,0.00,0.33,0.00,1.20,4.07,0.00,0.00,0.86,0.29,0.0134,0.0088,0.02,0.04,0.00,99.94,0.00,51,0.34,1.02,3419.43,0.66,11.04,0.00,0.00,0.00,0.17,0.00,1.20,4.07,0.00,0.00,0.93,0.47,0.0091,0.0092,0.01,0.02,0.00,99.97,0.00,51,0.06,0.36,3419.43,0.35,5.79,0.00,0.00,0.00,0.46,0.00,1.20,4.07,0.00,0.00,0.91,0.43,0.0065,0.0049,0.02,0.02,0.00,99.97,0.00,54,0.32,0.69,3419.43,0.93,15.50,0.00,0.00,0.00,0.18,0.00,1.20,4.07,0.00,0.00,0.94,0.23,0.0126,0.0132,0.03,2.99,0.00,96.98,0.00,54,0.18,1.04,3419.43,0.35,5.86,0.00,0.00,0.00,0.24,0.00,1.20,4.06,0.00,0.00,0.86,0.59,0.0049,0.0068,0.00,0.01,0.00,99.99,0.00,54,0.03,0.14,3419.43,0.48,8.07,0.00,0.00,0.00,0.25,0.00,1.20,4.07,0.00,0.00,0.85,0.62,0.0047,0.0061,0.00,0.01,0.00,99.98,0.00,54,0.05,0.19,3419.43,0.50,8.35,0.00,0.00,,64.000
LinuxPCM,2024-12-06T18:27:47.316Z,0.51,2.20,0.23,1.55,5.26,0.09,0.20,0.98,1.00,0.0000,0.0000,0.01,0.00,42206.63,19169.37,3415.93,4.40,73.39,1.03,17.16,15.10,16.12,0.00,68.78,0.00,100.00,0.00,0.00,0.00,79.41,0.00,0.00,0.00,0.51,2.20,0.23,1.55,5.26,0.09,0.20,0.98,1.00,0.0000,0.0000,0.01,0.00,28,42206.63,19169.37,3415.93,4.40,73.39,1.03,17.16,15.10,16.12,0.00,68.78,0.00,100.00,0.00,0.00,0.00,79.41,77.77,0.00,0.00,0.31,0.00,1.55,5.26,0.01,0.04,0.99,0.29,0.0020,0.0100,0.26,0.45,0.00,99.29,0.00,59,4.34,13.86,3415.93,0.63,10.44,0.00,0.04,0.00,1.25,0.00,1.55,5.26,0.00,0.00,0.98,0.46,0.0005,0.0009,0.03,0.68,0.00,99.29,0.00,59,1.77,1.42,3415.93,2.50,41.65,0.00,0.02,0.00,0.79,0.00,1.54,5.24,0.01,0.01,0.95,0.87,0.0006,0.0008,0.32,9.32,0.00,90.36,0.00,60,13.42,16.90,3415.93,1.59,26.48,0.01,0.13,0.00,0.23,0.00,1.54,5.25,0.00,0.00,0.99,0.39,0.0020,0.0083,0.00,9.63,0.00,90.36,0.00,60,0.04,0.19,3415.93,0.46,7.75,0.00,0.00,0.00,0.63,0.00,1.55,5.26,0.01,0.01,0.97,0.51,0.0019,0.0036,0.11,1.89,0.00,98.00,0.00,55,3.71,5.89,3415.93,1.26,21.01,0.00,0.04,0.00,0.21,0.00,1.54,5.25,0.00,0.00,0.93,0.36,0.0176,0.0098,0.01,1.99,0.00,98.00,0.00,55,0.12,0.56,3415.93,0.42,6.92,0.00,0.00,0.00,1.05,0.00,1.55,5.26,0.00,0.02,0.98,0.70,0.0006,0.0019,0.15,0.04,0.00,99.81,0.00,48,8.58,8.18,3415.93,2.10,34.97,0.01,0.08,0.00,0.30,0.00,1.55,5.26,0.00,0.00,0.98,0.30,0.0035,0.0100,0.00,0.19,0.00,99.81,0.00,48,0.07,0.23,3415.93,0.59,9.85,0.00,0.00,3.09,2.21,1.40,1.55,5.27,0.00,0.02,1.00,1.00,0.0000,0.0000,90.29,0.00,0.00,9.71,0.00,28,10554.23,4780.56,3415.93,4.42,73.59,6.18,102.99,0.00,0.29,0.00,1.55,5.25,0.00,0.00,0.97,0.38,0.0046,0.0113,0.00,90.29,0.00,9.71,0.00,28,0.06,0.22,3415.93,0.58,9.64,0.00,0.00,3.09,2.21,1.40,1.55,5.27,0.00,0.03,1.00,1.00,0.0000,0.0000,90.35,0.38,0.00,9.27,0.00,30,10544.59,4780.89,3415.93,4.41,73.52,6.17,102.90,0.00,0.28,0.00,1.54,5.24,0.00,0.00,0.98,0.67,0.0018,0.0077,0.01,90.73,0.00,9.27,0.00,30,0.09,0.31,3415.93,0.56,9.31,0.00,0.00,3.08,2.21,1.40,1.55,5.26,0.01,0.02,0.98,1.00,0.0000,0.0000,90.33,0.03,0.00,9.64,0.00,32,10536.94,4775.24,3415.93,4.41,73.55,6.17,102.82,0.00,0.27,0.00,1.55,5.26,0.00,0.00,0.98,0.58,0.0025,0.0094,0.01,90.35,0.00,9.64,0.00,32,0.11,0.41,3415.93,0.55,9.11,0.00,0.00,3.08,2.21,1.40,1.55,5.26,0.00,0.02,1.00,1.00,0.0000,0.0000,90.29,0.00,0.00,9.71,0.00,29,10535.17,4773.36,3415.93,4.41,73.57,6.17,102.80,0.00,0.27,0.00,1.54,5.25,0.00,0.00,0.96,0.42,0.0069,0.0107,0.00,90.29,0.00,9.71,0.00,29,0.07,0.25,3415.93,0.55,9.12,0.00,0.00,0.00,0.19,0.00,1.20,4.07,0.01,0.01,0.84,0.36,0.0322,0.0139,0.06,0.05,0.00,99.89,0.00,50,0.45,2.37,3415.93,0.38,6.31,0.00,0.00,0.00,0.36,0.00,1.19,4.05,0.01,0.01,0.91,0.35,0.0100,0.0077,0.09,0.21,0.00,99.69,0.00,50,1.33,3.69,3415.93,0.72,11.99,0.00,0.01,0.00,0.36,0.00,1.20,4.07,0.00,0.00,0.81,0.40,0.0123,0.0060,0.02,0.03,0.00,99.95,0.00,50,0.29,0.79,3415.93,0.72,11.98,0.00,0.00,0.00,0.24,0.00,1.20,4.07,0.00,0.00,0.87,0.57,0.0035,0.0072,0.00,0.01,0.00,99.98,0.00,50,0.04,0.18,3415.93,0.48,8.00,0.00,0.00,0.00,0.50,0.00,1.20,4.07,0.01,0.00,0.90,0.39,0.0075,0.0064,0.04,0.04,0.00,99.92,0.00,53,0.75,1.52,3415.93,0.99,16.55,0.00,0.01,0.00,0.17,0.00,1.19,4.03,0.01,0.01,0.90,0.19,0.0232,0.0168,0.04,0.12,0.00,99.83,0.00,53,0.30,1.81,3415.93,0.33,5.57,0.00,0.00,0.00,0.25,0.00,1.20,4.07,0.00,0.00,0.92,0.41,0.0070,0.0095,0.01,0.01,0.00,99.98,0.00,53,0.06,0.23,3415.93,0.50,8.27,0.00,0.00,0.00,0.27,0.00,1.20,4.07,0.00,0.00,0.93,0.42,0.0054,0.0090,0.01,0.02,0.00,99.97,0.00,53,0.09,0.32,3415.93,0.54,8.92,0.00,0.00,,68.000
