#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
LinuxPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,Temperature
LinuxPCM,2024-12-02T18:31:52.151Z,0.43,0.89,0.49,0.74,3.12,0.03,743.09,1.00,0.57,0.0000,0.0512,0.02,0.01,14519.23,16337.05,4198.65,1.78,44.44,0.86,21.61,65.38,17.93,0.00,0.13,16.55,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.78,0.00,0.00,0.43,0.89,0.49,0.74,3.12,0.03,743.09,1.00,0.57,0.0000,0.0512,0.02,0.01,0.00,0.04,0.00, 0,14519.23,16337.05,4198.65,1.78,44.44,0.86,21.61,65.38,17.93,0.00,0.13,16.55,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.78,23.59,0.00,0.37,0.68,0.55,0.74,3.12,0.00,126.93,1.00,0.31,0.0000,0.0821,73.42,3.18,0.00,0.40,23.01, 0,1546.11,2289.79,4198.65,1.35,33.76,0.74,18.41,0.60,1.20,0.50,0.73,3.08,0.00,64.43,1.00,0.79,0.0000,0.0256,68.19,16.51,0.00,0.13,15.17, 8,2516.17,2101.95,4198.65,2.39,59.85,1.20,29.96,0.43,0.84,0.51,0.75,3.15,0.00,105.81,1.00,0.51,0.0000,0.0584,68.46,11.13,0.00,0.00,20.41, 2,1812.71,2154.66,4198.65,1.68,42.06,0.86,21.59,0.45,0.98,0.46,0.75,3.14,0.00,76.69,1.00,0.66,0.0000,0.0402,62.06,30.33,0.00,0.00,7.62, 9,1909.24,1946.75,4198.65,1.96,49.04,0.91,22.74,0.32,0.62,0.52,0.74,3.11,0.00,126.21,1.00,0.21,0.0000,0.0943,69.66,6.93,0.00,0.40,23.01, 0,1338.85,2164.28,4198.65,1.24,30.93,0.64,15.94,0.33,0.98,0.34,0.75,3.15,0.01,59.27,1.00,0.64,0.0000,0.0423,45.28,39.42,0.00,0.13,15.17, 8,1402.14,1427.16,4198.65,1.96,49.12,0.67,16.70,0.41,0.82,0.50,0.75,3.16,0.00,105.23,1.00,0.49,0.0000,0.0613,66.32,13.27,0.00,0.00,20.41, 2,1716.86,2096.12,4198.65,1.64,40.95,0.82,20.45,0.54,1.06,0.51,0.74,3.10,0.00,78.51,1.00,0.71,0.0000,0.0345,69.68,22.70,0.00,0.00,7.62, 9,2277.15,2156.34,4198.65,2.11,52.80,1.08,27.12,,33.000
LinuxPCM,2024-12-02T18:31:53.152Z,0.47,0.85,0.55,0.77,3.22,0.02,879.71,1.00,0.53,0.0000,0.0560,0.02,0.01,15706.28,18417.35,4202.74,1.71,42.64,0.93,23.36,71.37,17.53,0.01,1.01,10.07,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.86,0.00,0.00,0.47,0.85,0.55,0.77,3.22,0.02,879.71,1.00,0.53,0.0000,0.0560,0.02,0.01,0.00,0.03,0.00, 0,15706.28,18417.35,4202.74,1.71,42.64,0.93,23.36,71.37,17.53,0.01,1.01,10.07,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.86,26.66,0.00,0.31,0.58,0.53,0.77,3.24,0.01,129.46,1.00,0.16,0.0000,0.0999,68.65,16.44,0.04,3.78,11.09, 3,1295.36,2222.84,4202.74,1.17,29.14,0.62,15.41,0.49,0.82,0.60,0.77,3.22,0.00,135.60,1.00,0.45,0.0000,0.0654,78.14,7.64,0.00,0.07,14.15, 0,2073.15,2520.21,4202.74,1.65,41.13,0.99,24.67,0.61,1.13,0.54,0.76,3.21,0.00,73.83,1.00,0.76,0.0000,0.0286,71.26,28.74,0.00,0.00,0.00, 4,2580.24,2285.38,4202.74,2.26,56.45,1.23,30.70,0.34,0.75,0.45,0.77,3.23,0.00,98.65,1.00,0.42,0.0000,0.0691,58.81,25.95,0.00,0.20,15.04, 3,1427.84,1901.77,4202.74,1.50,37.54,0.68,16.99,0.50,0.78,0.64,0.77,3.22,0.00,133.40,1.00,0.47,0.0000,0.0631,83.98,1.10,0.04,3.78,11.09, 3,2113.92,2703.07,4202.74,1.56,39.10,1.01,25.15,0.39,0.72,0.54,0.77,3.21,0.00,133.55,1.00,0.31,0.0000,0.0821,69.99,15.80,0.00,0.07,14.15, 0,1627.28,2251.33,4202.74,1.45,36.14,0.77,19.36,0.55,1.09,0.50,0.77,3.23,0.00,72.58,1.00,0.74,0.0000,0.0314,65.58,34.42,0.00,0.00,0.00, 4,2312.55,2120.08,4202.74,2.18,54.54,1.10,27.51,0.54,0.94,0.57,0.77,3.23,0.00,102.64,1.00,0.62,0.0000,0.0451,74.58,10.18,0.00,0.20,15.04, 3,2275.93,2412.67,4202.74,1.89,47.17,1.08,27.08,,33.000
LinuxPCM,2024-12-02T18:31:54.153Z,0.48,0.92,0.52,0.74,3.09,0.03,756.82,1.00,0.61,0.0000,0.0471,0.03,0.01,16064.16,17436.52,4202.72,1.84,46.06,0.96,23.89,70.51,21.62,0.00,0.04,7.84,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.74,0.00,0.00,0.48,0.92,0.52,0.74,3.09,0.03,756.82,1.00,0.61,0.0000,0.0471,0.03,0.01,0.00,0.04,0.00, 0,16064.16,17436.52,4202.72,1.84,46.06,0.96,23.89,70.51,21.62,0.00,0.04,7.84,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.74,24.58,0.00,0.41,0.85,0.49,0.72,3.04,0.01,97.29,1.00,0.53,0.0000,0.0559,67.44,16.84,0.00,0.16,15.56, 2,1741.24,2049.14,4202.72,1.70,42.49,0.83,20.72,0.54,1.03,0.52,0.74,3.11,0.00,91.08,1.00,0.66,0.0000,0.0404,70.58,28.97,0.00,0.00,0.45, 0,2254.37,2194.69,4202.72,2.05,51.36,1.07,26.82,0.37,0.92,0.40,0.74,3.12,0.01,66.51,1.00,0.64,0.0000,0.0430,54.07,42.44,0.00,0.00,3.49, 4,1545.39,1687.06,4202.72,1.83,45.80,0.74,18.39,0.42,0.75,0.56,0.74,3.10,0.00,120.07,1.00,0.43,0.0000,0.0687,75.51,12.63,0.00,0.00,11.86, 4,1747.24,2342.04,4202.72,1.49,37.30,0.83,20.79,0.42,0.85,0.49,0.73,3.08,0.00,97.15,1.00,0.54,0.0000,0.0552,67.24,17.05,0.00,0.16,15.56, 2,1761.40,2074.48,4202.72,1.70,42.45,0.84,20.95,0.54,1.03,0.52,0.74,3.10,0.00,91.10,1.00,0.66,0.0000,0.0403,70.91,28.64,0.00,0.00,0.45, 0,2262.08,2198.92,4202.72,2.06,51.44,1.08,26.91,0.70,1.17,0.60,0.73,3.08,0.00,72.99,1.00,0.79,0.0000,0.0246,82.08,14.44,0.00,0.00,3.49, 4,2962.68,2525.85,4202.72,2.35,58.65,1.41,35.25,0.43,0.76,0.56,0.74,3.10,0.00,120.62,1.00,0.44,0.0000,0.0674,76.22,11.92,0.00,0.00,11.86, 4,1789.74,2364.36,4202.72,1.51,37.85,0.85,21.29,,33.000
LinuxPCM,2024-12-02T18:31:55.154Z,0.47,0.85,0.56,0.74,3.12,0.14,788.27,1.00,0.57,0.0000,0.0494,0.10,0.06,15971.98,18794.66,4207.00,1.70,42.49,0.95,23.73,75.17,17.35,0.00,0.00,7.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.70,0.00,0.00,0.47,0.85,0.56,0.74,3.12,0.14,788.27,1.00,0.57,0.0000,0.0494,0.10,0.06,0.00,0.16,0.00, 0,15971.98,18794.66,4207.00,1.70,42.49,0.95,23.73,75.17,17.35,0.00,0.00,7.48,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.70,25.49,0.00,0.38,0.71,0.53,0.74,3.10,0.08,79.88,1.00,0.42,0.0001,0.0502,72.20,22.52,0.00,0.00,5.28, 0,1591.24,2241.60,4207.00,1.42,35.49,0.76,18.91,0.53,0.88,0.60,0.74,3.12,0.01,121.12,1.00,0.55,0.0000,0.0543,81.08,18.92,0.00,0.00,0.00, 0,2228.86,2537.45,4207.00,1.76,43.92,1.06,26.49,0.56,0.81,0.69,0.74,3.11,0.00,142.80,1.00,0.50,0.0000,0.0605,93.64,0.39,0.00,0.00,5.97, 3,2360.99,2920.11,4207.00,1.62,40.43,1.12,28.06,0.65,1.18,0.55,0.74,3.11,0.03,52.37,1.00,0.83,0.0000,0.0191,74.42,6.90,0.00,0.00,18.68, 4,2740.30,2314.93,4207.00,2.37,59.19,1.30,32.57,0.58,0.91,0.63,0.74,3.11,0.00,87.42,1.00,0.70,0.0000,0.0359,85.48,9.24,0.00,0.00,5.28, 0,2432.91,2666.75,4207.00,1.82,45.62,1.16,28.92,0.49,0.85,0.58,0.75,3.13,0.01,120.33,1.00,0.51,0.0000,0.0582,77.95,22.05,0.00,0.00,0.00, 0,2067.10,2445.49,4207.00,1.69,42.26,0.98,24.57,0.37,0.64,0.58,0.75,3.13,0.01,138.93,1.00,0.26,0.0000,0.0891,77.79,16.24,0.00,0.00,5.97, 3,1558.39,2440.40,4207.00,1.28,31.93,0.74,18.52,0.24,0.81,0.29,0.75,3.16,0.00,45.42,1.00,0.61,0.0000,0.0458,38.82,42.50,0.00,0.00,18.68, 4,992.19,1227.93,4207.00,1.62,40.40,0.47,11.79,,33.000
LinuxPCM,2024-12-02T18:31:56.155Z,0.49,1.00,0.49,0.74,3.10,0.20,606.92,1.00,0.68,0.0000,0.0367,0.17,0.09,16521.59,16601.12,4202.57,1.99,49.76,0.98,24.57,66.92,23.45,0.01,0.64,8.98,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.88,0.00,0.00,0.49,1.00,0.49,0.74,3.10,0.20,606.92,1.00,0.68,0.0000,0.0367,0.17,0.09,0.00,0.26,0.00, 0,16521.59,16601.12,4202.57,1.99,49.76,0.98,24.57,66.92,23.45,0.01,0.64,8.98,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.88,24.68,0.00,0.54,0.98,0.56,0.74,3.12,0.03,83.74,1.00,0.67,0.0000,0.0367,74.91,19.67,0.00,0.00,5.42, 3,2283.12,2337.25,4202.57,1.95,48.84,1.09,27.16,0.40,0.90,0.44,0.74,3.13,0.02,87.06,1.00,0.56,0.0000,0.0524,59.14,27.15,0.00,0.21,13.51, 0,1662.49,1850.88,4202.57,1.80,44.91,0.79,19.78,0.42,0.92,0.46,0.75,3.15,0.01,84.48,1.00,0.60,0.0000,0.0475,61.40,30.34,0.00,0.62,7.64, 4,1780.06,1934.24,4202.57,1.84,46.01,0.85,21.18,0.42,1.02,0.42,0.73,3.07,0.09,42.57,1.00,0.75,0.0001,0.0240,56.96,31.91,0.04,1.74,9.35, 4,1776.15,1748.01,4202.57,2.03,50.80,0.85,21.13,0.47,0.91,0.51,0.73,3.08,0.01,83.43,1.00,0.64,0.0000,0.0426,69.52,25.06,0.00,0.00,5.42, 3,1956.37,2141.61,4202.57,1.83,45.68,0.93,23.28,0.52,1.02,0.51,0.73,3.05,0.02,89.52,1.00,0.66,0.0000,0.0410,70.31,15.98,0.00,0.21,13.51, 0,2185.03,2147.97,4202.57,2.03,50.86,1.04,26.00,0.58,1.05,0.55,0.74,3.09,0.01,87.48,1.00,0.70,0.0000,0.0359,74.89,16.86,0.00,0.62,7.64, 4,2435.02,2317.83,4202.57,2.10,52.53,1.16,28.97,0.58,1.15,0.51,0.74,3.11,0.01,48.64,1.00,0.83,0.0000,0.0199,68.24,20.63,0.04,1.74,9.35, 4,2443.35,2123.34,4202.57,2.30,57.54,1.16,29.07,,33.000
LinuxPCM,2024-12-02T18:31:57.155Z,0.47,0.85,0.55,0.73,3.07,0.13,811.86,1.00,0.56,0.0000,0.0519,0.11,0.08,15643.47,18341.62,4199.69,1.71,42.64,0.93,23.28,74.75,17.28,0.02,0.31,7.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.31,0.00,0.00,0.47,0.85,0.55,0.73,3.07,0.13,811.86,1.00,0.56,0.0000,0.0519,0.11,0.08,0.00,0.19,0.00, 0,15643.47,18341.62,4199.69,1.71,42.64,0.93,23.28,74.75,17.28,0.02,0.31,7.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.31,24.17,0.00,0.37,0.90,0.41,0.72,3.02,0.02,69.49,1.00,0.62,0.0000,0.0449,56.66,43.34,0.00,0.00,0.00, 2,1547.39,1710.46,4199.69,1.81,45.23,0.74,18.42,0.48,0.95,0.50,0.74,3.09,0.01,89.78,1.00,0.63,0.0000,0.0444,68.65,31.35,0.00,0.00,0.00, 0,2023.47,2119.78,4199.69,1.91,47.73,0.96,24.09,0.39,0.73,0.53,0.73,3.08,0.02,114.47,1.00,0.38,0.0000,0.0702,72.82,12.04,0.07,0.73,14.35, 6,1631.05,2241.96,4199.69,1.46,36.38,0.78,19.42,0.41,0.67,0.60,0.73,3.06,0.01,127.90,1.00,0.37,0.0000,0.0750,82.75,0.50,0.02,0.52,16.21, 5,1705.36,2527.73,4199.69,1.35,33.73,0.81,20.31,0.70,1.16,0.61,0.73,3.07,0.01,76.08,1.00,0.78,0.0000,0.0257,83.38,16.62,0.00,0.00,0.00, 2,2957.25,2559.23,4199.69,2.31,57.78,1.41,35.21,0.58,1.02,0.57,0.73,3.09,0.01,91.38,1.00,0.68,0.0000,0.0377,76.92,23.08,0.00,0.00,0.00, 0,2423.27,2373.10,4199.69,2.04,51.06,1.15,28.85,0.45,0.78,0.58,0.73,3.08,0.03,115.93,1.00,0.47,0.0000,0.0610,79.15,5.71,0.07,0.73,14.35, 6,1901.51,2436.63,4199.69,1.56,39.02,0.91,22.64,0.35,0.61,0.56,0.73,3.06,0.01,126.83,1.00,0.27,0.0000,0.0872,77.64,5.61,0.02,0.52,16.21, 5,1454.17,2372.74,4199.69,1.23,30.64,0.69,17.31,,33.000
LinuxPCM,2024-12-02T18:31:58.155Z,0.46,0.87,0.53,0.73,3.08,0.03,828.38,1.00,0.55,0.0000,0.0537,0.03,0.01,15426.64,17685.15,4198.31,1.74,43.61,0.92,22.96,71.70,18.83,0.01,0.13,9.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.22,0.00,0.00,0.46,0.87,0.53,0.73,3.08,0.03,828.38,1.00,0.55,0.0000,0.0537,0.03,0.01,0.00,0.04,0.00, 0,15426.64,17685.15,4198.31,1.74,43.61,0.92,22.96,71.70,18.83,0.01,0.13,9.34,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.22,24.03,0.00,0.37,0.86,0.43,0.73,3.05,0.00,82.05,1.00,0.56,0.0000,0.0530,58.79,27.36,0.00,0.00,13.85, 2,1548.94,1794.19,4198.31,1.73,43.17,0.74,18.45,0.52,0.90,0.58,0.74,3.10,0.00,114.96,1.00,0.56,0.0000,0.0524,78.27,21.73,0.00,0.00,0.00, 0,2193.10,2423.81,4198.31,1.81,45.24,1.04,26.12,0.39,0.93,0.42,0.74,3.09,0.00,79.27,1.00,0.60,0.0000,0.0480,57.61,28.49,0.02,0.51,13.37, 3,1650.87,1779.43,4198.31,1.86,46.39,0.79,19.66,0.52,0.79,0.65,0.73,3.07,0.00,137.42,1.00,0.47,0.0000,0.0633,89.34,0.51,0.00,0.00,10.15, 4,2170.94,2742.33,4198.31,1.58,39.58,1.03,25.85,0.52,1.00,0.52,0.74,3.09,0.00,85.05,1.00,0.67,0.0000,0.0392,70.23,15.93,0.00,0.00,13.85, 2,2170.31,2171.42,4198.31,2.00,49.97,1.03,25.84,0.52,0.90,0.58,0.74,3.10,0.01,114.87,1.00,0.56,0.0000,0.0524,78.55,21.45,0.00,0.00,0.00, 0,2191.40,2431.62,4198.31,1.80,45.06,1.04,26.10,0.53,1.04,0.50,0.74,3.09,0.01,81.73,1.00,0.69,0.0000,0.0371,68.45,17.65,0.02,0.51,13.37, 3,2205.46,2115.76,4198.31,2.08,52.12,1.05,26.26,0.31,0.58,0.53,0.73,3.08,0.00,133.02,1.00,0.14,0.0000,0.1027,72.35,17.50,0.00,0.00,10.15, 4,1295.62,2226.60,4198.31,1.16,29.09,0.62,15.43,,33.000
LinuxPCM,2024-12-02T18:31:59.154Z,0.44,0.85,0.51,0.74,3.13,0.03,844.45,1.00,0.52,0.0000,0.0575,0.02,0.01,14678.06,17247.91,4198.42,1.70,42.55,0.87,21.85,68.99,16.64,0.01,0.06,14.31,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.12,0.00,0.00,0.44,0.85,0.51,0.74,3.13,0.03,844.45,1.00,0.52,0.0000,0.0575,0.02,0.01,0.00,0.03,0.00, 0,14678.06,17247.91,4198.42,1.70,42.55,0.87,21.85,68.99,16.64,0.01,0.06,14.31,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.12,23.93,0.00,0.51,0.92,0.56,0.74,3.13,0.00,104.61,1.00,0.59,0.0000,0.0486,75.11,11.29,0.00,0.02,13.58, 6,2153.37,2346.96,4198.42,1.84,45.88,1.03,25.65,0.48,0.99,0.49,0.74,3.10,0.00,91.08,1.00,0.62,0.0000,0.0449,66.19,19.85,0.00,0.00,13.96, 0,2029.50,2052.03,4198.42,1.98,49.45,0.97,24.17,0.47,0.98,0.48,0.75,3.14,0.00,86.87,1.00,0.64,0.0000,0.0436,64.62,29.14,0.00,0.11,6.14, 3,1992.98,2030.56,4198.42,1.96,49.07,0.95,23.74,0.35,0.62,0.57,0.75,3.13,0.00,141.15,1.00,0.20,0.0000,0.0958,76.04,0.27,0.02,0.09,23.57, 4,1473.28,2379.82,4198.42,1.24,30.95,0.70,17.55,0.36,0.76,0.46,0.75,3.13,0.00,101.68,1.00,0.43,0.0000,0.0682,62.24,24.15,0.00,0.02,13.58, 6,1491.32,1949.74,4198.42,1.53,38.24,0.71,17.76,0.45,0.96,0.47,0.74,3.12,0.01,90.30,1.00,0.59,0.0000,0.0482,62.59,23.45,0.00,0.00,13.96, 0,1871.68,1954.01,4198.42,1.92,47.89,0.89,22.29,0.56,1.05,0.54,0.74,3.13,0.01,88.39,1.00,0.69,0.0000,0.0374,72.16,21.59,0.00,0.11,6.14, 3,2362.32,2254.28,4198.42,2.10,52.40,1.13,28.13,0.31,0.57,0.54,0.74,3.13,0.00,140.37,1.00,0.10,0.0000,0.1077,72.94,3.37,0.02,0.09,23.57, 4,1303.61,2280.50,4198.42,1.14,28.58,0.62,15.53,,33.000
LinuxPCM,2024-12-02T18:32:00.155Z,0.46,0.85,0.54,0.74,3.11,0.04,858.17,1.00,0.54,0.0000,0.0555,0.03,0.02,15473.68,18109.16,4203.00,1.71,42.72,0.92,23.01,72.76,17.53,0.00,0.02,9.69,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.98,0.00,0.00,0.46,0.85,0.54,0.74,3.11,0.04,858.17,1.00,0.54,0.0000,0.0555,0.03,0.02,0.00,0.05,0.00, 0,15473.68,18109.16,4203.00,1.71,42.72,0.92,23.01,72.76,17.53,0.00,0.02,9.69,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.98,24.82,0.00,0.38,0.68,0.56,0.74,3.11,0.01,128.08,1.00,0.33,0.0000,0.0792,75.97,16.62,0.00,0.00,7.41, 0,1617.05,2365.69,4203.00,1.37,34.18,0.77,19.24,0.52,0.89,0.58,0.74,3.09,0.00,120.38,1.00,0.54,0.0000,0.0554,79.14,10.86,0.00,0.00,10.00, 6,2174.70,2445.77,4203.00,1.78,44.46,1.03,25.87,0.51,0.95,0.53,0.74,3.10,0.01,91.60,1.00,0.64,0.0000,0.0429,72.13,18.87,0.00,0.06,8.95, 1,2135.45,2237.76,4203.00,1.91,47.71,1.02,25.40,0.55,0.99,0.55,0.74,3.13,0.00,91.09,1.00,0.67,0.0000,0.0396,73.93,13.67,0.00,0.00,12.40, 3,2299.85,2314.05,4203.00,1.99,49.69,1.09,27.36,0.50,0.79,0.63,0.74,3.10,0.00,130.50,1.00,0.48,0.0000,0.0626,85.29,7.30,0.00,0.00,7.41, 0,2084.67,2642.03,4203.00,1.58,39.45,0.99,24.80,0.40,0.78,0.51,0.74,3.13,0.01,118.16,1.00,0.41,0.0000,0.0709,68.12,21.88,0.00,0.00,10.00, 6,1665.87,2132.43,4203.00,1.56,39.06,0.79,19.82,0.47,0.93,0.51,0.74,3.12,0.00,90.80,1.00,0.62,0.0000,0.0457,68.47,22.52,0.00,0.06,8.95, 1,1988.90,2139.02,4203.00,1.86,46.49,0.95,23.66,0.36,0.82,0.44,0.74,3.10,0.01,87.56,1.00,0.51,0.0000,0.0581,59.05,28.55,0.00,0.00,12.40, 3,1507.18,1832.40,4203.00,1.65,41.13,0.72,17.93,,33.000
LinuxPCM,2024-12-02T18:32:01.154Z,0.47,0.94,0.49,0.74,3.11,0.03,716.64,1.00,0.62,0.0000,0.0458,0.03,0.02,15644.84,16555.56,4198.55,1.89,47.25,0.93,23.29,66.66,21.51,0.00,0.10,11.73,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.29,0.00,0.00,0.47,0.94,0.49,0.74,3.11,0.03,716.64,1.00,0.62,0.0000,0.0458,0.03,0.02,0.00,0.05,0.00, 0,15644.84,16555.56,4198.55,1.89,47.25,0.93,23.29,66.66,21.51,0.00,0.10,11.73,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.29,24.10,0.00,0.52,1.07,0.49,0.74,3.12,0.00,67.69,1.00,0.74,0.0000,0.0309,65.44,9.37,0.00,0.18,25.00, 1,2190.31,2040.78,4198.55,2.15,53.66,1.04,26.08,0.43,0.86,0.51,0.74,3.09,0.00,115.03,1.00,0.47,0.0000,0.0633,68.58,24.32,0.00,0.00,7.10, 0,1816.13,2121.21,4198.55,1.71,42.81,0.87,21.63,0.64,1.27,0.51,0.74,3.11,0.00,55.89,1.00,0.83,0.0000,0.0206,68.71,24.63,0.00,0.00,6.66, 4,2708.00,2134.05,4198.55,2.54,63.45,1.29,32.25,0.34,0.66,0.52,0.74,3.11,0.01,121.15,1.00,0.29,0.0000,0.0842,70.20,21.42,0.00,0.23,8.15, 3,1438.14,2182.68,4198.55,1.32,32.94,0.69,17.13,0.28,0.82,0.34,0.75,3.13,0.01,63.12,1.00,0.55,0.0000,0.0539,45.67,29.14,0.00,0.18,25.00, 1,1171.99,1429.69,4198.55,1.64,40.99,0.56,13.96,0.54,0.95,0.57,0.73,3.08,0.00,117.18,1.00,0.57,0.0000,0.0515,77.65,15.25,0.00,0.00,7.10, 0,2276.20,2393.29,4198.55,1.90,47.55,1.08,27.11,0.42,1.13,0.38,0.74,3.13,0.01,51.53,1.00,0.76,0.0000,0.0290,50.55,42.79,0.00,0.00,6.66, 4,1778.23,1580.49,4198.55,2.25,56.26,0.85,21.18,0.54,0.85,0.64,0.74,3.09,0.00,125.06,1.00,0.54,0.0000,0.0552,86.47,5.15,0.00,0.23,8.15, 3,2265.85,2673.38,4198.55,1.70,42.38,1.08,26.98,,33.000
