#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
LinuxPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,Temperature
LinuxPCM,2024-12-02T18:32:02.154Z,0.46,0.94,0.49,0.73,3.07,0.03,725.35,1.00,0.61,0.0000,0.0470,0.03,0.01,15444.75,16491.48,4198.63,1.87,46.83,0.92,22.99,67.12,21.28,0.00,0.02,11.58,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.70,0.00,0.00,0.46,0.94,0.49,0.73,3.07,0.03,725.35,1.00,0.61,0.0000,0.0470,0.03,0.01,0.00,0.04,0.00, 0,15444.75,16491.48,4198.63,1.87,46.83,0.92,22.99,67.12,21.28,0.00,0.02,11.58,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.70,23.52,0.00,0.35,0.71,0.49,0.74,3.09,0.00,110.23,1.00,0.37,0.0000,0.0754,66.35,7.56,0.00,0.00,26.09, 1,1462.14,2049.22,4198.63,1.43,35.68,0.70,17.41,0.44,1.01,0.44,0.73,3.05,0.00,80.20,1.00,0.64,0.0000,0.0434,59.91,32.00,0.00,0.04,8.06, 0,1849.34,1826.88,4198.63,2.02,50.61,0.88,22.02,0.54,1.06,0.51,0.73,3.05,0.01,79.97,1.00,0.70,0.0000,0.0354,70.01,26.40,0.00,0.05,3.54, 3,2257.57,2131.72,4198.63,2.12,52.95,1.08,26.88,0.50,0.95,0.52,0.73,3.08,0.00,91.86,1.00,0.63,0.0000,0.0440,71.52,19.84,0.00,0.00,8.64, 4,2089.69,2200.42,4198.63,1.90,47.48,1.00,24.89,0.33,0.69,0.48,0.73,3.07,0.00,109.97,1.00,0.34,0.0000,0.0790,65.32,8.59,0.00,0.00,26.09, 1,1392.28,2007.40,4198.63,1.39,34.68,0.66,16.58,0.55,1.11,0.50,0.73,3.08,0.00,82.30,1.00,0.70,0.0000,0.0354,68.24,23.67,0.00,0.04,8.06, 0,2326.22,2101.11,4198.63,2.21,55.36,1.11,27.70,0.53,1.05,0.50,0.73,3.08,0.00,79.93,1.00,0.70,0.0000,0.0360,68.86,27.55,0.00,0.05,3.54, 3,2221.08,2119.53,4198.63,2.10,52.40,1.06,26.45,0.44,0.90,0.49,0.73,3.08,0.00,90.89,1.00,0.59,0.0000,0.0492,66.75,24.61,0.00,0.00,8.64, 4,1846.43,2055.20,4198.63,1.80,44.92,0.88,21.99,,33.000
LinuxPCM,2024-12-02T18:32:03.155Z,0.48,0.90,0.54,0.75,3.14,0.03,825.20,1.00,0.57,0.0000,0.0508,0.03,0.01,16235.39,18112.72,4202.60,1.79,44.82,0.97,24.14,72.11,20.13,0.00,0.26,7.49,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.91,0.00,0.00,0.48,0.90,0.54,0.75,3.14,0.03,825.20,1.00,0.57,0.0000,0.0508,0.03,0.01,0.00,0.04,0.00, 0,16235.39,18112.72,4202.60,1.79,44.82,0.97,24.14,72.11,20.13,0.00,0.26,7.49,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.91,25.75,0.00,0.50,1.06,0.47,0.74,3.13,0.01,71.74,1.00,0.72,0.0000,0.0339,63.76,35.12,0.00,0.04,1.09, 2,2119.15,1994.30,4202.60,2.13,53.13,1.01,25.21,0.42,0.71,0.59,0.75,3.13,0.00,150.73,1.00,0.29,0.0000,0.0850,79.71,3.15,0.02,0.12,17.00, 0,1773.30,2500.01,4202.60,1.42,35.47,0.84,21.10,0.37,0.93,0.40,0.75,3.15,0.01,65.72,1.00,0.64,0.0000,0.0423,53.29,44.56,0.00,0.07,2.08, 4,1553.26,1677.74,4202.60,1.85,46.29,0.74,18.48,0.50,0.82,0.60,0.75,3.14,0.01,121.53,1.00,0.51,0.0000,0.0582,80.52,8.88,0.00,0.81,9.80, 5,2088.64,2533.60,4202.60,1.65,41.22,0.99,24.85,0.59,1.12,0.52,0.75,3.14,0.00,73.43,1.00,0.75,0.0000,0.0298,70.05,28.82,0.00,0.04,1.09, 2,2466.52,2199.76,4202.60,2.24,56.06,1.17,29.35,0.38,0.67,0.57,0.75,3.13,0.00,150.10,1.00,0.21,0.0000,0.0943,76.26,6.60,0.02,0.12,17.00, 0,1591.53,2390.37,4202.60,1.33,33.29,0.76,18.94,0.73,1.18,0.62,0.75,3.14,0.00,72.55,1.00,0.80,0.0000,0.0236,82.90,14.95,0.00,0.07,2.08, 4,3074.81,2601.49,4202.60,2.36,59.10,1.46,36.58,0.37,0.71,0.53,0.75,3.14,0.00,119.40,1.00,0.36,0.0000,0.0761,70.41,18.99,0.00,0.81,9.80, 5,1568.18,2215.46,4202.60,1.42,35.39,0.75,18.66,,33.000
LinuxPCM,2024-12-02T18:32:04.154Z,0.43,0.84,0.52,0.73,3.07,0.03,841.72,1.00,0.52,0.0000,0.0577,0.03,0.01,14600.35,17371.48,4198.07,1.68,42.02,0.87,21.74,70.68,16.90,0.02,1.16,11.24,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.43,0.84,0.52,0.73,3.07,0.03,841.72,1.00,0.52,0.0000,0.0577,0.03,0.01,0.00,0.04,0.00, 0,14600.35,17371.48,4198.07,1.68,42.02,0.87,21.74,70.68,16.90,0.02,1.16,11.24,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,23.37,0.00,0.52,0.94,0.55,0.73,3.08,0.00,98.29,1.00,0.62,0.0000,0.0451,74.95,16.92,0.00,0.00,8.13, 3,2177.03,2309.11,4198.07,1.89,47.14,1.04,25.93,0.44,0.81,0.54,0.73,3.09,0.00,123.32,1.00,0.44,0.0000,0.0667,74.10,16.42,0.00,0.00,9.48, 0,1847.61,2286.45,4198.07,1.62,40.40,0.88,22.01,0.43,0.82,0.52,0.73,3.08,0.00,102.78,1.00,0.52,0.0000,0.0574,70.39,17.07,0.00,3.63,8.91, 5,1789.33,2170.35,4198.07,1.65,41.22,0.85,21.31,0.32,0.74,0.44,0.72,3.03,0.00,95.78,1.00,0.41,0.0000,0.0705,60.84,19.65,0.06,1.00,18.45, 5,1358.54,1841.33,4198.07,1.48,36.89,0.65,16.18,0.40,0.84,0.48,0.73,3.07,0.00,96.30,1.00,0.53,0.0000,0.0566,65.81,26.06,0.00,0.00,8.13, 3,1700.01,2016.14,4198.07,1.69,42.16,0.81,20.25,0.45,0.82,0.55,0.73,3.08,0.00,123.53,1.00,0.46,0.0000,0.0648,75.52,15.00,0.00,0.00,9.48, 0,1905.29,2326.14,4198.07,1.64,40.95,0.91,22.69,0.46,0.86,0.54,0.73,3.08,0.00,103.41,1.00,0.56,0.0000,0.0530,73.65,13.81,0.00,3.63,8.91, 5,1949.89,2266.07,4198.07,1.72,43.02,0.93,23.22,0.45,0.87,0.51,0.73,3.07,0.01,98.29,1.00,0.56,0.0000,0.0525,70.21,10.28,0.06,1.00,18.45, 5,1872.64,2155.90,4198.07,1.74,43.43,0.89,22.30,,33.000
LinuxPCM,2024-12-02T18:32:05.154Z,0.43,0.77,0.56,0.74,3.10,0.05,936.94,1.00,0.46,0.0000,0.0646,0.04,0.02,14493.58,18755.61,4198.91,1.55,38.64,0.86,21.57,75.73,12.84,0.00,0.01,11.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.20,0.00,0.00,0.43,0.77,0.56,0.74,3.10,0.05,936.94,1.00,0.46,0.0000,0.0646,0.04,0.02,0.00,0.06,0.00, 0,14493.58,18755.61,4198.91,1.55,38.64,0.86,21.57,75.73,12.84,0.00,0.01,11.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.20,24.02,0.00,0.30,0.57,0.52,0.75,3.13,0.00,130.10,1.00,0.13,0.0000,0.1042,69.49,15.61,0.00,0.00,14.90, 2,1248.54,2175.32,4198.91,1.15,28.70,0.59,14.87,0.42,0.84,0.50,0.73,3.07,0.01,99.33,1.00,0.53,0.0000,0.0567,68.19,23.24,0.00,0.00,8.58, 0,1753.01,2090.86,4198.91,1.68,41.92,0.83,20.87,0.54,0.81,0.67,0.73,3.08,0.00,139.55,1.00,0.49,0.0000,0.0614,91.06,0.54,0.00,0.03,8.37, 4,2271.54,2805.34,4198.91,1.62,40.49,1.08,27.05,0.41,0.80,0.52,0.74,3.11,0.01,98.29,1.00,0.53,0.0000,0.0565,69.74,16.43,0.00,0.00,13.83, 6,1739.86,2170.17,4198.91,1.60,40.09,0.83,20.72,0.47,0.76,0.62,0.74,3.11,0.00,133.66,1.00,0.44,0.0000,0.0671,84.39,0.71,0.00,0.00,14.90, 2,1992.47,2622.24,4198.91,1.52,37.99,0.95,23.73,0.51,0.92,0.55,0.73,3.06,0.01,101.06,1.00,0.60,0.0000,0.0474,75.43,15.99,0.00,0.00,8.58, 0,2133.34,2309.52,4198.91,1.85,46.19,1.02,25.40,0.35,0.63,0.55,0.74,3.11,0.00,135.78,1.00,0.23,0.0000,0.0922,74.75,16.85,0.00,0.03,8.37, 4,1472.18,2326.49,4198.91,1.27,31.64,0.70,17.53,0.45,0.83,0.54,0.74,3.10,0.01,99.17,1.00,0.56,0.0000,0.0527,72.81,13.36,0.00,0.00,13.83, 6,1882.64,2255.69,4198.91,1.67,41.73,0.90,22.42,,33.000
LinuxPCM,2024-12-02T18:32:06.155Z,0.42,0.86,0.48,0.75,3.14,0.03,757.10,1.00,0.55,0.0000,0.0538,0.02,0.01,14065.03,16275.29,4203.67,1.73,43.21,0.84,20.91,64.72,16.81,0.03,0.13,18.31,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.49,0.00,0.00,0.42,0.86,0.48,0.75,3.14,0.03,757.10,1.00,0.55,0.0000,0.0538,0.02,0.01,0.00,0.03,0.00, 0,14065.03,16275.29,4203.67,1.73,43.21,0.84,20.91,64.72,16.81,0.03,0.13,18.31,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.49,23.32,0.00,0.51,0.99,0.52,0.76,3.18,0.00,87.99,1.00,0.66,0.0000,0.0408,68.74,13.92,0.00,0.00,17.34, 3,2154.59,2187.07,4203.67,1.97,49.26,1.03,25.63,0.47,0.86,0.54,0.73,3.08,0.00,110.07,1.00,0.53,0.0000,0.0559,74.08,6.63,0.10,0.42,18.77, 0,1968.75,2285.58,4203.67,1.72,43.07,0.94,23.42,0.30,0.62,0.49,0.75,3.13,0.00,122.35,1.00,0.20,0.0000,0.0964,65.44,0.86,0.02,0.00,33.68,10,1269.27,2053.07,4203.67,1.24,30.91,0.60,15.10,0.43,1.06,0.40,0.75,3.15,0.00,58.94,1.00,0.73,0.0000,0.0329,53.91,42.54,0.02,0.10,3.43, 3,1793.50,1699.87,4203.67,2.11,52.75,0.85,21.33,0.35,0.83,0.43,0.75,3.16,0.01,84.86,1.00,0.52,0.0000,0.0574,56.50,26.16,0.00,0.00,17.34, 3,1478.45,1788.03,4203.67,1.65,41.34,0.70,17.59,0.32,0.71,0.46,0.75,3.14,0.00,107.39,1.00,0.34,0.0000,0.0792,61.08,19.63,0.10,0.42,18.77, 0,1355.95,1919.29,4203.67,1.41,35.32,0.65,16.13,0.30,0.62,0.49,0.75,3.13,0.00,122.19,1.00,0.20,0.0000,0.0958,65.62,0.68,0.02,0.00,33.68,10,1275.99,2058.27,4203.67,1.24,31.00,0.61,15.18,0.66,1.21,0.54,0.75,3.15,0.01,63.32,1.00,0.81,0.0000,0.0229,72.42,24.03,0.02,0.10,3.43, 3,2768.54,2284.13,4203.67,2.42,60.60,1.32,32.93,,33.000
LinuxPCM,2024-12-02T18:32:07.155Z,0.42,0.83,0.51,0.75,3.14,0.04,850.80,1.00,0.50,0.0000,0.0602,0.03,0.02,14123.44,17110.81,4198.98,1.65,41.27,0.84,21.02,68.12,14.97,0.07,1.24,15.60,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.90,0.00,0.00,0.42,0.83,0.51,0.75,3.14,0.04,850.80,1.00,0.50,0.0000,0.0602,0.03,0.02,0.00,0.05,0.00, 0,14123.44,17110.81,4198.98,1.65,41.27,0.84,21.02,68.12,14.97,0.07,1.24,15.60,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.90,23.72,0.00,0.40,1.04,0.39,0.75,3.15,0.00,61.16,1.00,0.70,0.0000,0.0360,51.89,41.46,0.00,0.00,6.65, 0,1698.92,1634.41,4198.98,2.08,51.97,0.81,20.23,0.39,0.72,0.54,0.74,3.12,0.00,138.19,1.00,0.30,0.0000,0.0834,73.27,11.73,0.00,0.00,14.99, 1,1656.72,2288.26,4198.98,1.45,36.20,0.79,19.73,0.55,0.90,0.61,0.75,3.14,0.00,115.00,1.00,0.58,0.0000,0.0497,82.17,3.06,0.00,0.24,14.52, 4,2315.85,2578.47,4198.98,1.80,44.91,1.10,27.58,0.34,0.69,0.49,0.75,3.16,0.01,111.40,1.00,0.34,0.0000,0.0780,65.59,3.17,0.29,4.71,26.25, 5,1428.21,2069.32,4198.98,1.38,34.51,0.68,17.01,0.63,1.20,0.53,0.75,3.13,0.00,65.42,1.00,0.79,0.0000,0.0246,70.87,22.48,0.00,0.00,6.65, 0,2662.38,2219.41,4198.98,2.40,59.98,1.27,31.70,0.44,0.76,0.57,0.74,3.10,0.00,139.05,1.00,0.36,0.0000,0.0760,77.37,7.63,0.00,0.00,14.99, 1,1829.80,2397.96,4198.98,1.53,38.15,0.87,21.79,0.32,0.68,0.48,0.76,3.17,0.01,110.37,1.00,0.31,0.0000,0.0811,63.28,21.95,0.00,0.24,14.52, 4,1360.29,2006.53,4198.98,1.36,33.90,0.65,16.20,0.28,0.61,0.46,0.75,3.17,0.01,110.20,1.00,0.21,0.0000,0.0941,60.52,8.23,0.29,4.71,26.25, 5,1171.26,1916.46,4198.98,1.22,30.56,0.56,13.95,,33.000
LinuxPCM,2024-12-02T18:32:08.154Z,0.48,0.85,0.56,0.75,3.14,0.03,879.21,1.00,0.54,0.0000,0.0548,0.02,0.01,16055.63,18894.37,4198.31,1.70,42.49,0.96,23.90,75.29,18.67,0.01,0.15,5.88,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.16,0.00,0.00,0.48,0.85,0.56,0.75,3.14,0.03,879.21,1.00,0.54,0.0000,0.0548,0.02,0.01,0.00,0.03,0.00, 0,16055.63,18894.37,4198.31,1.70,42.49,0.96,23.90,75.29,18.67,0.01,0.15,5.88,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.16,25.97,0.00,0.62,1.05,0.59,0.74,3.13,0.00,86.72,1.00,0.72,0.0000,0.0334,78.98,19.66,0.02,0.00,1.33, 0,2599.04,2469.97,4198.31,2.10,52.61,1.24,30.95,0.47,0.74,0.63,0.75,3.13,0.00,149.75,1.00,0.37,0.0000,0.0758,85.07,2.84,0.00,0.58,11.51, 0,1975.45,2660.69,4198.31,1.48,37.12,0.94,23.53,0.58,0.97,0.60,0.75,3.13,0.00,99.34,1.00,0.66,0.0000,0.0407,80.73,9.80,0.00,0.02,9.45, 4,2442.86,2528.28,4198.31,1.93,48.31,1.16,29.09,0.48,0.84,0.57,0.75,3.13,0.00,108.45,1.00,0.55,0.0000,0.0537,76.37,22.39,0.00,0.00,1.24, 4,2017.70,2390.63,4198.31,1.69,42.20,0.96,24.03,0.43,0.91,0.48,0.75,3.15,0.01,83.23,1.00,0.61,0.0000,0.0457,63.50,35.14,0.02,0.00,1.33, 0,1819.60,2001.41,4198.31,1.82,45.46,0.87,21.67,0.36,0.63,0.57,0.75,3.15,0.00,147.54,1.00,0.18,0.0000,0.0983,75.53,12.38,0.00,0.58,11.51, 0,1501.64,2377.85,4198.31,1.26,31.58,0.72,17.88,0.35,0.76,0.47,0.75,3.16,0.00,94.88,1.00,0.47,0.0000,0.0638,61.92,28.60,0.00,0.02,9.45, 4,1487.50,1955.55,4198.31,1.52,38.03,0.71,17.72,0.53,0.88,0.60,0.75,3.13,0.00,109.32,1.00,0.59,0.0000,0.0494,80.21,18.55,0.00,0.00,1.24, 4,2211.84,2509.99,4198.31,1.76,44.06,1.05,26.34,,33.000
LinuxPCM,2024-12-02T18:32:09.155Z,0.47,1.01,0.47,0.73,3.06,0.02,621.34,1.00,0.67,0.0000,0.0391,0.02,0.01,15885.97,15749.45,4202.56,2.02,50.43,0.95,23.63,64.29,25.75,0.01,0.06,9.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.63,0.00,0.00,0.47,1.01,0.47,0.73,3.06,0.02,621.34,1.00,0.67,0.0000,0.0391,0.02,0.01,0.00,0.02,0.00, 0,15885.97,15749.45,4202.56,2.02,50.43,0.95,23.63,64.29,25.75,0.01,0.06,9.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.63,23.47,0.00,0.49,1.21,0.41,0.72,3.04,0.00,49.28,1.00,0.80,0.0000,0.0237,56.23,31.48,0.00,0.02,12.27, 1,2075.85,1708.88,4202.56,2.43,60.74,0.99,24.70,0.34,0.82,0.42,0.74,3.10,0.00,87.50,1.00,0.49,0.0000,0.0611,56.32,36.28,0.02,0.22,7.16, 0,1431.87,1746.84,4202.56,1.64,40.98,0.68,17.04,0.43,0.87,0.49,0.73,3.08,0.00,94.58,1.00,0.56,0.0000,0.0525,67.03,14.22,0.00,0.00,18.75, 3,1801.98,2066.34,4202.56,1.74,43.60,0.86,21.44,0.54,1.06,0.51,0.73,3.07,0.00,77.70,1.00,0.71,0.0000,0.0343,69.65,28.96,0.00,0.00,1.39, 4,2266.41,2136.43,4202.56,2.12,53.04,1.08,26.96,0.47,1.19,0.40,0.74,3.11,0.01,48.66,1.00,0.79,0.0000,0.0245,53.51,34.20,0.00,0.02,12.27, 1,1987.42,1665.04,4202.56,2.39,59.68,0.95,23.65,0.61,1.06,0.58,0.72,3.02,0.00,92.66,1.00,0.70,0.0000,0.0359,80.33,12.27,0.02,0.22,7.16, 0,2584.14,2429.04,4202.56,2.13,53.19,1.23,30.74,0.39,0.84,0.47,0.73,3.05,0.00,93.89,1.00,0.53,0.0000,0.0566,64.84,16.41,0.00,0.00,18.75, 3,1659.37,1980.83,4202.56,1.68,41.89,0.79,19.74,0.49,1.03,0.48,0.72,3.03,0.00,77.07,1.00,0.69,0.0000,0.0371,66.43,32.18,0.00,0.00,1.39, 4,2078.95,2016.04,4202.56,2.06,51.56,0.99,24.73,,33.000
LinuxPCM,2024-12-02T18:32:10.154Z,0.49,0.97,0.50,0.72,3.01,0.03,695.93,1.00,0.65,0.0000,0.0424,0.03,0.02,16429.39,16921.00,4198.61,1.94,48.55,0.98,24.46,70.21,24.58,0.00,0.18,5.03,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.07,0.00,0.00,0.49,0.97,0.50,0.72,3.01,0.03,695.93,1.00,0.65,0.0000,0.0424,0.03,0.02,0.00,0.04,0.00, 0,16429.39,16921.00,4198.61,1.94,48.55,0.98,24.46,70.21,24.58,0.00,0.18,5.03,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.07,23.88,0.00,0.49,0.90,0.55,0.72,3.01,0.00,103.32,1.00,0.58,0.0000,0.0498,76.81,16.87,0.00,0.00,6.32, 2,2074.82,2314.16,4198.61,1.79,44.83,0.99,24.71,0.49,0.90,0.54,0.72,3.02,0.01,99.67,1.00,0.59,0.0000,0.0487,74.92,24.06,0.00,0.72,0.31, 0,2045.62,2265.18,4198.61,1.81,45.15,0.97,24.36,0.47,0.91,0.51,0.72,3.01,0.00,96.05,1.00,0.59,0.0000,0.0490,71.61,25.99,0.00,0.00,2.40, 3,1960.66,2157.23,4198.61,1.82,45.44,0.93,23.35,0.36,1.12,0.32,0.71,2.99,0.00,46.06,1.00,0.74,0.0000,0.0306,44.96,43.94,0.00,0.00,11.10, 4,1504.04,1345.88,4198.61,2.24,55.88,0.72,17.91,0.41,0.82,0.50,0.71,2.99,0.00,101.89,1.00,0.51,0.0000,0.0586,70.56,23.12,0.00,0.00,6.32, 2,1739.93,2112.14,4198.61,1.65,41.19,0.83,20.72,0.53,0.94,0.57,0.72,3.03,0.00,100.73,1.00,0.62,0.0000,0.0450,78.80,20.18,0.00,0.72,0.31, 0,2240.42,2383.19,4198.61,1.88,47.00,1.07,26.68,0.54,0.97,0.56,0.72,3.02,0.00,97.38,1.00,0.64,0.0000,0.0428,77.84,19.75,0.00,0.00,2.40, 3,2276.16,2346.42,4198.61,1.94,48.50,1.08,27.11,0.62,1.30,0.48,0.72,3.02,0.00,50.83,1.00,0.84,0.0000,0.0196,66.16,22.74,0.00,0.00,11.10, 4,2587.73,1996.82,4198.61,2.59,64.80,1.23,30.82,,33.000
LinuxPCM,2024-12-02T18:32:11.154Z,0.46,0.88,0.53,0.71,3.00,0.03,830.57,1.00,0.55,0.0000,0.0538,0.02,0.01,15442.80,17640.71,4198.48,1.75,43.77,0.92,22.99,73.65,19.53,0.00,0.01,6.81,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.50,0.00,0.00,0.46,0.88,0.53,0.71,3.00,0.03,830.57,1.00,0.55,0.0000,0.0538,0.02,0.01,0.00,0.04,0.00, 0,15442.80,17640.71,4198.48,1.75,43.77,0.92,22.99,73.65,19.53,0.00,0.01,6.81,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.50,23.31,0.00,0.40,0.71,0.56,0.71,2.99,0.00,125.31,1.00,0.38,0.0000,0.0745,79.02,10.00,0.00,0.02,10.96, 2,1681.04,2359.16,4198.48,1.43,35.63,0.80,20.02,0.65,1.09,0.59,0.72,3.00,0.00,96.86,1.00,0.70,0.0000,0.0356,83.00,17.00,0.00,0.00,0.00, 0,2723.84,2493.25,4198.48,2.18,54.62,1.30,32.44,0.67,1.22,0.55,0.71,2.98,0.00,67.59,1.00,0.80,0.0000,0.0241,76.96,20.49,0.00,0.00,2.56, 4,2805.54,2295.19,4198.48,2.44,61.12,1.34,33.41,0.38,0.69,0.56,0.71,3.00,0.00,130.44,1.00,0.33,0.0000,0.0809,77.84,8.42,0.00,0.00,13.74, 4,1611.78,2333.13,4198.48,1.38,34.54,0.77,19.19,0.40,0.72,0.56,0.71,3.00,0.00,125.64,1.00,0.38,0.0000,0.0740,78.96,10.06,0.00,0.02,10.96, 2,1697.83,2369.20,4198.48,1.43,35.83,0.81,20.22,0.40,0.90,0.44,0.72,3.03,0.01,92.20,1.00,0.54,0.0000,0.0547,61.71,38.29,0.00,0.00,0.00, 0,1685.68,1866.45,4198.48,1.81,45.16,0.80,20.07,0.39,1.03,0.38,0.71,2.97,0.00,62.37,1.00,0.68,0.0000,0.0377,53.94,43.51,0.00,0.00,2.56, 4,1652.51,1601.94,4198.48,2.06,51.58,0.79,19.68,0.38,0.68,0.55,0.71,2.99,0.00,130.15,1.00,0.31,0.0000,0.0821,77.77,8.49,0.00,0.00,13.74, 4,1584.59,2322.39,4198.48,1.36,34.12,0.75,18.87,,33.000
