#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
LinuxPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,Temperature
LinuxPCM,2024-12-02T18:28:30.170Z,0.49,1.37,0.36,0.90,3.76,0.02,287.21,1.00,0.85,0.0000,0.0175,0.02,0.01,16440.84,11982.22,4202.35,2.74,68.61,0.98,24.45,39.79,28.93,0.02,0.76,30.49,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.48,0.00,0.00,0.49,1.37,0.36,0.90,3.76,0.02,287.21,1.00,0.85,0.0000,0.0175,0.02,0.01,0.00,0.03,0.00, 0,16440.84,11982.22,4202.35,2.74,68.61,0.98,24.45,39.79,28.93,0.02,0.76,30.49,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.48,31.27,0.00,0.54,1.66,0.33,0.89,3.75,0.00,10.41,1.00,0.96,0.0000,0.0046,36.48,45.26,0.00,0.22,18.04, 0,2276.98,1368.21,4202.35,3.33,83.21,1.08,27.09,0.25,0.86,0.29,0.90,3.78,0.00,68.96,1.00,0.45,0.0000,0.0660,31.93,14.92,0.07,2.46,50.62,12,1044.67,1208.59,4202.35,1.73,43.22,0.50,12.43,1.20,1.68,0.72,0.89,3.75,0.00,22.94,1.00,0.96,0.0000,0.0045,80.29,1.13,0.02,0.28,18.28, 2,5042.21,3010.10,4202.35,3.35,83.75,2.40,59.99,0.42,1.15,0.36,0.90,3.78,0.00,50.05,1.00,0.76,0.0000,0.0285,40.55,24.34,0.00,0.08,35.03, 5,1758.96,1531.61,4202.35,2.30,57.42,0.84,20.93,0.67,1.67,0.40,0.89,3.75,0.00,12.79,1.00,0.96,0.0000,0.0045,45.16,36.58,0.00,0.22,18.04, 0,2821.87,1692.28,4202.35,3.33,83.37,1.34,33.57,0.34,0.99,0.34,0.88,3.71,0.01,70.52,1.00,0.58,0.0000,0.0495,38.76,8.09,0.07,2.46,50.62,12,1425.26,1439.52,4202.35,1.98,49.50,0.68,16.96,0.01,1.16,0.01,0.90,3.79,0.00,0.29,0.99,0.95,0.0000,0.0051,1.27,80.15,0.02,0.28,18.28, 2,55.75,48.25,4202.35,2.31,57.77,0.03,0.66,0.48,1.20,0.40,0.91,3.83,0.00,51.26,1.00,0.79,0.0000,0.0254,43.91,20.98,0.00,0.08,35.03, 5,2015.14,1683.67,4202.35,2.39,59.84,0.96,23.98,,33.000
LinuxPCM,2024-12-02T18:28:31.171Z,0.54,1.49,0.36,0.88,3.72,0.03,208.94,1.00,0.90,0.0000,0.0116,0.02,0.01,18024.79,12103.08,4202.43,2.98,74.46,1.07,26.81,40.70,33.46,0.05,1.02,24.77,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.43,0.00,0.00,0.54,1.49,0.36,0.88,3.72,0.03,208.94,1.00,0.90,0.0000,0.0116,0.02,0.01,0.00,0.04,0.00, 0,18024.79,12103.08,4202.43,2.98,74.46,1.07,26.81,40.70,33.46,0.05,1.02,24.77,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.43,32.26,0.00,0.96,1.67,0.58,0.88,3.71,0.00,18.42,1.00,0.96,0.0000,0.0046,65.23,16.98,0.00,0.13,17.66, 7,4045.60,2422.65,4202.43,3.34,83.50,1.93,48.13,0.33,0.94,0.35,0.89,3.74,0.00,69.84,1.00,0.58,0.0000,0.0499,39.62,30.20,0.02,0.10,30.06, 0,1399.81,1483.25,4202.43,1.89,47.19,0.67,16.66,0.54,1.67,0.32,0.87,3.67,0.00,10.33,1.00,0.96,0.0000,0.0045,37.12,45.15,0.00,0.20,17.53, 9,2275.76,1362.63,4202.43,3.34,83.51,1.08,27.08,0.91,1.67,0.55,0.89,3.75,0.00,17.45,1.00,0.96,0.0000,0.0045,61.29,1.04,0.17,3.66,33.85, 0,3838.90,2301.98,4202.43,3.34,83.38,1.83,45.68,0.25,1.64,0.15,0.88,3.71,0.01,4.78,1.00,0.96,0.0000,0.0046,17.14,65.07,0.00,0.13,17.66, 7,1046.09,636.33,4202.43,3.29,82.20,0.50,12.45,0.62,1.18,0.52,0.87,3.67,0.00,75.22,1.00,0.76,0.0000,0.0291,59.57,10.25,0.02,0.10,30.06, 0,2589.25,2185.17,4202.43,2.37,59.25,1.23,30.81,0.67,1.67,0.40,0.89,3.75,0.00,12.86,1.00,0.96,0.0000,0.0046,45.12,37.14,0.00,0.20,17.53, 9,2821.60,1692.44,4202.43,3.33,83.36,1.34,33.57,0.00,0.42,0.00,0.89,3.72,0.00,0.04,0.86,0.55,0.0006,0.0048,0.50,61.83,0.17,3.66,33.85, 0,7.79,18.62,4202.43,0.84,20.91,0.00,0.09,,33.000
LinuxPCM,2024-12-02T18:28:32.170Z,0.45,1.30,0.34,0.89,3.73,0.03,337.72,1.00,0.81,0.0000,0.0224,0.02,0.01,15060.94,11580.14,4197.79,2.60,65.03,0.90,22.42,38.82,25.16,0.03,0.88,35.10,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.36,0.00,0.00,0.45,1.30,0.34,0.89,3.73,0.03,337.72,1.00,0.81,0.0000,0.0224,0.02,0.01,0.00,0.03,0.00, 0,15060.94,11580.14,4197.79,2.60,65.03,0.90,22.42,38.82,25.16,0.03,0.88,35.10,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.36,29.16,0.00,0.17,1.25,0.13,0.90,3.77,0.00,14.53,1.00,0.83,0.0000,0.0207,14.84,35.39,0.00,0.80,48.97, 3,702.05,559.69,4197.79,2.51,62.72,0.33,8.36,0.46,0.98,0.46,0.89,3.73,0.01,97.60,1.00,0.57,0.0000,0.0510,52.40,3.76,0.10,2.02,41.72, 0,1913.62,1951.22,4197.79,1.96,49.04,0.91,22.79,0.61,1.37,0.44,0.88,3.71,0.00,45.99,1.00,0.85,0.0000,0.0181,49.96,18.04,0.00,0.00,32.01, 3,2542.16,1853.93,4197.79,2.74,68.56,1.21,30.28,1.21,1.67,0.73,0.89,3.75,0.00,23.24,1.00,0.96,0.0000,0.0046,81.29,0.27,0.00,0.72,17.72, 0,5093.69,3045.73,4197.79,3.34,83.62,2.43,60.67,0.54,1.52,0.36,0.89,3.72,0.01,21.56,1.00,0.92,0.0000,0.0095,40.34,9.89,0.00,0.80,48.97, 3,2279.95,1500.66,4197.79,3.04,75.96,1.09,27.16,0.25,0.73,0.34,0.89,3.74,0.00,93.57,1.00,0.26,0.0000,0.0888,38.45,17.71,0.10,2.02,41.72, 0,1053.59,1435.43,4197.79,1.47,36.70,0.50,12.55,0.35,1.21,0.29,0.88,3.71,0.00,41.16,1.00,0.77,0.0000,0.0280,32.79,35.21,0.00,0.00,32.01, 3,1467.38,1214.18,4197.79,2.42,60.43,0.70,17.48,0.00,0.44,0.00,0.87,3.65,0.00,0.06,0.92,0.42,0.0006,0.0073,0.53,81.03,0.00,0.72,17.72, 0,8.49,19.28,4197.79,0.88,22.03,0.00,0.10,,33.000
LinuxPCM,2024-12-02T18:28:33.171Z,0.37,0.99,0.37,0.90,3.79,0.02,494.94,1.00,0.66,0.0000,0.0403,0.02,0.01,12274.69,12378.81,4202.32,1.98,49.58,0.73,18.26,40.82,15.52,0.05,1.19,42.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.40,0.00,0.00,0.37,0.99,0.37,0.90,3.79,0.02,494.94,1.00,0.66,0.0000,0.0403,0.02,0.01,0.00,0.03,0.00, 0,12274.69,12378.81,4202.32,1.98,49.58,0.73,18.26,40.82,15.52,0.05,1.19,42.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.40,27.25,0.00,0.45,0.93,0.49,0.91,3.83,0.00,87.88,1.00,0.61,0.0000,0.0461,53.73,12.62,0.00,0.00,33.65, 2,1906.92,2057.18,4202.32,1.85,46.35,0.91,22.69,0.17,0.59,0.28,0.90,3.77,0.00,73.92,1.00,0.12,0.0000,0.1045,31.57,7.88,0.16,2.90,57.49, 0,707.46,1189.63,4202.32,1.19,29.73,0.34,8.42,0.30,0.79,0.37,0.89,3.76,0.00,75.37,1.00,0.49,0.0000,0.0604,41.77,8.79,0.02,0.21,49.22, 3,1247.12,1570.77,4202.32,1.59,39.70,0.59,14.84,1.03,1.66,0.62,0.91,3.81,0.00,19.70,1.00,0.96,0.0000,0.0045,68.64,0.38,0.02,1.65,29.31, 1,4348.97,2614.99,4202.32,3.33,83.15,2.07,51.74,0.38,0.85,0.44,0.90,3.77,0.00,86.55,1.00,0.54,0.0000,0.0545,49.39,16.96,0.00,0.00,33.65, 2,1588.82,1865.62,4202.32,1.70,42.58,0.76,18.90,0.26,0.77,0.34,0.89,3.76,0.00,75.58,1.00,0.42,0.0000,0.0690,37.69,1.76,0.16,2.90,57.49, 0,1095.58,1417.17,4202.32,1.55,38.65,0.52,13.04,0.33,0.83,0.39,0.90,3.80,0.00,75.91,1.00,0.54,0.0000,0.0551,43.50,7.06,0.02,0.21,49.21, 3,1376.94,1652.36,4202.32,1.67,41.67,0.66,16.38,0.00,0.26,0.00,0.91,3.80,0.00,0.03,0.94,0.35,0.0006,0.0102,0.29,68.73,0.02,1.65,29.31, 1,2.89,11.09,4202.32,0.52,13.04,0.00,0.03,,33.000
LinuxPCM,2024-12-02T18:28:34.170Z,0.42,1.09,0.39,0.90,3.76,0.03,481.71,1.00,0.72,0.0000,0.0340,0.02,0.01,14159.61,13005.54,4198.18,2.18,54.44,0.84,21.08,43.23,20.40,0.01,1.32,35.05,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.70,0.00,0.00,0.42,1.09,0.39,0.90,3.76,0.03,481.71,1.00,0.72,0.0000,0.0340,0.02,0.01,0.00,0.04,0.00, 0,14159.61,13005.54,4198.18,2.18,54.44,0.84,21.08,43.23,20.40,0.01,1.32,35.05,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.70,29.50,0.00,0.46,1.03,0.45,0.91,3.81,0.00,73.59,1.00,0.68,0.0000,0.0380,49.11,24.27,0.03,0.48,26.11, 3,1936.79,1872.21,4198.18,2.07,51.72,0.92,23.07,0.17,0.68,0.26,0.89,3.75,0.00,65.00,1.00,0.26,0.0000,0.0888,28.85,20.18,0.00,1.34,49.63, 0,732.40,1082.51,4198.18,1.35,33.83,0.35,8.72,0.33,0.80,0.41,0.89,3.74,0.00,88.57,1.00,0.47,0.0000,0.0635,46.43,9.87,0.00,3.07,40.62, 4,1394.13,1736.66,4198.18,1.61,40.14,0.66,16.60,1.13,1.67,0.67,0.89,3.75,0.00,21.65,1.00,0.96,0.0000,0.0046,75.48,0.31,0.00,0.38,23.83,10,4728.73,2832.02,4198.18,3.34,83.49,2.25,56.32,0.51,1.07,0.47,0.90,3.80,0.01,74.36,1.00,0.71,0.0000,0.0351,52.32,21.06,0.03,0.48,26.11, 3,2120.86,1984.75,4198.18,2.14,53.43,1.01,25.26,0.42,1.04,0.41,0.88,3.71,0.00,69.67,1.00,0.67,0.0000,0.0391,46.23,2.80,0.00,1.34,49.63, 0,1782.75,1713.32,4198.18,2.08,52.03,0.85,21.23,0.35,0.82,0.42,0.90,3.76,0.00,88.83,1.00,0.49,0.0000,0.0608,47.20,9.11,0.00,3.07,40.62, 4,1462.02,1775.36,4198.18,1.65,41.18,0.70,17.41,0.00,0.22,0.00,0.91,3.82,0.00,0.03,0.90,0.28,0.0013,0.0142,0.23,75.56,0.00,0.38,23.83,10,1.92,8.71,4198.18,0.44,11.03,0.00,0.02,,33.000
LinuxPCM,2024-12-02T18:28:35.171Z,0.50,1.55,0.32,0.87,3.64,0.02,152.37,1.00,0.92,0.0000,0.0091,0.02,0.01,16809.85,10865.07,4203.18,3.09,77.36,1.00,24.99,37.30,32.89,0.00,0.92,28.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.54,0.00,0.00,0.50,1.55,0.32,0.87,3.64,0.02,152.37,1.00,0.92,0.0000,0.0091,0.02,0.01,0.00,0.03,0.00, 0,16809.85,10865.07,4203.18,3.09,77.36,1.00,24.99,37.30,32.89,0.00,0.92,28.89,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.54,29.37,0.00,0.27,1.65,0.16,0.87,3.67,0.00,5.20,1.00,0.96,0.0000,0.0046,18.87,54.14,0.00,0.10,26.88, 9,1141.83,692.33,4203.18,3.30,82.46,0.54,13.58,0.54,1.67,0.33,0.86,3.61,0.01,10.36,1.00,0.96,0.0000,0.0045,37.95,44.41,0.00,3.25,14.39, 0,2285.26,1372.26,4203.18,3.33,83.27,1.09,27.18,0.46,1.34,0.34,0.87,3.64,0.00,36.64,1.00,0.84,0.0000,0.0191,39.24,17.37,0.00,0.32,43.08,14,1921.80,1429.79,4203.18,2.69,67.21,0.91,22.86,0.95,1.60,0.59,0.87,3.66,0.00,28.23,1.00,0.94,0.0000,0.0071,68.23,0.56,0.00,0.00,31.21,11,3996.99,2499.34,4203.18,3.20,79.96,1.90,47.54,0.78,1.67,0.47,0.86,3.63,0.00,14.88,1.00,0.96,0.0000,0.0045,54.09,18.93,0.00,0.10,26.88, 9,3278.94,1963.65,4203.18,3.34,83.49,1.56,39.01,0.63,1.67,0.38,0.86,3.61,0.00,12.15,1.00,0.96,0.0000,0.0046,44.16,38.19,0.00,3.26,14.39, 0,2667.12,1593.93,4203.18,3.35,83.66,1.27,31.73,0.33,1.25,0.27,0.87,3.67,0.00,34.31,1.00,0.79,0.0000,0.0246,30.43,26.17,0.00,0.32,43.08,13,1393.73,1118.39,4203.18,2.49,62.31,0.66,16.58,0.03,0.64,0.05,0.86,3.62,0.01,10.61,1.00,0.24,0.0000,0.0854,5.40,63.39,0.00,0.00,31.21,11,124.18,195.38,4203.18,1.27,31.78,0.06,1.48,,33.000
LinuxPCM,2024-12-02T18:28:36.171Z,0.53,1.48,0.36,0.86,3.63,0.02,204.35,1.00,0.90,0.0000,0.0115,0.02,0.01,17698.59,11948.23,4198.60,2.96,74.06,1.05,26.35,41.18,33.90,0.00,0.32,24.59,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88,0.00,0.00,0.53,1.48,0.36,0.86,3.63,0.02,204.35,1.00,0.90,0.0000,0.0115,0.02,0.01,0.00,0.04,0.00, 0,17698.59,11948.23,4198.60,2.96,74.06,1.05,26.35,41.18,33.90,0.00,0.32,24.59,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88,30.71,0.00,0.46,1.48,0.31,0.87,3.65,0.00,21.08,1.00,0.91,0.0000,0.0110,35.55,29.06,0.02,0.82,34.54, 1,1916.34,1297.66,4198.60,2.95,73.84,0.91,22.82,0.56,1.67,0.33,0.86,3.63,0.00,10.68,1.00,0.96,0.0000,0.0046,38.59,40.03,0.00,0.20,21.18, 0,2343.09,1400.35,4198.60,3.35,83.66,1.12,27.91,0.54,1.57,0.35,0.87,3.65,0.00,19.40,1.00,0.93,0.0000,0.0085,39.75,35.58,0.00,0.03,24.63, 9,2278.91,1450.37,4198.60,3.14,78.56,1.09,27.14,0.80,1.37,0.58,0.87,3.64,0.00,55.68,1.00,0.86,0.0000,0.0165,67.53,14.24,0.00,0.21,18.02, 2,3364.62,2455.33,4198.60,2.74,68.52,1.60,40.07,0.45,1.47,0.30,0.87,3.64,0.00,20.82,1.00,0.91,0.0000,0.0111,34.90,29.72,0.02,0.82,34.54, 1,1875.56,1271.65,4198.60,2.95,73.74,0.89,22.33,0.57,1.68,0.34,0.85,3.55,0.00,10.93,1.00,0.96,0.0000,0.0046,40.11,38.52,0.00,0.20,21.17, 0,2388.26,1424.30,4198.60,3.35,83.84,1.14,28.44,0.55,1.57,0.35,0.87,3.67,0.00,19.62,1.00,0.93,0.0000,0.0085,39.86,35.48,0.00,0.03,24.63, 9,2295.94,1463.18,4198.60,3.14,78.46,1.09,27.34,0.29,1.04,0.28,0.85,3.57,0.00,46.15,1.00,0.69,0.0000,0.0373,33.17,48.59,0.00,0.21,18.02, 2,1235.87,1185.38,4198.60,2.09,52.13,0.59,14.72,,33.000
LinuxPCM,2024-12-02T18:28:37.170Z,0.48,1.45,0.33,0.86,3.60,0.02,221.92,1.00,0.88,0.0000,0.0138,0.02,0.01,16023.35,11060.24,4198.12,2.90,72.44,0.95,23.86,38.46,30.26,0.00,1.35,29.93,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.19,0.00,0.00,0.48,1.45,0.33,0.86,3.60,0.02,221.92,1.00,0.88,0.0000,0.0138,0.02,0.01,0.00,0.04,0.00, 0,16023.35,11060.24,4198.12,2.90,72.44,0.95,23.86,38.46,30.26,0.00,1.35,29.93,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.19,27.99,0.00,0.08,1.61,0.05,0.84,3.52,0.00,1.85,1.00,0.95,0.0000,0.0054,6.08,63.29,0.00,0.22,30.41, 0,344.64,214.22,4198.12,3.22,80.44,0.16,4.10,0.23,1.58,0.14,0.85,3.58,0.00,6.50,1.00,0.94,0.0000,0.0068,16.96,65.02,0.00,1.53,16.50, 0,958.52,607.23,4198.12,3.16,78.93,0.46,11.42,0.45,1.03,0.44,0.85,3.59,0.00,80.57,1.00,0.64,0.0000,0.0426,51.20,29.80,0.00,0.00,19.01, 2,1890.01,1836.06,4198.12,2.06,51.47,0.90,22.51,0.39,1.66,0.23,0.85,3.58,0.00,7.34,1.00,0.96,0.0000,0.0045,27.36,15.18,0.02,3.64,53.80, 3,1619.95,978.31,4198.12,3.31,82.79,0.77,19.29,0.90,1.67,0.54,0.86,3.60,0.00,17.25,1.00,0.96,0.0000,0.0045,63.25,6.12,0.00,0.22,30.41, 0,3798.99,2277.97,4198.12,3.34,83.39,1.81,45.25,0.94,1.66,0.56,0.86,3.59,0.00,20.10,1.00,0.96,0.0000,0.0051,65.92,16.06,0.00,1.53,16.50, 0,3940.44,2368.24,4198.12,3.33,83.19,1.88,46.93,0.63,1.16,0.54,0.86,3.61,0.00,84.51,1.00,0.73,0.0000,0.0320,63.12,17.87,0.00,0.00,19.01, 2,2637.71,2275.84,4198.12,2.32,57.95,1.26,31.42,0.20,1.66,0.12,0.87,3.64,0.00,3.80,1.00,0.96,0.0000,0.0046,13.82,28.72,0.02,3.64,53.81, 3,833.10,502.38,4198.12,3.32,82.91,0.40,9.92,,33.000
LinuxPCM,2024-12-02T18:28:38.182Z,0.45,1.14,0.40,0.88,3.69,0.03,458.91,1.00,0.75,0.0000,0.0301,0.02,0.01,15232.23,13361.00,4202.57,2.28,57.00,0.90,22.62,45.21,22.66,0.00,0.69,31.44,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.59,0.00,0.00,0.45,1.14,0.40,0.88,3.69,0.03,458.91,1.00,0.75,0.0000,0.0301,0.02,0.01,0.00,0.03,0.00, 0,15232.23,13361.00,4202.57,2.28,57.00,0.90,22.62,45.21,22.66,0.00,0.69,31.44,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.59,29.43,0.00,0.49,1.23,0.40,0.88,3.68,0.01,48.78,1.00,0.80,0.0000,0.0238,45.37,35.22,0.00,2.09,17.32, 3,2053.37,1671.48,4202.57,2.46,61.42,0.98,24.43,0.29,0.87,0.33,0.88,3.70,0.00,66.88,1.00,0.53,0.0000,0.0557,37.12,21.38,0.00,0.31,41.18, 0,1201.50,1373.69,4202.57,1.75,43.73,0.57,14.30,0.52,0.94,0.55,0.87,3.66,0.00,105.05,1.00,0.60,0.0000,0.0475,63.43,4.56,0.00,0.00,32.01, 4,2209.36,2351.61,4202.57,1.88,46.98,1.04,25.99,0.88,1.67,0.53,0.88,3.71,0.00,16.99,1.00,0.96,0.0000,0.0046,60.01,4.58,0.00,0.35,35.06, 6,3707.95,2225.93,4202.57,3.33,83.29,1.76,44.12,0.60,1.30,0.46,0.88,3.71,0.00,51.02,1.00,0.83,0.0000,0.0202,52.41,28.18,0.00,2.09,17.32, 3,2528.60,1947.50,4202.57,2.60,64.92,1.20,30.08,0.45,1.06,0.42,0.87,3.67,0.00,70.04,1.00,0.69,0.0000,0.0369,48.52,9.99,0.00,0.31,41.18, 0,1898.00,1783.65,4202.57,2.13,53.21,0.90,22.58,0.32,0.74,0.44,0.87,3.67,0.00,98.88,1.00,0.39,0.0000,0.0728,49.85,17.77,0.00,0.00,32.38, 4,1357.56,1828.59,4202.57,1.48,37.12,0.65,16.15,0.07,1.55,0.04,0.88,3.72,0.01,1.27,1.00,0.96,0.0000,0.0046,4.80,59.78,0.00,0.35,35.06, 6,275.88,178.56,4202.57,3.09,77.25,0.13,3.28,,33.000
LinuxPCM,2024-12-02T18:28:39.171Z,0.44,1.39,0.32,0.87,3.66,0.02,228.94,1.00,0.87,0.0000,0.0154,0.02,0.01,14845.13,10672.10,4199.83,2.78,69.55,0.88,22.12,36.53,27.45,0.01,1.02,35.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.82,0.00,0.00,0.44,1.39,0.32,0.87,3.66,0.02,228.94,1.00,0.87,0.0000,0.0154,0.02,0.01,0.00,0.03,0.00, 0,14845.13,10672.10,4199.83,2.78,69.55,0.88,22.12,36.53,27.45,0.01,1.02,35.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.82,27.64,0.00,0.49,1.20,0.40,0.88,3.72,0.00,49.65,1.00,0.80,0.0000,0.0243,45.66,26.70,0.00,0.02,27.62, 1,2039.61,1696.62,4199.83,2.40,60.11,0.97,24.28,0.51,1.45,0.35,0.86,3.62,0.00,31.89,1.00,0.87,0.0000,0.0150,40.60,24.18,0.02,0.39,34.82, 0,2130.41,1468.10,4199.83,2.90,72.56,1.01,25.36,0.40,1.66,0.24,0.86,3.62,0.00,7.68,1.00,0.96,0.0000,0.0046,28.32,28.28,0.02,3.44,39.93, 3,1676.89,1012.20,4199.83,3.31,82.83,0.81,20.19,0.32,1.33,0.24,0.87,3.66,0.00,23.04,1.00,0.85,0.0000,0.0173,27.29,34.58,0.00,0.26,37.87,10,1329.42,999.77,4199.83,2.66,66.49,0.63,15.83,0.49,1.21,0.41,0.88,3.71,0.00,49.67,1.00,0.80,0.0000,0.0242,45.89,26.47,0.00,0.02,27.62, 1,2056.38,1702.30,4199.83,2.42,60.40,0.98,24.48,0.39,1.40,0.28,0.86,3.63,0.00,29.64,1.00,0.85,0.0000,0.0180,32.53,32.24,0.02,0.39,34.82, 0,1647.87,1179.62,4199.83,2.79,69.85,0.78,19.62,0.40,1.61,0.25,0.87,3.64,0.01,10.03,1.00,0.95,0.0000,0.0059,28.82,28.28,0.02,3.40,39.48, 3,1687.66,1049.72,4199.83,3.22,80.39,0.80,20.09,0.54,1.46,0.37,0.87,3.64,0.00,27.33,1.00,0.90,0.0000,0.0120,43.01,18.86,0.00,0.26,37.87,10,2276.89,1563.78,4199.83,2.91,72.80,1.08,27.11,,33.000
