#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
LinuxPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,Temperature
LinuxPCM,2024-12-02T18:28:20.167Z,0.41,1.27,0.32,0.94,3.94,0.04,314.29,1.00,0.81,0.0000,0.0228,0.03,0.02,13812.94,10844.51,4202.68,2.55,63.69,0.82,20.54,34.38,22.24,0.01,0.69,42.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.70,0.00,0.00,0.41,1.27,0.32,0.94,3.94,0.04,314.29,1.00,0.81,0.0000,0.0228,0.03,0.02,0.00,0.05,0.00, 0,13812.94,10844.51,4202.68,2.55,63.69,0.82,20.54,34.38,22.24,0.01,0.69,42.68,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.70,30.49,0.00,0.00,0.46,0.01,0.95,4.01,0.01,0.11,0.91,0.36,0.0007,0.0082,0.70,72.53,0.00,0.05,26.73, 0,12.93,28.09,4202.68,0.92,23.02,0.01,0.15,0.43,0.93,0.46,0.94,3.95,0.00,99.77,1.00,0.54,0.0000,0.0554,49.03,3.17,0.00,0.00,47.80,14,1799.95,1935.59,4202.68,1.86,46.50,0.86,21.41,0.19,1.58,0.12,0.93,3.93,0.01,3.71,1.00,0.96,0.0000,0.0046,12.93,35.67,0.04,2.06,49.30,15,803.27,507.95,4202.68,3.16,79.07,0.38,9.56,0.47,1.26,0.37,0.93,3.92,0.00,42.95,1.00,0.82,0.0000,0.0218,39.75,12.70,0.00,0.64,46.91,15,1966.37,1558.43,4202.68,2.52,63.09,0.94,23.39,1.11,1.66,0.67,0.94,3.95,0.00,21.23,1.00,0.96,0.0000,0.0045,71.16,2.06,0.00,0.05,26.73, 0,4672.78,2815.21,4202.68,3.32,82.99,2.22,55.59,0.27,0.74,0.37,0.94,3.95,0.00,96.93,1.00,0.29,0.0000,0.0851,39.05,13.15,0.00,0.00,47.80,14,1138.86,1544.87,4202.68,1.47,36.86,0.54,13.55,0.54,1.64,0.33,0.94,3.93,0.00,10.41,1.00,0.96,0.0000,0.0046,35.26,13.34,0.04,2.06,49.30,15,2277.88,1385.66,4202.68,3.29,82.19,1.08,27.10,0.27,1.07,0.25,0.94,3.93,0.00,39.19,1.00,0.71,0.0000,0.0343,27.17,25.28,0.00,0.64,46.91,15,1140.91,1068.71,4202.68,2.14,53.38,0.54,13.57,,33.000
LinuxPCM,2024-12-02T18:28:21.168Z,0.43,1.16,0.37,0.93,3.89,0.03,417.10,1.00,0.76,0.0000,0.0288,0.03,0.02,14488.49,12460.41,4202.18,2.33,58.14,0.86,21.55,39.98,20.86,0.00,0.54,38.62,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.05,0.00,0.00,0.43,1.16,0.37,0.93,3.89,0.03,417.10,1.00,0.76,0.0000,0.0288,0.03,0.02,0.00,0.05,0.00, 0,14488.49,12460.41,4202.18,2.33,58.14,0.86,21.55,39.98,20.86,0.00,0.54,38.62,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.05,31.88,0.00,0.00,0.41,0.01,0.93,3.90,0.01,0.12,0.91,0.44,0.0007,0.0083,0.86,82.74,0.00,1.28,15.11, 0,13.84,33.61,4202.18,0.82,20.58,0.01,0.16,0.17,0.67,0.26,0.93,3.90,0.00,69.27,1.00,0.21,0.0000,0.0942,28.22,6.68,0.00,0.09,65.01,14,735.29,1101.78,4202.18,1.33,33.37,0.35,8.75,0.70,1.44,0.48,0.93,3.89,0.00,37.21,1.00,0.89,0.0000,0.0127,52.09,26.50,0.00,0.65,20.75,15,2927.13,2027.49,4202.18,2.89,72.19,1.39,34.83,0.27,0.70,0.39,0.93,3.91,0.00,90.71,1.00,0.33,0.0000,0.0797,41.40,4.86,0.00,0.14,53.60,15,1138.79,1618.77,4202.18,1.41,35.17,0.54,13.55,1.28,1.66,0.77,0.92,3.88,0.00,24.35,1.00,0.96,0.0000,0.0045,83.11,0.49,0.00,1.28,15.11, 0,5361.42,3227.85,4202.18,3.32,83.05,2.55,63.79,0.27,0.85,0.32,0.93,3.89,0.00,71.38,1.00,0.48,0.0000,0.0627,34.42,0.48,0.00,0.09,65.01,14,1138.85,1339.28,4202.18,1.70,42.52,0.54,13.55,0.48,1.36,0.36,0.92,3.88,0.00,33.16,1.00,0.86,0.0000,0.0163,38.49,40.11,0.00,0.65,20.75,15,2034.84,1493.65,4202.18,2.72,68.12,0.97,24.21,0.27,0.70,0.39,0.93,3.92,0.00,90.89,1.00,0.33,0.0000,0.0798,41.26,5.00,0.00,0.14,53.60,15,1138.33,1617.98,4202.18,1.41,35.18,0.54,13.54,,33.000
LinuxPCM,2024-12-02T18:28:22.168Z,0.43,1.16,0.37,0.92,3.85,0.09,419.44,1.00,0.76,0.0000,0.0288,0.06,0.02,14564.49,12546.06,4198.33,2.32,58.04,0.87,21.68,40.72,21.57,0.01,0.43,37.26,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.36,0.00,0.00,0.43,1.16,0.37,0.92,3.85,0.09,419.44,1.00,0.76,0.0000,0.0288,0.06,0.02,0.00,0.08,0.00, 0,14564.49,12546.06,4198.33,2.32,58.04,0.87,21.68,40.72,21.57,0.01,0.43,37.26,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.36,31.18,0.00,0.28,1.60,0.18,0.91,3.82,0.02,5.48,1.00,0.96,0.0000,0.0046,19.33,62.26,0.00,0.42,17.99, 1,1182.08,738.87,4198.33,3.20,79.99,0.56,14.08,0.00,0.39,0.01,0.91,3.82,0.02,0.11,0.85,0.38,0.0011,0.0075,0.98,75.06,0.01,0.19,23.76, 0,14.70,37.34,4198.33,0.79,19.69,0.01,0.18,0.27,0.70,0.38,0.92,3.86,0.01,97.07,1.00,0.27,0.0000,0.0868,41.66,3.06,0.03,1.02,54.23,16,1118.23,1606.96,4198.33,1.39,34.79,0.53,13.32,0.27,0.71,0.38,0.92,3.85,0.01,89.50,1.00,0.34,0.0000,0.0784,41.73,5.09,0.00,0.09,53.08,14,1141.28,1607.13,4198.33,1.42,35.51,0.54,13.59,0.96,1.65,0.58,0.93,3.89,0.01,18.41,1.00,0.96,0.0000,0.0046,62.88,18.71,0.00,0.42,17.99, 1,4027.89,2442.53,4198.33,3.30,82.45,1.92,47.97,1.13,1.67,0.68,0.91,3.82,0.01,21.79,1.00,0.96,0.0000,0.0046,74.93,1.11,0.01,0.19,23.76, 0,4763.83,2858.62,4198.33,3.33,83.32,2.27,56.74,0.28,0.71,0.39,0.92,3.86,0.02,97.37,1.00,0.30,0.0000,0.0829,42.65,2.07,0.03,1.02,54.23,16,1174.08,1646.31,4198.33,1.43,35.66,0.56,13.98,0.27,0.71,0.38,0.92,3.87,0.01,89.71,1.00,0.34,0.0000,0.0785,41.62,5.20,0.00,0.09,53.08,14,1142.39,1608.31,4198.33,1.42,35.52,0.54,13.61,,33.000
LinuxPCM,2024-12-02T18:28:23.168Z,0.45,1.19,0.38,0.91,3.83,0.03,414.56,1.00,0.77,0.0000,0.0275,0.03,0.01,15080.34,12692.15,4202.11,2.38,59.41,0.90,22.43,41.40,23.05,0.22,0.93,34.40,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.45,0.00,0.00,0.45,1.19,0.38,0.91,3.83,0.03,414.56,1.00,0.77,0.0000,0.0275,0.03,0.01,0.00,0.04,0.00, 0,15080.34,12692.15,4202.11,2.38,59.41,0.90,22.43,41.40,23.05,0.22,0.93,34.40,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.45,31.29,0.00,0.70,1.66,0.42,0.91,3.81,0.00,13.45,1.00,0.96,0.0000,0.0046,46.52,37.41,0.00,0.39,15.68, 1,2948.60,1771.33,4202.11,3.33,83.23,1.40,35.08,0.24,1.64,0.15,0.89,3.72,0.01,4.67,1.00,0.96,0.0000,0.0046,16.76,66.51,0.88,1.67,14.19, 0,1023.74,623.37,4202.11,3.28,82.11,0.49,12.18,0.27,0.71,0.38,0.91,3.84,0.00,95.37,1.00,0.30,0.0000,0.0837,41.65,2.19,0.00,0.51,55.66,16,1139.95,1598.91,4202.11,1.43,35.65,0.54,13.56,0.27,0.72,0.38,0.91,3.83,0.00,87.91,1.00,0.35,0.0000,0.0772,41.14,5.65,0.00,1.14,52.07,14,1138.77,1577.46,4202.11,1.44,36.10,0.54,13.55,0.56,1.66,0.34,0.92,3.87,0.00,10.63,1.00,0.96,0.0000,0.0045,36.47,47.46,0.00,0.39,15.68, 1,2336.67,1411.46,4202.11,3.31,82.77,1.11,27.80,1.00,1.67,0.60,0.91,3.82,0.00,19.14,1.00,0.96,0.0000,0.0045,66.21,17.05,0.88,1.67,14.19, 0,4211.85,2529.30,4202.11,3.33,83.26,2.00,50.12,0.27,0.71,0.38,0.92,3.85,0.00,95.23,1.00,0.30,0.0000,0.0836,41.59,2.25,0.00,0.51,55.66,16,1139.20,1600.67,4202.11,1.42,35.58,0.54,13.55,0.27,0.72,0.38,0.92,3.86,0.00,88.16,1.00,0.35,0.0000,0.0772,40.90,5.89,0.00,1.14,52.07,14,1141.56,1579.64,4202.11,1.45,36.13,0.54,13.58,,33.000
LinuxPCM,2024-12-02T18:28:24.168Z,0.42,1.22,0.34,0.91,3.82,0.02,350.70,1.00,0.79,0.0000,0.0249,0.02,0.01,14070.15,11534.10,4198.29,2.44,60.99,0.84,20.95,37.74,22.58,0.12,1.14,38.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.70,0.00,0.00,0.42,1.22,0.34,0.91,3.82,0.02,350.70,1.00,0.79,0.0000,0.0249,0.02,0.01,0.00,0.03,0.00, 0,14070.15,11534.10,4198.29,2.44,60.99,0.84,20.95,37.74,22.58,0.12,1.14,38.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.70,29.51,0.00,0.43,1.00,0.42,0.92,3.84,0.00,73.80,1.00,0.65,0.0000,0.0413,46.28,9.04,0.00,0.81,43.87,14,1785.76,1778.43,4198.29,2.01,50.21,0.85,21.27,0.54,1.51,0.36,0.90,3.80,0.00,25.68,1.00,0.91,0.0000,0.0113,39.66,35.30,0.00,0.59,24.44, 0,2278.26,1505.65,4198.29,3.03,75.66,1.09,27.13,0.52,1.50,0.35,0.90,3.80,0.00,21.77,1.00,0.92,0.0000,0.0099,38.62,28.00,0.00,0.00,33.38,16,2198.89,1465.59,4198.29,3.00,75.02,1.05,26.19,0.20,0.81,0.25,0.91,3.83,0.00,54.66,1.00,0.47,0.0000,0.0637,27.76,16.63,0.47,3.16,51.98, 3,858.65,1063.21,4198.29,1.62,40.38,0.41,10.23,0.27,0.82,0.33,0.91,3.82,0.00,70.74,1.00,0.48,0.0000,0.0617,36.56,18.75,0.00,0.81,43.87,14,1146.21,1396.01,4198.29,1.64,41.05,0.55,13.65,0.57,1.52,0.37,0.91,3.80,0.00,26.08,1.00,0.91,0.0000,0.0109,41.24,33.72,0.00,0.59,24.44, 0,2383.09,1567.43,4198.29,3.04,76.02,1.14,28.38,0.47,1.48,0.32,0.92,3.87,0.00,20.77,1.00,0.91,0.0000,0.0104,34.77,31.85,0.00,0.00,33.38,16,1991.42,1344.16,4198.29,2.96,74.08,0.95,23.72,0.34,1.01,0.34,0.91,3.82,0.01,57.19,1.00,0.66,0.0000,0.0401,37.01,7.38,0.47,3.16,51.98, 3,1427.86,1413.62,4198.29,2.02,50.50,0.68,17.01,,33.000
LinuxPCM,2024-12-02T18:28:25.168Z,0.54,1.31,0.41,0.91,3.82,0.03,361.03,1.00,0.83,0.0000,0.0200,0.02,0.01,18078.22,13844.44,4202.57,2.61,65.29,1.08,26.89,45.27,29.81,0.00,0.64,24.27,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.41,0.00,0.00,0.54,1.31,0.41,0.91,3.82,0.03,361.03,1.00,0.83,0.0000,0.0200,0.02,0.01,0.00,0.03,0.00, 0,18078.22,13844.44,4202.57,2.61,65.29,1.08,26.89,45.27,29.81,0.00,0.64,24.27,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.41,35.21,0.00,0.23,0.66,0.35,0.92,3.85,0.00,83.53,1.00,0.28,0.0000,0.0857,38.55,22.86,0.00,1.35,37.23,11,974.16,1484.18,4202.57,1.31,32.82,0.46,11.59,0.47,1.19,0.40,0.91,3.83,0.01,57.65,1.00,0.76,0.0000,0.0290,43.47,30.56,0.00,1.12,24.85, 0,1987.08,1664.39,4202.57,2.39,59.69,0.95,23.64,0.70,1.65,0.42,0.91,3.84,0.00,15.35,1.00,0.96,0.0000,0.0052,46.32,35.57,0.00,0.03,18.08,14,2926.19,1778.31,4202.57,3.29,82.27,1.39,34.81,0.73,1.57,0.47,0.91,3.83,0.00,23.55,1.00,0.94,0.0000,0.0077,51.00,32.02,0.00,0.07,16.91, 1,3077.77,1955.45,4202.57,3.15,78.70,1.46,36.62,0.54,1.01,0.54,0.91,3.84,0.00,89.42,1.00,0.67,0.0000,0.0393,58.79,2.63,0.00,1.35,37.23,11,2276.14,2259.10,4202.57,2.02,50.38,1.08,27.08,0.58,1.26,0.46,0.90,3.77,0.00,59.82,1.00,0.79,0.0000,0.0246,50.95,23.08,0.00,1.12,24.85, 0,2432.05,1923.32,4202.57,2.53,63.23,1.16,28.93,0.54,1.64,0.33,0.90,3.80,0.00,12.36,1.00,0.95,0.0000,0.0054,36.63,45.26,0.00,0.03,18.08,14,2276.09,1391.37,4202.57,3.27,81.79,1.08,27.08,0.51,1.53,0.33,0.91,3.80,0.00,19.34,1.00,0.92,0.0000,0.0091,36.49,46.53,0.00,0.07,16.91, 1,2128.75,1388.32,4202.57,3.07,76.67,1.01,25.33,,33.000
LinuxPCM,2024-12-02T18:28:26.169Z,0.46,1.35,0.34,0.89,3.76,0.02,289.47,1.00,0.84,0.0000,0.0186,0.02,0.01,15525.59,11470.52,4202.45,2.71,67.68,0.92,23.09,38.15,26.95,0.20,0.68,34.01,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.13,0.00,0.00,0.46,1.35,0.34,0.89,3.76,0.02,289.47,1.00,0.84,0.0000,0.0186,0.02,0.01,0.00,0.03,0.00, 0,15525.59,11470.52,4202.45,2.71,67.68,0.92,23.09,38.15,26.95,0.20,0.68,34.01,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.13,29.98,0.00,0.00,0.30,0.00,0.89,3.73,0.00,0.05,0.95,0.30,0.0005,0.0104,0.46,25.08,0.01,0.56,73.89, 1,5.09,17.22,4202.45,0.59,14.77,0.00,0.06,0.74,1.20,0.62,0.89,3.75,0.00,91.38,1.00,0.76,0.0000,0.0292,69.27,25.53,0.00,0.00,5.20, 0,3129.19,2600.90,4202.45,2.41,60.16,1.49,37.23,0.27,1.10,0.25,0.90,3.79,0.01,37.27,1.00,0.73,0.0000,0.0325,27.56,31.47,0.81,2.14,38.02,15,1148.39,1043.88,4202.45,2.20,55.01,0.55,13.66,0.62,1.67,0.37,0.88,3.69,0.00,11.76,1.00,0.96,0.0000,0.0045,41.86,39.19,0.00,0.03,18.92, 0,2587.65,1546.86,4202.45,3.35,83.64,1.23,30.79,0.37,1.66,0.22,0.91,3.81,0.00,7.02,1.00,0.96,0.0000,0.0045,24.50,1.04,0.01,0.56,73.89, 1,1546.32,933.54,4202.45,3.31,82.82,0.74,18.40,0.56,1.10,0.51,0.89,3.75,0.00,88.17,1.00,0.69,0.0000,0.0373,57.02,37.77,0.00,0.00,5.20, 0,2362.71,2141.47,4202.45,2.21,55.17,1.12,28.11,0.54,1.33,0.41,0.90,3.77,0.00,42.41,1.00,0.84,0.0000,0.0186,45.38,13.65,0.81,2.14,38.02,15,2280.72,1711.80,4202.45,2.66,66.62,1.09,27.14,0.59,1.67,0.35,0.90,3.76,0.00,11.41,1.00,0.96,0.0000,0.0046,39.17,41.87,0.00,0.03,18.92, 0,2465.52,1474.85,4202.45,3.34,83.59,1.17,29.33,,33.000
LinuxPCM,2024-12-02T18:28:27.168Z,0.49,1.36,0.36,0.90,3.79,0.03,295.70,1.00,0.85,0.0000,0.0181,0.02,0.01,16351.41,11981.32,4198.98,2.73,68.24,0.97,24.34,39.52,28.33,0.36,1.01,30.77,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.09,0.00,0.00,0.49,1.36,0.36,0.90,3.79,0.03,295.70,1.00,0.85,0.0000,0.0181,0.02,0.01,0.00,0.02,0.00, 0,16351.41,11981.32,4198.98,2.73,68.24,0.97,24.34,39.52,28.33,0.36,1.01,30.77,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.09,31.89,0.00,0.61,1.41,0.43,0.89,3.75,0.00,35.46,1.00,0.88,0.0000,0.0137,48.72,14.22,0.00,1.59,35.47,11,2578.87,1825.76,4198.98,2.82,70.62,1.23,30.71,0.20,0.74,0.28,0.91,3.82,0.01,73.58,1.00,0.27,0.0000,0.0863,30.28,25.49,1.44,1.44,41.36,12,852.25,1157.77,4198.98,1.47,36.81,0.41,10.15,0.57,1.49,0.38,0.91,3.84,0.00,28.01,1.00,0.90,0.0000,0.0118,41.54,33.19,0.00,0.98,24.29, 1,2381.30,1593.13,4198.98,2.99,74.74,1.13,28.36,1.17,1.67,0.70,0.90,3.80,0.00,22.35,1.00,0.96,0.0000,0.0045,77.57,0.41,0.00,0.04,21.98, 0,4924.04,2946.17,4198.98,3.34,83.57,2.35,58.63,0.27,1.18,0.23,0.90,3.77,0.00,28.91,1.00,0.79,0.0000,0.0253,25.70,37.24,0.00,1.59,35.47,11,1140.57,969.29,4198.98,2.35,58.84,0.54,13.58,0.52,1.13,0.46,0.89,3.75,0.00,79.57,1.00,0.70,0.0000,0.0363,51.92,3.85,1.44,1.44,41.36,12,2191.99,1944.02,4198.98,2.26,56.38,1.04,26.10,0.54,1.49,0.36,0.91,3.82,0.00,27.76,1.00,0.90,0.0000,0.0122,40.05,34.68,0.00,0.98,24.29, 1,2276.45,1528.94,4198.98,2.98,74.45,1.08,27.11,0.00,0.37,0.00,0.92,3.85,0.00,0.05,0.93,0.69,0.0006,0.0085,0.42,77.56,0.00,0.04,21.98, 0,5.93,16.23,4198.98,0.73,18.25,0.00,0.07,,33.000
LinuxPCM,2024-12-02T18:28:28.169Z,0.41,1.15,0.36,0.91,3.83,0.02,418.68,1.00,0.74,0.0000,0.0306,0.02,0.01,13698.35,11958.47,4202.91,2.29,57.27,0.81,20.37,39.04,20.02,0.08,0.36,40.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.57,0.00,0.00,0.41,1.15,0.36,0.91,3.83,0.02,418.68,1.00,0.74,0.0000,0.0306,0.02,0.01,0.00,0.02,0.00, 0,13698.35,11958.47,4202.91,2.29,57.27,0.81,20.37,39.04,20.02,0.08,0.36,40.51,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.57,29.37,0.00,0.27,0.90,0.30,0.91,3.84,0.00,57.81,1.00,0.58,0.0000,0.0502,33.13,21.36,0.01,0.61,44.89, 1,1152.13,1273.78,4202.91,1.81,45.22,0.55,13.71,0.21,0.72,0.30,0.89,3.75,0.00,77.44,1.00,0.28,0.0000,0.0863,33.40,7.14,0.29,0.03,59.14,12,897.51,1252.57,4202.91,1.43,35.83,0.43,10.68,0.43,1.08,0.39,0.91,3.82,0.00,60.30,1.00,0.72,0.0000,0.0337,43.21,16.40,0.00,0.00,40.40, 3,1788.89,1649.64,4202.91,2.17,54.22,0.85,21.28,0.92,1.67,0.55,0.91,3.83,0.00,17.50,1.00,0.96,0.0000,0.0045,60.36,21.23,0.00,0.80,17.61, 0,3862.32,2315.22,4202.91,3.34,83.41,1.84,45.95,0.44,1.10,0.40,0.92,3.87,0.00,61.08,1.00,0.72,0.0000,0.0329,43.61,10.88,0.01,0.61,44.89, 1,1854.05,1689.76,4202.91,2.19,54.86,0.88,22.06,0.27,0.81,0.33,0.90,3.78,0.00,78.71,1.00,0.42,0.0000,0.0690,36.97,3.57,0.29,0.03,59.14,12,1140.17,1399.92,4202.91,1.63,40.72,0.54,13.56,0.40,1.06,0.37,0.92,3.87,0.00,59.75,1.00,0.70,0.0000,0.0359,40.53,19.07,0.00,0.00,40.40, 3,1663.95,1570.68,4202.91,2.12,52.97,0.79,19.80,0.32,1.66,0.19,0.91,3.82,0.00,6.09,1.00,0.96,0.0000,0.0045,21.12,60.47,0.00,0.80,17.61, 0,1339.32,806.89,4202.91,3.32,82.99,0.64,15.93,,33.000
LinuxPCM,2024-12-02T18:28:29.170Z,0.43,1.17,0.36,0.90,3.77,0.02,397.83,1.00,0.77,0.0000,0.0278,0.02,0.01,14309.31,12183.11,4201.87,2.35,58.73,0.85,21.28,40.34,21.84,0.11,0.90,36.81,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.21,0.00,0.00,0.43,1.17,0.36,0.90,3.77,0.02,397.83,1.00,0.77,0.0000,0.0278,0.02,0.01,0.00,0.03,0.00, 0,14309.31,12183.11,4201.87,2.35,58.73,0.85,21.28,40.34,21.84,0.11,0.90,36.81,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.21,29.05,0.00,0.59,1.37,0.43,0.91,3.81,0.00,38.88,1.00,0.87,0.0000,0.0157,47.27,21.43,0.00,0.00,31.30, 5,2473.51,1800.30,4201.87,2.75,68.70,1.18,29.43,0.19,0.96,0.20,0.90,3.78,0.01,39.59,1.00,0.59,0.0000,0.0491,22.19,27.41,0.43,3.18,46.79, 0,805.58,838.72,4201.87,1.92,48.02,0.38,9.59,0.57,1.43,0.40,0.91,3.82,0.00,33.60,1.00,0.88,0.0000,0.0140,44.07,27.07,0.00,0.04,28.83, 7,2403.78,1683.37,4201.87,2.86,71.40,1.14,28.60,0.45,0.93,0.48,0.89,3.74,0.00,88.69,1.00,0.60,0.0000,0.0474,53.75,5.55,0.00,0.38,40.33, 3,1872.94,2012.40,4201.87,1.86,46.54,0.89,22.29,0.39,1.26,0.31,0.91,3.80,0.00,34.98,1.00,0.82,0.0000,0.0215,33.88,34.82,0.00,0.00,31.30, 5,1625.38,1288.61,4201.87,2.52,63.07,0.77,19.34,0.48,1.29,0.37,0.89,3.72,0.01,44.99,1.00,0.81,0.0000,0.0224,41.72,7.87,0.43,3.18,46.79, 0,2008.98,1553.71,4201.87,2.59,64.65,0.96,23.91,0.47,1.38,0.34,0.90,3.79,0.00,31.63,1.00,0.87,0.0000,0.0160,37.66,33.47,0.00,0.04,28.83, 7,1977.87,1428.80,4201.87,2.77,69.21,0.94,23.54,0.27,0.72,0.38,0.89,3.74,0.00,85.47,1.00,0.37,0.0000,0.0749,42.19,17.11,0.00,0.38,40.33, 3,1141.27,1577.20,4201.87,1.45,36.18,0.54,13.58,,33.000
