System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System Core C-States,System Core C-States,System Core C-States,System Core C-States,System Core C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System,System,System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),,Signal
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),SYSTEM Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,,Temperature
2024-12-06,18:32:24.232,0.51,2.19,0.23,1.34,4.57,0.39,0.27,0.89,1.00,0.0000,0.0000,0.03,0.01,41720.53,19046.18,3418.19,4.38,73.02,1.02,16.95,17.28,22.29,0.00,60.42,0.00,100.00,0.00,0.00,0.00,70.80,0.00,0.00,0.00,0.51,2.19,0.23,1.34,4.57,0.39,0.27,0.89,1.00,0.0000,0.0000,0.03,0.01,42,41720.53,19046.18,3418.19,4.38,73.02,1.02,16.95,17.28,22.29,0.00,60.42,0.00,100.00,0.00,0.00,0.00,70.80,69.16,0.00,2.03,2.19,0.93,1.35,4.59,0.02,0.01,0.94,1.00,0.0000,0.0000,68.52,3.18,0.00,28.30,0.00,44,6934.86,3161.90,3418.19,4.39,73.11,4.06,67.63,0.00,0.73,0.00,0.98,3.33,0.01,0.05,0.97,0.60,0.0014,0.0101,0.21,71.48,0.00,28.30,0.00,44,5.23,7.17,3418.19,1.46,24.28,0.00,0.05,2.02,2.20,0.92,1.34,4.56,0.00,0.01,0.98,1.00,0.0000,0.0000,68.30,3.29,0.00,28.41,0.00,46,6890.16,3131.45,3418.19,4.40,73.34,4.03,67.19,0.01,2.13,0.01,1.54,5.25,0.00,0.00,0.97,1.00,0.0000,0.0000,0.41,71.17,0.00,28.41,0.00,46,46.37,21.74,3418.19,4.26,71.08,0.03,0.45,2.03,2.20,0.92,1.34,4.57,0.00,0.01,0.99,1.00,0.0000,0.0000,68.61,3.02,0.00,28.37,0.00,42,6936.66,3150.12,3418.19,4.40,73.40,4.06,67.65,0.00,0.41,0.00,1.23,4.18,0.00,0.00,0.96,0.69,0.0023,0.0052,0.01,71.62,0.00,28.37,0.00,42,0.15,0.36,3418.19,0.83,13.82,0.00,0.00,0.09,2.15,0.04,1.15,3.93,0.06,0.02,0.80,1.00,0.0002,0.0001,3.68,3.10,0.00,93.22,0.00,54,312.54,145.30,3418.19,4.30,71.70,0.18,3.05,0.00,0.74,0.00,1.27,4.32,0.02,0.01,0.85,0.65,0.0058,0.0019,0.09,6.70,0.00,93.22,0.00,54,2.76,3.75,3418.19,1.47,24.52,0.00,0.03,2.02,2.20,0.92,1.34,4.56,0.01,0.01,0.94,1.00,0.0000,0.0000,68.27,3.32,0.00,28.41,0.00,42,6890.75,3130.25,3418.19,4.40,73.38,4.03,67.20,0.01,2.05,0.01,1.55,5.26,0.00,0.00,0.97,1.00,0.0000,0.0000,0.43,71.16,0.00,28.41,0.00,42,46.50,22.71,3418.19,4.10,68.27,0.03,0.45,1.94,2.19,0.88,1.35,4.60,0.03,0.03,0.95,1.00,0.0000,0.0000,65.30,10.91,0.00,23.79,0.00,44,6616.15,3022.15,3418.19,4.38,72.97,3.87,64.52,0.01,2.03,0.01,1.55,5.26,0.00,0.00,0.97,1.00,0.0000,0.0000,0.44,75.78,0.00,23.79,0.00,44,46.78,23.06,3418.19,4.06,67.61,0.03,0.46,0.00,0.77,0.00,1.48,5.04,0.04,0.01,0.64,0.88,0.0037,0.0007,0.28,19.27,0.00,80.45,0.00,57,11.07,14.38,3418.19,1.54,25.65,0.01,0.11,0.00,1.03,0.00,1.47,5.01,0.03,0.01,0.74,0.85,0.0036,0.0008,0.15,19.40,0.00,80.45,0.00,57,7.63,7.42,3418.19,2.06,34.26,0.00,0.07,2.03,2.20,0.92,1.34,4.57,0.00,0.02,0.99,1.00,0.0000,0.0000,68.69,3.02,0.00,28.29,0.00,44,6936.32,3155.23,3418.19,4.40,73.28,4.06,67.64,0.00,0.12,0.00,1.46,4.97,0.00,0.00,0.81,0.78,0.0092,0.0033,0.04,71.67,0.00,28.29,0.00,44,0.21,1.80,3418.19,0.24,3.96,0.00,0.00,0.00,0.68,0.00,1.05,3.56,0.02,0.01,0.89,0.72,0.0025,0.0021,0.29,7.73,0.00,91.99,0.00,57,6.90,10.22,3418.19,1.35,22.53,0.00,0.07,0.00,0.72,0.00,0.94,3.20,0.06,0.02,0.76,0.62,0.0065,0.0024,0.42,4.75,0.00,94.83,0.00,57,9.72,13.47,3418.19,1.44,24.05,0.01,0.09,0.00,0.81,0.00,0.99,3.36,0.03,0.02,0.78,0.72,0.0033,0.0019,0.31,2.36,0.00,97.33,0.00,57,8.45,10.41,3418.19,1.62,27.08,0.00,0.08,0.00,0.98,0.00,0.96,3.26,0.01,0.00,0.65,0.88,0.0030,0.0009,0.10,2.18,0.00,97.72,0.00,57,3.24,3.30,3418.19,1.97,32.80,0.00,0.03,0.00,0.76,0.00,0.86,2.93,0.01,0.01,0.78,0.70,0.0036,0.0024,0.10,3.00,0.00,96.91,0.00,58,2.15,2.82,3418.19,1.52,25.36,0.00,0.02,0.00,0.29,0.00,0.60,2.03,0.01,0.00,0.89,0.35,0.0134,0.0077,0.08,2.21,0.00,97.70,0.00,58,0.49,1.67,3418.19,0.59,9.79,0.00,0.00,0.00,0.22,0.00,0.80,2.70,0.00,0.00,0.86,0.36,0.0181,0.0114,0.02,2.31,0.00,97.67,0.00,58,0.15,0.68,3418.19,0.44,7.25,0.00,0.00,0.00,1.10,0.00,1.11,3.78,0.02,0.01,0.75,0.66,0.0038,0.0010,0.13,2.35,0.00,97.53,0.00,58,5.28,4.82,3418.19,2.19,36.56,0.00,0.05,,38.000
