#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
LinuxPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,Temperature
LinuxPCM,2024-12-02T18:50:53.887Z,0.41,2.11,0.20,0.81,3.40,1.17,4.16,0.67,0.81,0.0001,0.0003,2.80,1.49,13892.13,6589.68,4203.06,4.22,105.41,0.83,20.66,24.23,28.17,0.09,1.13,46.38,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.09,0.00,0.00,0.41,2.11,0.20,0.81,3.40,1.17,4.16,0.67,0.81,0.0001,0.0003,2.80,1.49,1.08,3.21,0.00, 0,13892.13,6589.68,4203.06,4.22,105.41,0.83,20.66,24.23,28.17,0.09,1.13,46.38,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.09,17.83,0.00,0.95,1.99,0.48,0.81,3.41,0.54,1.45,0.60,0.79,0.0001,0.0004,58.89,40.55,0.19,0.03,0.34, 0,4003.95,2008.55,4203.06,3.99,99.67,1.91,47.63,0.00,0.36,0.01,0.81,3.42,0.01,0.05,0.77,0.41,0.0013,0.0063,0.62,0.97,0.00,1.29,97.12, 9,7.65,21.12,4203.06,0.72,18.11,0.00,0.09,0.08,1.52,0.06,0.81,3.40,0.07,0.20,0.53,0.65,0.0002,0.0006,6.89,92.91,0.07,0.00,0.13, 1,356.00,234.30,4203.06,3.04,75.97,0.17,4.24,0.00,0.36,0.00,0.81,3.39,0.01,0.04,0.79,0.52,0.0011,0.0057,0.59,8.18,0.11,3.19,87.93,10,7.19,19.99,4203.06,0.72,17.99,0.00,0.09,0.61,2.47,0.25,0.79,3.33,0.04,0.47,0.89,0.85,0.0000,0.0002,31.19,68.25,0.19,0.03,0.34, 0,2572.55,1040.46,4203.06,4.95,123.63,1.22,30.60,0.00,0.26,0.00,0.82,3.42,0.00,0.02,0.78,0.41,0.0014,0.0071,0.27,1.32,0.00,1.29,97.12, 9,2.43,9.40,4203.06,0.52,12.90,0.00,0.03,1.59,2.23,0.71,0.81,3.40,0.36,1.59,0.75,0.84,0.0001,0.0002,88.15,11.65,0.07,0.00,0.13, 1,6688.64,3003.42,4203.06,4.45,111.35,3.18,79.57,0.06,1.01,0.06,0.83,3.48,0.14,0.34,0.35,0.53,0.0005,0.0013,7.25,1.52,0.11,3.19,87.93,10,253.72,252.44,4203.06,2.01,50.25,0.12,3.02,,34.000
LinuxPCM,2024-12-02T18:50:54.887Z,0.38,2.09,0.18,0.81,3.41,1.13,3.89,0.67,0.80,0.0001,0.0003,2.75,1.39,12920.62,6183.88,4198.72,4.18,104.47,0.77,19.23,22.68,27.85,1.08,1.05,47.33,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.99,0.00,0.00,0.38,2.09,0.18,0.81,3.41,1.13,3.89,0.67,0.80,0.0001,0.0003,2.75,1.39,1.08,3.06,0.00, 0,12920.62,6183.88,4198.72,4.18,104.47,0.77,19.23,22.68,27.85,1.08,1.05,47.33,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.99,17.71,0.00,0.00,0.40,0.01,0.82,3.43,0.01,0.06,0.73,0.44,0.0017,0.0064,0.63,96.87,0.54,0.63,1.33, 0,8.60,21.54,4198.72,0.80,19.96,0.00,0.10,0.06,1.01,0.06,0.88,3.68,0.13,0.31,0.38,0.56,0.0005,0.0012,6.83,1.21,0.04,1.91,90.02,10,253.79,251.20,4198.72,2.02,50.52,0.12,3.02,0.00,0.14,0.00,0.86,3.62,0.00,0.01,0.63,0.32,0.0038,0.0116,0.16,95.20,2.97,0.07,1.60, 2,0.78,5.71,4198.72,0.27,6.79,0.00,0.01,0.00,0.36,0.00,0.81,3.41,0.01,0.02,0.74,0.45,0.0014,0.0056,0.34,0.91,0.78,1.59,96.38, 9,4.23,11.61,4198.72,0.73,18.19,0.00,0.05,1.48,2.15,0.69,0.81,3.39,0.53,1.78,0.67,0.81,0.0001,0.0003,85.54,11.95,0.54,0.63,1.33, 0,6217.28,2897.25,4198.72,4.29,107.30,2.96,74.04,0.00,0.39,0.00,0.81,3.41,0.00,0.03,0.84,0.44,0.0008,0.0050,0.45,7.58,0.04,1.91,90.02,10,6.04,15.42,4198.72,0.78,19.60,0.00,0.07,1.53,2.17,0.71,0.81,3.41,0.43,1.65,0.71,0.83,0.0001,0.0003,87.09,8.27,2.97,0.07,1.60, 2,6423.77,2966.54,4198.72,4.33,108.27,3.06,76.50,0.00,0.42,0.00,0.80,3.37,0.01,0.03,0.79,0.53,0.0011,0.0054,0.43,0.82,0.78,1.59,96.38, 9,6.13,14.61,4198.72,0.84,20.99,0.00,0.07,,34.000
LinuxPCM,2024-12-02T18:50:55.887Z,0.38,2.09,0.18,0.81,3.41,1.13,3.94,0.68,0.80,0.0001,0.0003,2.76,1.38,12875.76,6169.16,4198.77,4.17,104.36,0.77,19.17,22.60,27.76,1.09,1.29,47.26,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.01,0.00,0.00,0.38,2.09,0.18,0.81,3.41,1.13,3.94,0.68,0.80,0.0001,0.0003,2.76,1.38,1.08,3.06,0.00, 0,12875.76,6169.16,4198.77,4.17,104.36,0.77,19.17,22.60,27.76,1.09,1.29,47.26,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.01,17.74,0.00,1.49,2.15,0.69,0.81,3.40,0.52,1.82,0.68,0.80,0.0001,0.0003,85.43,13.42,0.35,0.07,0.73, 0,6247.97,2905.22,4198.77,4.30,107.53,2.98,74.40,0.06,1.00,0.06,0.86,3.62,0.14,0.33,0.44,0.56,0.0005,0.0013,7.22,2.04,0.47,4.82,85.45,10,260.63,261.51,4198.77,1.99,49.83,0.12,3.10,0.00,0.44,0.00,0.82,3.46,0.01,0.03,0.76,0.53,0.0010,0.0045,0.45,91.61,3.55,0.00,4.39, 2,6.81,15.45,4198.77,0.88,22.02,0.00,0.08,0.00,0.34,0.00,0.82,3.46,0.01,0.02,0.74,0.42,0.0015,0.0061,0.32,0.92,0.00,0.28,98.47,10,3.81,11.19,4198.77,0.68,17.04,0.00,0.05,0.08,2.38,0.03,0.79,3.34,0.01,0.07,0.85,0.83,0.0000,0.0002,4.07,94.78,0.35,0.07,0.73, 0,323.28,135.83,4198.77,4.76,119.01,0.15,3.85,0.00,0.25,0.00,0.82,3.46,0.00,0.02,0.76,0.41,0.0016,0.0074,0.35,8.91,0.47,4.82,85.45,10,3.01,12.11,4198.77,0.50,12.42,0.00,0.04,1.43,2.14,0.67,0.81,3.41,0.43,1.61,0.71,0.82,0.0001,0.0003,82.61,9.45,3.55,0.00,4.39, 2,6024.26,2815.77,4198.77,4.28,106.97,2.87,71.74,0.00,0.50,0.00,0.82,3.43,0.01,0.03,0.58,0.44,0.0017,0.0045,0.35,0.90,0.00,0.28,98.47,10,5.98,12.08,4198.77,0.99,24.76,0.00,0.07,,34.000
LinuxPCM,2024-12-02T18:50:56.888Z,0.41,2.11,0.19,0.81,3.41,1.16,4.21,0.68,0.80,0.0001,0.0003,2.78,1.48,13788.27,6544.42,4203.02,4.21,105.34,0.82,20.50,23.99,27.97,0.06,2.29,45.69,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.17,0.00,0.00,0.41,2.11,0.19,0.81,3.41,1.16,4.21,0.68,0.80,0.0001,0.0003,2.78,1.48,1.08,3.19,0.00, 0,13788.27,6544.42,4203.02,4.21,105.34,0.82,20.50,23.99,27.97,0.06,2.29,45.69,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.17,17.91,0.00,0.84,2.45,0.34,0.80,3.35,0.07,0.74,0.88,0.85,0.0000,0.0002,42.86,56.49,0.10,0.00,0.54, 0,3525.52,1437.20,4203.02,4.91,122.65,1.68,41.94,0.01,0.65,0.01,0.83,3.50,0.04,0.11,0.54,0.47,0.0012,0.0030,1.61,1.35,0.04,6.62,90.38, 9,36.36,56.30,4203.02,1.29,32.29,0.02,0.43,0.00,0.17,0.00,0.82,3.44,0.00,0.01,0.62,0.31,0.0048,0.0136,0.17,98.70,0.07,0.00,1.05, 2,0.99,5.92,4203.02,0.34,8.39,0.00,0.01,0.00,0.24,0.00,0.84,3.51,0.00,0.02,0.75,0.38,0.0017,0.0073,0.32,6.33,0.02,2.53,90.81, 9,2.65,11.25,4203.02,0.47,11.77,0.00,0.03,0.73,1.87,0.39,0.82,3.43,0.51,1.23,0.57,0.77,0.0002,0.0004,47.56,51.79,0.10,0.00,0.54, 0,3054.41,1631.47,4203.02,3.74,93.61,1.45,36.34,0.00,0.37,0.00,0.85,3.55,0.01,0.03,0.81,0.50,0.0010,0.0054,0.43,2.53,0.04,6.62,90.38, 9,5.63,15.39,4203.02,0.73,18.28,0.00,0.07,1.66,2.18,0.76,0.81,3.41,0.44,1.81,0.72,0.82,0.0001,0.0003,93.23,5.64,0.07,0.00,1.05, 2,6958.90,3185.68,4203.02,4.37,109.22,3.31,82.79,0.05,1.01,0.05,0.84,3.53,0.09,0.26,0.41,0.56,0.0004,0.0013,5.70,0.94,0.02,2.53,90.81, 9,203.80,201.21,4203.02,2.03,50.65,0.10,2.42,,34.000
LinuxPCM,2024-12-02T18:50:57.887Z,0.38,2.09,0.18,0.81,3.42,1.13,3.77,0.67,0.81,0.0001,0.0003,2.75,1.38,12810.43,6124.29,4198.79,4.18,104.59,0.76,19.07,22.41,27.75,0.37,1.21,48.25,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.88,0.00,0.00,0.38,2.09,0.18,0.81,3.42,1.13,3.77,0.67,0.81,0.0001,0.0003,2.75,1.38,1.08,3.05,0.00, 0,12810.43,6124.29,4198.79,4.18,104.59,0.76,19.07,22.41,27.75,0.37,1.21,48.25,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.88,17.61,0.00,0.00,0.30,0.00,0.83,3.47,0.02,0.05,0.67,0.33,0.0032,0.0103,0.45,98.06,0.28,0.83,0.38, 0,4.64,15.49,4198.79,0.60,14.97,0.00,0.06,0.00,0.40,0.00,0.87,3.64,0.00,0.02,0.83,0.54,0.0008,0.0049,0.35,1.13,0.01,2.93,95.59, 9,5.11,12.61,4198.79,0.81,20.24,0.00,0.06,0.00,0.23,0.00,0.85,3.55,0.00,0.02,0.67,0.36,0.0028,0.0096,0.20,93.03,1.17,0.20,5.40, 2,1.65,7.09,4198.79,0.46,11.60,0.00,0.02,0.00,0.26,0.00,0.85,3.58,0.00,0.02,0.80,0.41,0.0011,0.0062,0.26,7.19,0.02,0.89,91.64,10,2.46,9.30,4198.79,0.53,13.25,0.00,0.03,1.54,2.16,0.71,0.81,3.40,0.54,1.78,0.68,0.82,0.0001,0.0003,88.08,10.43,0.28,0.83,0.38, 0,6470.57,2992.91,4198.79,4.32,108.10,3.08,77.05,0.00,0.46,0.01,0.85,3.56,0.01,0.05,0.83,0.57,0.0008,0.0048,0.69,0.78,0.01,2.93,95.59, 9,11.32,24.68,4198.79,0.92,22.94,0.01,0.13,1.44,2.15,0.67,0.81,3.41,0.42,1.54,0.71,0.83,0.0001,0.0003,82.62,10.61,1.17,0.20,5.40, 2,6062.68,2819.36,4198.79,4.30,107.52,2.89,72.20,0.06,1.04,0.06,0.87,3.65,0.13,0.29,0.35,0.57,0.0005,0.0011,6.65,0.80,0.02,0.89,91.64,10,252.01,242.85,4198.79,2.08,51.89,0.12,3.00,,34.000
LinuxPCM,2024-12-02T18:50:58.887Z,0.42,2.07,0.20,0.80,3.38,1.29,4.44,0.67,0.80,0.0001,0.0003,3.13,1.51,13949.94,6724.73,4198.53,4.15,103.72,0.83,20.77,24.88,27.82,0.06,1.13,46.11,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.99,0.00,0.00,0.42,2.07,0.20,0.80,3.38,1.29,4.44,0.67,0.80,0.0001,0.0003,3.13,1.51,1.08,3.56,0.00, 0,13949.94,6724.73,4198.53,4.15,103.72,0.83,20.77,24.88,27.82,0.06,1.13,46.11,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.99,17.71,0.00,1.50,2.07,0.73,0.80,3.38,0.68,2.09,0.65,0.79,0.0001,0.0003,90.30,9.46,0.12,0.00,0.13, 2,6314.84,3049.35,4198.53,4.14,103.54,3.01,75.20,0.00,0.26,0.00,0.81,3.39,0.01,0.04,0.75,0.26,0.0023,0.0100,0.49,1.54,0.00,1.01,96.96, 9,4.41,16.72,4198.53,0.53,13.18,0.00,0.05,0.00,0.24,0.00,0.81,3.40,0.01,0.02,0.62,0.35,0.0036,0.0103,0.24,99.28,0.08,0.26,0.14, 0,1.88,8.02,4198.53,0.47,11.76,0.00,0.02,0.00,0.27,0.00,0.81,3.39,0.00,0.02,0.77,0.44,0.0013,0.0062,0.40,9.10,0.05,3.24,87.21, 9,3.64,13.39,4198.53,0.54,13.59,0.00,0.04,0.09,2.32,0.04,0.79,3.32,0.01,0.10,0.85,0.82,0.0000,0.0003,5.10,94.65,0.12,0.00,0.13, 2,391.42,169.07,4198.53,4.63,115.76,0.19,4.66,0.00,0.33,0.00,0.81,3.39,0.01,0.03,0.70,0.42,0.0016,0.0059,0.40,1.62,0.00,1.01,96.97, 9,4.48,13.64,4198.53,0.66,16.40,0.00,0.05,1.66,2.19,0.76,0.81,3.38,0.42,1.75,0.73,0.83,0.0001,0.0003,94.06,5.46,0.08,0.26,0.14, 0,6967.98,3180.17,4198.53,4.38,109.55,3.32,82.98,0.06,0.95,0.07,0.81,3.41,0.15,0.40,0.39,0.53,0.0006,0.0015,8.05,1.45,0.05,3.24,87.21, 9,261.29,274.38,4198.53,1.90,47.62,0.12,3.11,,34.000
LinuxPCM,2024-12-02T18:50:59.887Z,0.39,2.04,0.19,0.81,3.42,1.31,4.36,0.67,0.79,0.0001,0.0003,3.20,1.41,13074.82,6393.98,4199.91,4.09,102.24,0.78,19.46,23.37,28.74,0.23,1.37,46.29,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.14,0.00,0.00,0.39,2.04,0.19,0.81,3.42,1.31,4.36,0.67,0.79,0.0001,0.0003,3.20,1.41,1.23,3.37,0.00, 0,13074.82,6393.98,4199.91,4.09,102.24,0.78,19.46,23.37,28.74,0.23,1.37,46.29,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.14,17.86,0.00,0.52,1.95,0.27,0.81,3.40,0.30,0.80,0.63,0.81,0.0001,0.0004,32.79,65.95,0.20,0.08,0.98, 1,2173.91,1116.12,4199.91,3.90,97.39,1.04,25.88,0.00,0.23,0.00,0.81,3.40,0.01,0.03,0.78,0.35,0.0019,0.0092,0.36,1.56,0.47,4.15,93.47, 9,2.84,12.20,4199.91,0.47,11.65,0.00,0.03,1.57,2.18,0.72,0.82,3.43,0.40,1.74,0.75,0.81,0.0001,0.0003,88.47,10.58,0.24,0.06,0.65, 0,6611.41,3036.60,4199.91,4.35,108.86,3.15,78.70,0.00,0.23,0.00,0.81,3.42,0.01,0.02,0.71,0.39,0.0021,0.0078,0.36,8.36,0.00,1.21,90.07, 9,2.86,12.26,4199.91,0.47,11.65,0.00,0.03,0.95,2.10,0.45,0.81,3.40,0.44,1.31,0.62,0.80,0.0001,0.0003,55.95,42.79,0.20,0.08,0.98, 1,3996.03,1904.39,4199.91,4.20,104.92,1.90,47.57,0.00,0.44,0.01,0.80,3.36,0.01,0.05,0.80,0.53,0.0009,0.0050,0.73,1.19,0.47,4.15,93.47, 9,10.73,24.42,4199.91,0.88,21.98,0.01,0.13,0.00,0.30,0.01,0.81,3.41,0.02,0.05,0.65,0.44,0.0026,0.0078,0.63,98.42,0.24,0.06,0.65, 0,6.35,21.52,4199.91,0.59,14.77,0.00,0.08,0.06,1.02,0.06,0.83,3.50,0.15,0.36,0.37,0.54,0.0005,0.0013,7.62,1.10,0.00,1.21,90.07, 9,270.68,266.47,4199.91,2.03,50.79,0.13,3.22,,34.000
LinuxPCM,2024-12-02T18:51:00.887Z,0.39,1.99,0.19,0.81,3.41,1.40,4.44,0.65,0.80,0.0001,0.0003,3.75,1.41,12979.32,6526.19,4202.08,3.98,99.44,0.77,19.30,23.89,28.92,0.17,1.07,45.94,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.34,0.00,0.00,0.39,1.99,0.19,0.81,3.41,1.40,4.44,0.65,0.80,0.0001,0.0003,3.75,1.41,1.45,3.71,0.00, 5,12979.32,6526.19,4202.08,3.98,99.44,0.77,19.30,23.89,28.92,0.17,1.07,45.94,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.34,18.08,0.00,0.00,0.30,0.00,0.82,3.45,0.02,0.07,0.71,0.39,0.0034,0.0121,0.60,97.74,0.44,0.13,1.10, 6,6.10,20.67,4202.08,0.59,14.76,0.00,0.07,0.03,0.98,0.03,0.86,3.60,0.09,0.17,0.32,0.53,0.0007,0.0013,3.67,2.24,0.02,1.40,92.68, 5,130.04,132.27,4202.08,1.97,49.15,0.06,1.55,0.25,1.32,0.19,0.82,3.43,0.34,0.77,0.56,0.71,0.0003,0.0007,23.23,74.98,0.07,0.04,1.66, 6,1050.62,797.93,4202.08,2.63,65.83,0.50,12.50,0.00,0.29,0.00,0.82,3.46,0.01,0.03,0.72,0.40,0.0019,0.0073,0.45,8.35,0.17,2.72,88.31, 8,4.45,15.56,4202.08,0.57,14.30,0.00,0.05,1.46,2.10,0.69,0.81,3.39,0.60,1.92,0.64,0.81,0.0001,0.0003,85.79,12.55,0.44,0.13,1.10, 6,6116.18,2908.17,4202.08,4.21,105.16,2.91,72.78,0.00,0.48,0.00,0.84,3.52,0.01,0.04,0.74,0.49,0.0010,0.0043,0.58,5.33,0.02,1.40,92.68, 5,9.73,20.35,4202.08,0.96,23.90,0.00,0.12,1.29,2.28,0.57,0.82,3.42,0.23,1.12,0.78,0.86,0.0000,0.0002,69.63,28.59,0.07,0.04,1.66, 6,5438.31,2384.81,4202.08,4.56,114.02,2.59,64.71,0.05,0.91,0.06,0.81,3.42,0.10,0.31,0.43,0.54,0.0005,0.0014,7.21,1.59,0.17,2.72,88.31, 8,223.90,246.43,4202.08,1.82,45.43,0.11,2.66,,34.000
LinuxPCM,2024-12-02T18:51:01.887Z,0.38,2.03,0.19,0.82,3.44,1.30,4.35,0.66,0.79,0.0001,0.0003,3.02,1.36,12655.59,6238.14,4198.90,4.06,101.44,0.75,18.84,22.69,27.69,1.25,1.92,46.44,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49,0.00,0.00,0.38,2.03,0.19,0.82,3.44,1.30,4.35,0.66,0.79,0.0001,0.0003,3.02,1.36,1.28,3.10,0.00, 0,12655.59,6238.14,4198.90,4.06,101.44,0.75,18.84,22.69,27.69,1.25,1.92,46.44,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49,18.20,0.00,1.42,2.14,0.66,0.81,3.40,0.52,1.79,0.68,0.81,0.0001,0.0003,81.57,15.70,0.57,0.02,2.14, 0,5951.14,2776.10,4198.90,4.29,107.19,2.83,70.87,0.07,0.99,0.07,0.87,3.65,0.16,0.40,0.40,0.53,0.0005,0.0013,8.42,1.75,0.00,6.70,83.13, 6,303.34,307.59,4198.90,1.97,49.31,0.14,3.61,0.24,1.57,0.15,0.88,3.68,0.22,0.53,0.65,0.78,0.0002,0.0005,17.52,75.31,4.43,0.08,2.67,10,1011.44,643.89,4198.90,3.14,78.54,0.48,12.04,0.00,0.42,0.00,0.83,3.49,0.01,0.03,0.74,0.55,0.0013,0.0055,0.43,0.87,0.01,0.88,97.81, 9,6.23,15.02,4198.90,0.83,20.75,0.00,0.07,0.07,1.29,0.05,0.86,3.61,0.14,0.26,0.43,0.54,0.0005,0.0009,5.93,91.34,0.57,0.02,2.14, 0,276.97,214.10,4198.90,2.59,64.68,0.13,3.30,0.00,0.40,0.00,0.83,3.49,0.01,0.03,0.77,0.51,0.0010,0.0045,0.50,9.64,0.00,6.71,83.16, 6,6.89,17.39,4198.90,0.79,19.81,0.00,0.08,1.21,2.26,0.54,0.80,3.37,0.25,1.29,0.75,0.82,0.0000,0.0003,66.84,25.98,4.43,0.08,2.67,10,5094.98,2252.84,4198.90,4.52,113.08,2.43,60.68,0.00,0.41,0.00,0.82,3.46,0.01,0.02,0.69,0.41,0.0014,0.0048,0.32,0.98,0.01,0.88,97.81, 9,4.60,11.21,4198.90,0.82,20.54,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:02.887Z,0.38,2.05,0.19,0.82,3.43,1.22,4.26,0.67,0.79,0.0001,0.0003,3.01,1.41,12880.64,6281.63,4199.35,4.10,102.53,0.77,19.17,22.92,28.00,1.58,1.29,46.21,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.61,0.00,0.00,0.38,2.05,0.19,0.82,3.43,1.22,4.26,0.67,0.79,0.0001,0.0003,3.01,1.41,1.27,3.15,0.00, 0,12880.64,6281.63,4199.35,4.10,102.53,0.77,19.17,22.92,28.00,1.58,1.29,46.21,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.61,18.34,0.00,0.98,2.24,0.44,0.80,3.37,0.23,0.97,0.75,0.84,0.0001,0.0002,54.69,44.22,0.37,0.00,0.72, 0,4120.91,1842.84,4199.35,4.47,111.81,1.96,49.07,0.07,1.00,0.07,0.87,3.63,0.16,0.38,0.36,0.53,0.0005,0.0013,8.13,1.95,0.00,3.26,86.66, 7,294.43,295.11,4199.35,2.00,49.88,0.14,3.51,1.45,2.12,0.69,0.81,3.42,0.46,1.81,0.72,0.81,0.0001,0.0003,84.38,8.89,5.97,0.04,0.74,10,6106.07,2886.44,4199.35,4.23,105.77,2.91,72.70,0.00,0.36,0.00,0.95,3.97,0.01,0.03,0.83,0.54,0.0009,0.0061,0.40,0.98,0.00,1.88,96.74, 9,5.71,15.97,4199.35,0.72,17.88,0.00,0.07,0.56,1.97,0.28,0.83,3.47,0.33,0.96,0.60,0.74,0.0001,0.0004,34.16,64.75,0.37,0.00,0.72, 0,2330.81,1185.00,4199.35,3.93,98.35,1.11,27.75,0.00,0.53,0.01,0.86,3.61,0.03,0.06,0.58,0.49,0.0015,0.0035,0.92,9.20,0.00,3.26,86.63, 7,17.37,33.08,4199.35,1.05,26.26,0.01,0.21,0.00,0.12,0.00,0.82,3.46,0.01,0.03,0.54,0.29,0.0090,0.0201,0.37,92.89,5.97,0.04,0.74,10,1.47,12.71,4199.35,0.23,5.79,0.00,0.02,0.00,0.37,0.00,0.91,3.82,0.00,0.02,0.76,0.44,0.0012,0.0054,0.27,1.11,0.00,1.88,96.73, 9,3.86,10.49,4199.35,0.74,18.42,0.00,0.05,,34.000
