#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
LinuxPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,Temperature
LinuxPCM,2024-12-02T18:51:03.887Z,0.40,2.07,0.19,0.81,3.39,1.26,4.07,0.66,0.80,0.0001,0.0003,2.97,1.43,13286.43,6414.40,4202.14,4.14,103.57,0.79,19.76,23.67,28.00,0.14,0.98,47.21,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.60,0.00,0.00,0.40,2.07,0.19,0.81,3.39,1.26,4.07,0.66,0.80,0.0001,0.0003,2.97,1.43,1.23,3.17,0.00, 0,13286.43,6414.40,4202.14,4.14,103.57,0.79,19.76,23.67,28.00,0.14,0.98,47.21,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.60,17.34,0.00,0.00,0.25,0.00,0.81,3.39,0.01,0.04,0.67,0.29,0.0042,0.0135,0.35,99.09,0.06,0.00,0.50, 0,2.96,11.90,4202.14,0.50,12.41,0.00,0.04,0.05,0.95,0.05,0.82,3.46,0.12,0.28,0.39,0.54,0.0006,0.0014,6.05,1.22,0.00,3.69,89.04, 9,199.06,209.43,4202.14,1.90,47.52,0.09,2.37,1.45,2.12,0.69,0.81,3.39,0.46,1.65,0.70,0.82,0.0001,0.0003,84.95,14.12,0.50,0.00,0.43, 3,6098.68,2882.32,4202.14,4.23,105.79,2.90,72.56,0.00,0.28,0.00,0.80,3.36,0.00,0.02,0.76,0.39,0.0014,0.0065,0.25,0.63,0.00,0.24,98.89, 9,2.36,8.35,4202.14,0.57,14.13,0.00,0.03,1.64,2.17,0.75,0.80,3.38,0.60,1.93,0.66,0.81,0.0001,0.0003,93.72,5.72,0.06,0.00,0.50, 0,6874.51,3168.43,4202.14,4.34,108.48,3.27,81.80,0.00,0.38,0.00,0.80,3.38,0.01,0.03,0.79,0.52,0.0010,0.0053,0.43,6.84,0.00,3.69,89.04, 9,5.51,14.60,4202.14,0.75,18.87,0.00,0.07,0.02,0.92,0.03,0.79,3.34,0.05,0.09,0.44,0.50,0.0005,0.0009,3.23,95.84,0.50,0.00,0.43, 3,99.23,107.96,4202.14,1.84,45.96,0.05,1.18,0.00,0.36,0.00,0.79,3.34,0.01,0.03,0.69,0.42,0.0017,0.0061,0.34,0.54,0.00,0.24,98.89, 9,4.13,11.41,4202.14,0.72,18.08,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:04.887Z,0.41,2.06,0.20,0.81,3.40,1.22,4.06,0.67,0.81,0.0001,0.0003,2.81,1.47,13684.13,6657.38,4199.37,4.11,102.77,0.81,20.37,24.49,25.70,0.08,0.50,49.23,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.77,0.00,0.00,0.41,2.06,0.20,0.81,3.40,1.22,4.06,0.67,0.81,0.0001,0.0003,2.81,1.47,1.08,3.20,0.00, 0,13684.13,6657.38,4199.37,4.11,102.77,0.81,20.37,24.49,25.70,0.08,0.50,49.23,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.77,17.50,0.00,0.00,0.37,0.00,0.81,3.42,0.01,0.05,0.72,0.41,0.0020,0.0077,0.53,99.01,0.14,0.00,0.32, 0,6.76,18.07,4199.37,0.75,18.72,0.00,0.08,0.00,0.26,0.00,0.81,3.40,0.00,0.02,0.81,0.37,0.0014,0.0081,0.33,0.79,0.03,1.73,97.13, 9,2.88,11.21,4199.37,0.51,12.83,0.00,0.03,1.59,2.10,0.76,0.81,3.40,0.45,1.73,0.73,0.83,0.0001,0.0003,93.93,5.47,0.11,0.00,0.49, 2,6693.39,3192.65,4199.37,4.19,104.83,3.19,79.70,0.00,0.33,0.00,0.81,3.40,0.00,0.01,0.76,0.44,0.0011,0.0050,0.22,0.47,0.02,0.27,99.00,10,2.50,7.62,4199.37,0.66,16.38,0.00,0.03,1.60,2.16,0.74,0.81,3.39,0.60,1.89,0.65,0.81,0.0001,0.0003,91.57,7.96,0.14,0.00,0.32, 0,6716.22,3108.09,4199.37,4.32,108.04,3.20,79.97,0.00,0.46,0.00,0.81,3.41,0.01,0.03,0.78,0.52,0.0008,0.0041,0.41,0.71,0.03,1.73,97.12, 9,6.35,13.94,4199.37,0.91,22.79,0.00,0.08,0.06,0.85,0.07,0.82,3.43,0.14,0.31,0.39,0.48,0.0006,0.0012,8.66,90.74,0.11,0.00,0.49, 2,252.69,296.95,4199.37,1.70,42.55,0.12,3.01,0.00,0.38,0.00,0.80,3.36,0.01,0.02,0.69,0.39,0.0016,0.0055,0.26,0.44,0.02,0.27,99.00,10,3.34,8.86,4199.37,0.75,18.85,0.00,0.04,,34.000
LinuxPCM,2024-12-02T18:51:05.887Z,0.40,2.11,0.19,0.78,3.27,1.17,4.00,0.66,0.80,0.0001,0.0003,2.78,1.44,13388.38,6333.36,4198.75,4.23,105.70,0.80,19.93,24.23,28.28,0.07,0.82,46.60,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.53,0.00,0.00,0.40,2.11,0.19,0.78,3.27,1.17,4.00,0.66,0.80,0.0001,0.0003,2.78,1.44,1.08,3.14,0.00, 0,13388.38,6333.36,4198.75,4.23,105.70,0.80,19.93,24.23,28.28,0.07,0.82,46.60,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.53,16.25,0.00,0.40,2.42,0.16,0.77,3.24,0.05,0.38,0.84,0.83,0.0000,0.0002,21.32,78.10,0.22,0.07,0.29, 3,1670.50,690.90,4198.75,4.84,120.89,0.80,19.89,0.06,2.22,0.03,0.80,3.37,0.01,0.08,0.81,0.77,0.0001,0.0003,3.15,90.91,0.06,2.11,3.78, 0,236.10,106.15,4198.75,4.45,111.21,0.11,2.81,0.12,2.41,0.05,0.79,3.33,0.01,0.10,0.87,0.85,0.0000,0.0002,6.47,8.92,0.00,0.90,83.71,12,519.46,215.48,4198.75,4.82,120.53,0.25,6.19,0.00,0.19,0.00,0.79,3.31,0.00,0.01,0.68,0.30,0.0029,0.0101,0.18,1.00,0.00,0.19,98.63,10,1.14,6.02,4198.75,0.38,9.44,0.00,0.01,1.13,2.07,0.55,0.78,3.28,0.55,1.50,0.61,0.80,0.0001,0.0003,69.75,29.66,0.22,0.07,0.29, 3,4746.82,2290.33,4198.75,4.15,103.63,2.26,56.53,1.42,2.16,0.66,0.77,3.25,0.40,1.54,0.71,0.83,0.0001,0.0003,84.94,9.11,0.06,2.11,3.78, 0,5958.49,2760.25,4198.75,4.32,107.93,2.84,70.96,0.06,0.99,0.06,0.79,3.30,0.14,0.35,0.34,0.52,0.0006,0.0014,7.70,7.70,0.00,0.90,83.71,12,251.71,254.11,4198.75,1.98,49.53,0.12,3.00,0.00,0.41,0.00,0.80,3.34,0.01,0.03,0.60,0.42,0.0022,0.0060,0.30,0.87,0.00,0.19,98.63,10,4.16,10.12,4198.75,0.82,20.58,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:06.887Z,0.39,2.10,0.18,0.78,3.26,1.16,4.01,0.68,0.80,0.0001,0.0003,2.77,1.40,13037.12,6196.32,4198.90,4.21,105.20,0.78,19.41,23.75,28.71,0.12,1.50,45.93,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.32,0.00,0.00,0.39,2.10,0.18,0.78,3.26,1.16,4.01,0.68,0.80,0.0001,0.0003,2.77,1.40,1.08,3.09,0.00, 0,13037.12,6196.32,4198.90,4.21,105.20,0.78,19.41,23.75,28.71,0.12,1.50,45.93,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.32,16.05,0.00,0.85,1.95,0.44,0.79,3.32,0.54,1.43,0.61,0.77,0.0002,0.0004,55.25,44.33,0.14,0.00,0.27, 2,3589.96,1836.37,4198.90,3.91,97.75,1.71,42.75,1.40,2.16,0.65,0.77,3.25,0.41,1.58,0.72,0.82,0.0001,0.0003,83.87,15.55,0.21,0.00,0.37, 0,5868.36,2722.06,4198.90,4.31,107.79,2.80,69.88,0.00,0.35,0.01,0.78,3.26,0.01,0.05,0.76,0.44,0.0013,0.0057,0.71,9.36,0.02,5.96,83.95,12,7.96,22.99,4198.90,0.69,17.31,0.00,0.09,0.00,0.38,0.00,0.77,3.25,0.00,0.02,0.75,0.43,0.0011,0.0050,0.25,0.52,0.09,0.02,99.12,10,3.03,8.03,4198.90,0.75,18.86,0.00,0.04,0.70,2.48,0.28,0.76,3.18,0.03,0.50,0.91,0.87,0.0000,0.0002,37.18,62.40,0.14,0.00,0.27, 2,2932.62,1183.85,4198.90,4.95,123.86,1.40,34.92,0.09,2.43,0.04,0.76,3.20,0.01,0.08,0.88,0.84,0.0000,0.0002,4.81,94.61,0.21,0.00,0.37, 0,374.31,153.93,4198.90,4.86,121.59,0.18,4.46,0.06,0.99,0.06,0.81,3.38,0.15,0.34,0.39,0.55,0.0006,0.0013,7.65,2.42,0.02,5.96,83.95,12,256.80,258.74,4198.90,1.98,49.62,0.12,3.06,0.00,0.40,0.00,0.77,3.24,0.01,0.02,0.69,0.43,0.0017,0.0060,0.32,0.45,0.09,0.02,99.12,10,4.09,10.35,4198.90,0.79,19.75,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:07.887Z,0.40,2.11,0.19,0.78,3.26,1.17,4.05,0.67,0.80,0.0001,0.0003,2.78,1.44,13412.11,6360.82,4203.42,4.22,105.43,0.80,19.94,24.36,28.13,0.07,1.30,46.14,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.52,0.00,0.00,0.40,2.11,0.19,0.78,3.26,1.17,4.05,0.67,0.80,0.0001,0.0003,2.78,1.44,1.08,3.14,0.00, 0,13412.11,6360.82,4203.42,4.22,105.43,0.80,19.94,24.36,28.13,0.07,1.30,46.14,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.52,16.26,0.00,0.13,2.37,0.05,0.77,3.24,0.02,0.14,0.82,0.81,0.0000,0.0003,6.85,92.67,0.16,0.02,0.30, 2,525.95,221.89,4203.42,4.74,118.52,0.25,6.26,1.59,2.19,0.73,0.77,3.25,0.40,1.70,0.73,0.82,0.0001,0.0003,93.99,5.60,0.12,0.00,0.28, 0,6703.36,3058.97,4203.42,4.38,109.57,3.19,79.74,0.00,0.44,0.01,0.77,3.24,0.01,0.05,0.80,0.54,0.0008,0.0044,0.83,9.12,0.00,4.84,85.21,12,12.00,27.03,4203.42,0.89,22.20,0.01,0.14,0.00,0.37,0.00,0.77,3.24,0.01,0.02,0.68,0.40,0.0016,0.0054,0.33,0.57,0.00,0.33,98.76,10,3.95,10.62,4203.42,0.74,18.58,0.00,0.05,1.40,2.14,0.66,0.78,3.27,0.57,1.74,0.64,0.81,0.0001,0.0003,84.42,15.10,0.16,0.02,0.30, 2,5902.99,2762.29,4203.42,4.27,106.85,2.81,70.22,0.00,0.46,0.00,0.77,3.23,0.01,0.03,0.78,0.51,0.0011,0.0051,0.35,99.25,0.12,0.00,0.28, 0,5.21,11.29,4203.42,0.92,23.07,0.00,0.06,0.06,0.99,0.06,0.79,3.32,0.14,0.35,0.37,0.51,0.0006,0.0014,7.73,2.23,0.00,4.84,85.21,12,253.47,257.02,4203.42,1.97,49.31,0.12,3.02,0.00,0.44,0.00,0.77,3.23,0.01,0.03,0.70,0.42,0.0014,0.0052,0.36,0.54,0.00,0.33,98.77,10,5.19,11.70,4203.42,0.89,22.19,0.00,0.06,,34.000
LinuxPCM,2024-12-02T18:51:08.887Z,0.39,2.09,0.19,0.78,3.29,1.17,3.94,0.67,0.80,0.0001,0.0003,2.77,1.41,13121.39,6267.76,4198.92,4.19,104.67,0.78,19.53,23.83,28.19,0.35,1.24,46.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.61,0.00,0.00,0.39,2.09,0.19,0.78,3.29,1.17,3.94,0.67,0.80,0.0001,0.0003,2.77,1.41,1.08,3.10,0.00, 0,13121.39,6267.76,4198.92,4.19,104.67,0.78,19.53,23.83,28.19,0.35,1.24,46.39,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.61,16.34,0.00,0.01,0.54,0.01,0.77,3.23,0.02,0.08,0.72,0.51,0.0010,0.0038,1.23,98.35,0.12,0.00,0.30, 3,21.46,39.92,4198.92,1.08,26.88,0.01,0.26,1.50,2.17,0.69,0.78,3.27,0.42,1.58,0.71,0.83,0.0001,0.0003,88.51,9.37,1.28,0.00,0.84, 0,6288.22,2895.71,4198.92,4.34,108.58,3.00,74.88,0.00,0.45,0.01,0.78,3.27,0.01,0.06,0.79,0.55,0.0009,0.0045,0.86,8.82,0.00,4.43,85.89,12,12.70,28.23,4198.92,0.90,22.49,0.01,0.15,0.00,0.33,0.00,0.79,3.33,0.00,0.02,0.76,0.39,0.0013,0.0061,0.32,0.62,0.00,0.54,98.52,10,3.61,10.79,4198.92,0.67,16.75,0.00,0.04,1.56,2.16,0.72,0.78,3.29,0.55,1.82,0.67,0.81,0.0001,0.0003,91.64,7.94,0.12,0.00,0.30, 3,6532.01,3018.03,4198.92,4.33,108.22,3.11,77.78,0.00,0.51,0.00,0.79,3.31,0.01,0.03,0.79,0.55,0.0008,0.0041,0.37,97.50,1.28,0.00,0.84, 0,6.23,12.32,4198.92,1.01,25.28,0.00,0.07,0.06,1.00,0.06,0.81,3.41,0.14,0.33,0.36,0.54,0.0006,0.0013,7.38,2.30,0.00,4.43,85.89,12,253.08,252.01,4198.92,2.01,50.21,0.12,3.01,0.00,0.38,0.00,0.79,3.30,0.01,0.02,0.71,0.42,0.0016,0.0059,0.33,0.62,0.00,0.54,98.52,10,4.07,10.74,4198.92,0.76,18.96,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:09.887Z,0.40,2.08,0.19,0.78,3.28,1.14,3.98,0.68,0.80,0.0001,0.0003,2.78,1.43,13309.83,6412.14,4198.83,4.15,103.79,0.79,19.81,24.45,26.11,0.10,0.88,48.47,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.37,0.00,0.00,0.40,2.08,0.19,0.78,3.28,1.14,3.98,0.68,0.80,0.0001,0.0003,2.78,1.43,1.08,3.13,0.00, 0,13309.83,6412.14,4198.83,4.15,103.79,0.79,19.81,24.45,26.11,0.10,0.88,48.47,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.37,16.10,0.00,0.06,0.89,0.07,0.80,3.36,0.13,0.32,0.44,0.45,0.0005,0.0013,8.57,90.88,0.23,0.00,0.32, 2,255.05,287.96,4198.83,1.77,44.29,0.12,3.04,0.99,2.47,0.40,0.77,3.24,0.06,0.79,0.91,0.84,0.0000,0.0002,51.64,47.93,0.13,0.00,0.29, 0,4137.57,1672.97,4198.83,4.95,123.66,1.97,49.27,0.00,0.45,0.01,0.77,3.24,0.01,0.05,0.81,0.57,0.0008,0.0045,0.70,1.51,0.02,2.86,94.90,12,10.22,22.64,4198.83,0.90,22.57,0.00,0.12,0.00,0.45,0.00,0.78,3.27,0.01,0.03,0.73,0.47,0.0011,0.0046,0.39,0.61,0.00,0.65,98.36,10,5.72,12.71,4198.83,0.90,22.50,0.00,0.07,1.50,2.11,0.71,0.78,3.28,0.57,1.74,0.66,0.82,0.0001,0.0003,90.94,8.51,0.23,0.00,0.32, 2,6306.77,2982.19,4198.83,4.23,105.74,3.00,75.10,0.62,1.84,0.33,0.79,3.31,0.35,1.00,0.64,0.78,0.0001,0.0004,42.54,57.04,0.13,0.00,0.29, 0,2587.19,1405.98,4198.83,3.68,92.01,1.23,30.81,0.00,0.19,0.00,0.78,3.28,0.01,0.03,0.65,0.32,0.0035,0.0106,0.52,1.69,0.02,2.86,94.90,12,3.27,17.00,4198.83,0.38,9.61,0.00,0.04,0.00,0.38,0.00,0.78,3.27,0.01,0.02,0.74,0.42,0.0014,0.0059,0.33,0.67,0.00,0.65,98.36,10,4.03,10.67,4198.83,0.76,18.90,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:10.887Z,0.39,2.09,0.19,0.79,3.30,1.15,3.99,0.69,0.80,0.0001,0.0003,2.77,1.40,13057.62,6244.80,4198.93,4.18,104.55,0.78,19.44,23.63,27.08,0.06,0.96,48.27,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.72,0.00,0.00,0.39,2.09,0.19,0.79,3.30,1.15,3.99,0.69,0.80,0.0001,0.0003,2.77,1.40,1.08,3.10,0.00, 0,13057.62,6244.80,4198.93,4.18,104.55,0.78,19.44,23.63,27.08,0.06,0.96,48.27,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.72,16.45,0.00,1.21,2.32,0.52,0.79,3.31,0.21,1.17,0.78,0.84,0.0000,0.0002,65.98,33.59,0.12,0.06,0.25, 3,5061.35,2184.30,4198.93,4.63,115.86,2.41,60.27,1.50,2.15,0.70,0.78,3.29,0.46,1.72,0.71,0.81,0.0001,0.0003,89.18,8.73,0.09,0.14,1.86, 0,6292.52,2931.36,4198.93,4.29,107.33,3.00,74.93,0.01,0.70,0.01,0.83,3.49,0.02,0.11,0.73,0.53,0.0005,0.0025,1.77,2.37,0.02,2.96,92.88,13,42.81,61.52,4198.93,1.39,34.80,0.02,0.51,0.00,0.31,0.00,0.83,3.48,0.01,0.02,0.72,0.37,0.0016,0.0067,0.29,0.95,0.00,0.69,98.07,10,3.17,10.22,4198.93,0.62,15.49,0.00,0.04,0.39,1.63,0.24,0.79,3.31,0.42,0.86,0.55,0.76,0.0003,0.0005,30.07,69.50,0.12,0.06,0.25, 3,1621.90,996.16,4198.93,3.26,81.41,0.77,19.31,0.00,0.33,0.00,0.79,3.33,0.00,0.01,0.64,0.45,0.0016,0.0050,0.14,97.77,0.09,0.14,1.86, 0,1.59,4.76,4198.93,0.67,16.73,0.00,0.02,0.01,0.64,0.01,0.83,3.51,0.02,0.08,0.63,0.43,0.0007,0.0027,1.24,2.90,0.02,2.96,92.88,13,27.66,43.44,4198.93,1.27,31.84,0.01,0.33,0.00,0.51,0.00,0.82,3.45,0.01,0.03,0.68,0.46,0.0013,0.0044,0.38,0.86,0.00,0.69,98.07,10,6.62,13.04,4198.93,1.02,25.38,0.00,0.08,,34.000
LinuxPCM,2024-12-02T18:51:11.887Z,0.41,2.08,0.19,0.78,3.29,1.24,4.38,0.67,0.80,0.0001,0.0003,2.92,1.47,13622.86,6541.45,4203.26,4.17,104.13,0.81,20.26,24.83,27.53,0.08,0.76,46.79,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.81,0.00,0.00,0.41,2.08,0.19,0.78,3.29,1.24,4.38,0.67,0.80,0.0001,0.0003,2.92,1.47,1.08,3.31,0.00, 0,13622.86,6541.45,4203.26,4.17,104.13,0.81,20.26,24.83,27.53,0.08,0.76,46.79,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.81,16.55,0.00,0.01,0.58,0.01,0.79,3.30,0.02,0.07,0.63,0.38,0.0010,0.0034,1.12,98.41,0.15,0.06,0.26, 5,21.31,36.99,4203.26,1.15,28.81,0.01,0.25,1.60,2.18,0.73,0.78,3.28,0.41,1.78,0.74,0.82,0.0001,0.0003,93.98,5.61,0.12,0.04,0.25, 0,6720.40,3083.67,4203.26,4.36,108.97,3.20,79.94,0.06,0.95,0.06,0.80,3.37,0.14,0.38,0.39,0.51,0.0006,0.0016,7.56,1.83,0.05,2.93,87.63,12,243.23,255.26,4203.26,1.91,47.64,0.12,2.89,0.00,0.35,0.00,0.79,3.34,0.01,0.02,0.66,0.42,0.0017,0.0054,0.32,0.64,0.00,0.02,99.03,10,3.74,10.61,4203.26,0.70,17.62,0.00,0.04,1.58,2.13,0.74,0.78,3.29,0.64,2.04,0.65,0.81,0.0001,0.0003,94.39,5.14,0.15,0.06,0.26, 5,6620.20,3111.56,4203.26,4.26,106.38,3.15,78.75,0.00,0.48,0.00,0.79,3.33,0.01,0.03,0.75,0.55,0.0009,0.0040,0.39,99.20,0.12,0.04,0.25, 0,6.32,13.14,4203.26,0.96,24.04,0.00,0.08,0.00,0.19,0.00,0.79,3.31,0.01,0.04,0.64,0.32,0.0036,0.0108,0.55,8.84,0.05,2.93,87.63,12,3.37,18.17,4203.26,0.37,9.27,0.00,0.04,0.00,0.36,0.00,0.78,3.29,0.01,0.03,0.70,0.41,0.0018,0.0065,0.37,0.59,0.00,0.02,99.03,10,4.29,12.05,4203.26,0.71,17.79,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:12.887Z,0.39,2.03,0.19,0.78,3.28,1.44,4.47,0.64,0.79,0.0001,0.0003,3.42,1.45,13195.85,6507.45,4198.74,4.06,101.39,0.79,19.64,24.79,28.19,0.14,1.31,45.58,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.63,0.00,0.00,0.39,2.03,0.19,0.78,3.28,1.44,4.47,0.64,0.79,0.0001,0.0003,3.42,1.45,1.22,3.65,0.00, 0,13195.85,6507.45,4198.74,4.06,101.39,0.79,19.64,24.79,28.19,0.14,1.31,45.58,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.63,16.35,0.00,1.01,2.19,0.46,0.77,3.23,0.33,1.19,0.71,0.83,0.0001,0.0003,59.93,39.67,0.13,0.01,0.26, 9,4240.88,1935.38,4198.74,4.38,109.56,2.02,50.50,1.60,2.19,0.73,0.78,3.27,0.41,1.67,0.73,0.83,0.0001,0.0002,94.01,5.21,0.18,0.08,0.52, 0,6720.01,3072.93,4198.74,4.37,109.34,3.20,80.02,0.00,0.35,0.01,0.78,3.28,0.01,0.05,0.77,0.41,0.0013,0.0063,0.73,1.52,0.03,4.14,93.58,12,8.51,24.07,4198.74,0.71,17.69,0.00,0.10,0.00,0.53,0.01,0.77,3.24,0.03,0.06,0.55,0.55,0.0017,0.0036,0.92,9.93,0.20,1.00,87.95,10,15.81,29.80,4198.74,1.06,26.52,0.01,0.19,0.46,1.70,0.27,0.81,3.39,0.47,1.04,0.54,0.74,0.0002,0.0005,33.21,66.39,0.13,0.01,0.26, 9,1919.46,1126.81,4198.74,3.41,85.17,0.91,22.86,0.00,0.34,0.00,0.79,3.33,0.00,0.01,0.63,0.45,0.0018,0.0053,0.14,99.07,0.18,0.08,0.52, 0,1.61,4.81,4198.74,0.67,16.76,0.00,0.02,0.00,0.19,0.00,0.78,3.30,0.01,0.03,0.63,0.32,0.0037,0.0105,0.53,1.73,0.03,4.14,93.58,12,3.28,17.34,4198.74,0.38,9.46,0.00,0.04,0.07,0.97,0.07,0.80,3.36,0.19,0.42,0.29,0.51,0.0007,0.0015,8.83,1.99,0.20,1.00,87.98,10,286.29,296.31,4198.74,1.93,48.31,0.14,3.41,,34.000
