System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System Core C-States,System Core C-States,System Core C-States,System Core C-States,System Core C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System,System,System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core8 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core9 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core10 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core11 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core12 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core13 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core14 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core15 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core16 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core17 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core18 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core19 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core20 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core21 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core22 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),Core23 (Socket 0),,Signal
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),SYSTEM Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,,Temperature
2024-12-06,18:24:16.233,0.17,2.19,0.08,1.47,4.99,0.19,0.19,0.94,1.00,0.0000,0.0000,0.01,0.01,13765.36,6289.43,3418.51,4.38,72.96,0.34,5.59,5.22,9.05,0.00,85.73,0.00,100.00,0.00,0.00,0.00,26.76,0.00,0.00,0.00,0.17,2.19,0.08,1.47,4.99,0.19,0.19,0.94,1.00,0.0000,0.0000,0.01,0.01,39,13765.36,6289.43,3418.51,4.38,72.96,0.34,5.59,5.22,9.05,0.00,85.73,0.00,100.00,0.00,0.00,0.00,26.76,25.12,0.00,0.00,0.46,0.00,0.68,2.33,0.02,0.02,0.95,0.44,0.0057,0.0056,0.37,2.92,0.00,96.71,0.00,66,4.01,8.70,3418.51,0.92,15.35,0.00,0.04,0.00,0.94,0.00,0.86,2.94,0.02,0.01,0.86,0.71,0.0042,0.0015,0.17,3.12,0.00,96.71,0.00,66,4.79,5.10,3418.51,1.88,31.36,0.00,0.05,0.00,0.70,0.01,1.01,3.43,0.04,0.01,0.65,0.89,0.0027,0.0006,0.57,14.24,0.00,85.19,0.00,58,13.65,19.62,3418.51,1.39,23.19,0.01,0.13,0.00,0.27,0.00,0.52,1.76,0.00,0.00,0.95,0.45,0.0076,0.0077,0.01,14.81,0.00,85.19,0.00,58,0.03,0.10,3418.51,0.55,9.14,0.00,0.00,0.00,0.89,0.00,0.48,1.64,0.04,0.02,0.91,0.65,0.0042,0.0023,0.62,4.16,0.00,95.22,0.00,65,9.06,10.22,3418.51,1.77,29.54,0.01,0.09,0.00,0.82,0.00,0.38,1.29,0.00,0.00,0.85,0.69,0.0044,0.0020,0.06,4.71,0.00,95.22,0.00,65,0.68,0.83,3418.51,1.63,27.20,0.00,0.01,1.01,2.21,0.46,1.49,5.07,0.01,0.02,0.94,1.00,0.0000,0.0000,30.53,0.00,0.00,69.47,0.00,44,3436.10,1556.26,3418.51,4.42,73.60,2.01,33.51,0.00,0.43,0.00,1.42,4.82,0.00,0.00,0.94,0.52,0.0048,0.0073,0.00,30.53,0.00,69.47,0.00,44,0.03,0.07,3418.51,0.86,14.36,0.00,0.00,1.00,2.21,0.45,1.49,5.08,0.00,0.02,0.98,1.00,0.0000,0.0000,30.42,0.27,0.00,69.31,0.00,41,3428.30,1554.08,3418.51,4.41,73.53,2.01,33.43,0.00,0.44,0.00,1.48,5.02,0.00,0.00,0.95,0.47,0.0046,0.0080,0.00,30.69,0.00,69.31,0.00,41,0.03,0.07,3418.51,0.88,14.61,0.00,0.00,1.01,2.19,0.46,1.48,5.04,0.01,0.04,0.99,1.00,0.0000,0.0000,31.14,19.20,0.00,49.65,0.00,39,3447.71,1576.74,3418.51,4.37,72.89,2.02,33.62,0.00,0.22,0.00,0.37,1.26,0.00,0.00,0.96,0.25,0.0115,0.0130,0.04,50.30,0.00,49.65,0.00,39,0.11,0.52,3418.51,0.44,7.31,0.00,0.00,0.00,0.54,0.00,0.78,2.67,0.01,0.01,0.95,0.46,0.0042,0.0044,0.16,3.20,0.00,96.63,0.00,58,2.33,4.31,3418.51,1.08,17.98,0.00,0.02,0.00,0.21,0.00,1.49,5.06,0.00,0.00,0.98,0.32,0.0055,0.0117,0.01,3.35,0.00,96.64,0.00,58,0.12,0.56,3418.51,0.41,6.87,0.00,0.00,0.96,2.20,0.44,1.48,5.03,0.00,0.02,1.00,1.00,0.0000,0.0000,29.62,1.43,0.00,68.94,0.00,40,3293.01,1498.01,3418.51,4.40,73.28,1.93,32.11,0.00,0.46,0.00,0.50,1.69,0.02,0.01,0.89,0.49,0.0136,0.0053,0.16,30.89,0.00,68.94,0.00,40,1.29,2.80,3418.51,0.92,15.35,0.00,0.01,0.00,0.42,0.00,0.91,3.08,0.00,0.00,0.87,0.45,0.0095,0.0050,0.03,0.36,0.00,99.60,0.00,63,0.44,1.04,3418.51,0.85,14.10,0.00,0.00,0.00,0.32,0.00,0.54,1.84,0.01,0.01,0.93,0.32,0.0085,0.0101,0.13,0.12,0.00,99.76,0.00,63,0.76,2.39,3418.51,0.64,10.63,0.00,0.01,0.00,0.38,0.00,0.82,2.79,0.00,0.00,0.73,0.43,0.0146,0.0060,0.03,0.04,0.00,99.93,0.00,63,0.30,0.79,3418.51,0.75,12.56,0.00,0.00,0.00,0.21,0.00,0.48,1.63,0.00,0.00,0.92,0.63,0.0063,0.0072,0.02,0.02,0.00,99.96,0.00,63,0.07,0.33,3418.51,0.41,6.86,0.00,0.00,0.00,0.22,0.00,1.20,4.09,0.00,0.00,0.98,0.44,0.0028,0.0106,0.00,0.01,0.00,99.98,0.00,63,0.04,0.18,3418.51,0.45,7.47,0.00,0.00,0.04,2.64,0.01,1.21,4.10,0.00,0.00,0.91,1.00,0.0000,0.0000,1.12,0.04,0.00,98.83,0.00,63,122.41,46.32,3418.51,5.29,88.08,0.07,1.19,0.00,0.30,0.00,1.20,4.09,0.00,0.00,0.94,0.50,0.0020,0.0096,0.00,1.31,0.00,98.69,0.00,63,0.05,0.15,3418.51,0.59,9.88,0.00,0.00,0.00,0.25,0.00,1.20,4.08,0.00,0.00,0.93,0.49,0.0040,0.0070,0.01,1.46,0.00,98.54,0.00,63,0.06,0.23,3418.51,0.51,8.42,0.00,0.00,,37.000
